name,type,prop_lat,prop_long,Beds,Baths,Parking,weekly_cost,suburb
48 murray road thornhill park vic 3335,House,-37.7163717,144.6324391,4,2,2,400.0,thornhill park
3/34 mathoura road toorak vic 3142,Apartment / Unit / Flat,-37.8463861,145.0075304,1,1,1,400.0,toorak
3/1a mathoura road toorak vic 3142,Apartment / Unit / Flat,-37.8480025,145.006648,2,1,0,400.0,toorak
42 tulloch way traralgon vic 3844,House,-38.1981382,146.560136,4,2,2,400.0,traralgon
21 saunders crescent traralgon vic 3844,House,-38.1970459,146.5185385,4,1,2,400.0,traralgon
266/38 mount alexander road travancore vic 3032,Apartment / Unit / Flat,-37.7847958,144.9384313,2,1,0,400.0,travancore
1006/18 mt alexander road travancore vic 3032,Apartment / Unit / Flat,-37.7852522,144.9388991,2,1,1,400.0,travancore
827/38 mount alexander road travancore vic 3032,Apartment / Unit / Flat,-37.7847958,144.9384313,2,1,1,400.0,travancore
15 elderwood avenue truganina vic 3029,House,-37.8445709,144.7387364,3,2,1,400.0,truganina
14 mingay close truganina vic 3029,House,-37.8444677,144.7244068,3,1,1,400.0,truganina
50 toritta way truganina vic 3029,House,-37.8438368,144.7252219,3,2,2,400.0,truganina
12 mala street truganina vic 3029,House,-37.8435077,144.7247929,3,2,1,400.0,truganina
20 moombil road truganina vic 3029,House,-37.7664874,144.6916852,3,2,2,400.0,truganina
52 everholme drive truganina vic 3029,House,-37.8389851,144.738908,3,2,2,400.0,truganina
10 christopher crescent tullamarine vic 3043,House,-37.6996389,144.8776131,3,1,2,400.0,tullamarine
4 telford street tungamah vic 3728,House,-36.1652762,145.8793535,3,1,5,400.0,tungamah
12/513-515 mitcham rd vermont vic 3133,Apartment / Unit / Flat,-37.8312428,145.195949,2,1,1,400.0,vermont
31 charles street wallan vic 3756,House,-37.4225628,145.0013501,4,2,2,400.0,wallan
47 newbridge boulevard wallan vic 3756,House,-37.4262947,144.9996255,4,2,2,400.0,wallan
12 seafarers way wallan vic 3756,House,-37.4230887,144.9998506,4,2,2,400.0,wallan
22 foxtail circuit wallan vic 3756,House,-37.4066923,144.9798236,4,2,2,400.0,wallan
18 holly drive wallan vic 3756,House,-37.4195678,144.9661527,4,2,2,400.0,wallan
10 foxtail circuit wallan vic 3756,House,-37.4066923,144.9798236,4,2,2,400.0,wallan
1/5 gillards lane wandiligong vic 3744,Apartment / Unit / Flat,-36.7669847,146.9818389,1,1,1,400.0,wandiligong
30 parkhead circuit warragul vic 3820,House,-38.1513863,145.9342191,3,1,2,400.0,warragul
1/8 cordina court warrnambool vic 3280,House,-38.3662831,142.5053507,3,1,1,400.0,warrnambool
10/94-100 nepean street watsonia vic 3087,Apartment / Unit / Flat,-37.712231,145.094358,2,1,1,400.0,watsonia
2/47 morwell avenue watsonia vic 3087,Apartment / Unit / Flat,-37.706915,145.07729,2,1,1,400.0,watsonia
3 moroka avenue weir views vic 3338,House,-37.7256696,144.571812,4,2,2,400.0,weir views
12 waterbird circuit weir views vic 3338,House,-37.7253644,144.5735388,4,2,2,400.0,weir views
70 elpis road weir views vic 3338,House,-37.7227224,144.5676511,4,2,2,400.0,weir views
15 chromite circuit weir views vic 3338,House,-37.7247012,144.5715291,4,2,2,400.0,weir views
5 bealiba avenue weir views vic 3338,House,-37.7192324,144.5539377,4,3,2,400.0,weir views
15 feathertop avenue weir views vic 3338,House,-37.7309665,144.574155,4,2,2,400.0,weir views
30 langstaffe drive wendouree vic 3355,House,-37.5205275,143.8314802,4,1,2,400.0,wendouree
91 songlark crescent werribee vic 3030,House,-37.8792952,144.6681849,4,2,2,400.0,werribee
66 powlett street werribee vic 3030,House,-37.9212961,144.6451241,4,2,2,400.0,werribee
6 gamesley avenue werribee vic 3030,House,-37.9135885,144.6077397,4,2,2,400.0,werribee
38 gillespie avenue werribee vic 3030,House,-37.9149185,144.6081674,4,2,2,400.0,werribee
291 heaths road werribee vic 3030,House,-37.8769519,144.674337,4,2,2,400.0,werribee
73 cala street west footscray vic 3012,House,-37.800627,144.8668691,2,1,1,400.0,west footscray
322/23 batman street west melbourne vic 3003,Apartment / Unit / Flat,-37.8108743,144.9523646,1,1,0,400.0,west melbourne
609/55 jeffcott street west melbourne vic 3003,Apartment / Unit / Flat,-37.8120511,144.9517315,1,1,0,400.0,west melbourne
26/50 rosslyn street west melbourne vic 3003,Apartment / Unit / Flat,-37.8074206,144.9525729,2,1,0,400.0,west melbourne
205/55 jeffcott street west melbourne vic 3003,Apartment / Unit / Flat,-37.8120511,144.9517315,1,1,0,400.0,west melbourne
16 darnley grove wheelers hill vic 3150,House,-37.906122,145.1744514,3,2,2,400.0,wheelers hill
108/1 clark street williams landing vic 3027,Apartment / Unit / Flat,-37.8662331,144.7418139,2,2,1,400.0,williams landing
52 bushlark crescent williams landing vic 3027,Townhouse,-37.8548245,144.7340168,3,2,2,400.0,williams landing
109/115 overton road williams landing vic 3027,Apartment / Unit / Flat,-37.8662889,144.7430915,2,2,1,400.0,williams landing
1/9 adeline street williamstown vic 3016,Apartment / Unit / Flat,-37.856577,144.8821569,1,1,1,400.0,williamstown
8/k3 union street windsor vic 3181,Apartment / Unit / Flat,-37.8538277,144.9843538,1,1,1,400.0,windsor
11/10 the avenue windsor vic 3181,Apartment / Unit / Flat,-37.8569657,144.998061,2,1,0,400.0,windsor
207/120 high street windsor vic 3181,Apartment / Unit / Flat,-37.8515835,144.9906708,1,1,1,400.0,windsor
29 cumberland boulevard winter valley vic 3358,House,-37.58000415437882,143.7926896507797,3,2,2,400.0,winter valley
5 jamieson court wodonga vic 3690,House,-36.1226866,146.855995,3,1,2,400.0,wodonga
1 stanger court wodonga vic 3690,House,-36.1457002,146.8696582,3,2,2,400.0,wodonga
9 london road wodonga vic 3690,House,-36.1274965,146.9010446,3,1,1,400.0,wodonga
150 vearings road wollert vic 3750,Townhouse,-37.5958561,144.991903,3,2,2,400.0,wollert
32 kobe crescent wollert vic 3750,Townhouse,-37.61626529999999,145.0038791,3,2,2,400.0,wollert
9/78 saltlake boulevard wollert vic 3750,House,-37.6150915,145.0377319,3,2,2,400.0,wollert
44 nelson street wonthaggi vic 3995,House,-38.5902476,145.5942813,4,2,0,400.0,wonthaggi
2 cranwell way wyndham vale vic 3024,House,-37.8903007,144.6070321,4,2,2,400.0,wyndham vale
51 bursa drive wyndham vale vic 3024,House,-37.8698207,144.6128155,4,2,2,400.0,wyndham vale
50 fitzrovia drive wyndham vale vic 3024,House,-37.8487205,144.5956732,4,3,2,400.0,wyndham vale
33 kakadu drive wyndham vale vic 3024,House,-37.8638454,144.6136295,4,2,2,400.0,wyndham vale
24 wetherby road wyndham vale vic 3024,House,-37.8894269,144.6212806,4,2,2,400.0,wyndham vale
87 wollahra rise wyndham vale vic 3024,House,-37.8735824,144.6212549,4,2,2,400.0,wyndham vale
27 condamine avenue wyndham vale vic 3024,House,-37.8793517,144.6051687,4,2,2,400.0,wyndham vale
8 thornton grove wyndham vale vic 3024,House,-37.8482875,144.5952457,4,2,2,400.0,wyndham vale
41 st leonards avenue yarraville vic 3013,House,-37.8213663,144.8744327,2,1,2,400.0,yarraville
11 avoca street yarraville vic 3013,House,-37.8141128,144.8892181,3,1,0,400.0,yarraville
105/452 waterdale road heidelberg heights vic 3081,Apartment / Unit / Flat,-37.7446109,145.0477226,2,1,1,399.0,heidelberg heights
7/56-58 st vincent place north albert park vic 3206,Apartment / Unit / Flat,-37.8385429,144.9539142,1,1,0,395.0,north albert park
31 mimosa avenue alfredton vic 3350,House,-37.5502843,143.8023204,3,2,2,395.0,alfredton
26 longley street alfredton vic 3350,House,-37.5580057,143.8167187,3,2,1,395.0,alfredton
2/50a wattletree road armadale vic 3143,Apartment / Unit / Flat,-37.8613684,145.0192383,2,1,1,395.0,armadale
5 tudball court bacchus marsh vic 3340,House,-37.6695104,144.4351757,3,2,2,395.0,bacchus marsh
40 gisborne road bacchus marsh vic 3340,House,-37.6713194,144.4371421,3,1,4,395.0,bacchus marsh
32 fisken street ballan vic 3342,House,-37.5992464,144.2258141,2,2,3,395.0,ballan
5/1 conway crescent balwyn vic 3103,Apartment / Unit / Flat,-37.8146014,145.0864474,2,1,1,395.0,balwyn
5/100 balwyn rd balwyn vic 3103,Apartment / Unit / Flat,-37.811735,145.0819666,2,1,1,395.0,balwyn
36 orchard road bayswater vic 3153,House,-37.839,145.2583368,3,1,2,395.0,bayswater
5 eurack rd beeac vic 3251,House,-38.17103669999999,143.6356117,3,1,2,395.0,beeac
g06/261 centre road bentleigh vic 3204,Apartment / Unit / Flat,-37.9172271,145.0312085,1,1,1,385.0,bentleigh
936 centre road bentleigh east vic 3165,House,-37.9241344,145.0815789,4,1,3,395.0,bentleigh east
1/5 travellyn court blackburn south vic 3130,Apartment / Unit / Flat,-37.8323887,145.1443755,2,1,1,395.0,blackburn south
502/1 archibald street box hill vic 3128,Apartment / Unit / Flat,-37.8169352,145.1218493,2,1,1,395.0,box hill
29/910 canterbury road box hill south vic 3128,House,-37.8290225,145.1231648,2,1,2,395.0,box hill south
364 station street box hill south vic 3128,House,-37.8319036,145.1214398,2,1,1,395.0,box hill south
1/144 churchill avenue braybrook vic 3019,Villa,-37.785423,144.854116,2,1,1,395.0,braybrook
4/15 lawn crescent braybrook vic 3019,House,-37.7830081,144.8607672,2,2,1,395.0,braybrook
25 high street broadford vic 3658,House,-37.2071245,145.0415504,3,1,0,395.0,broadford
16 viola avenue brooklyn vic 3012,House,-37.8208286,144.8382111,3,1,2,395.0,brooklyn
1/28 sutherland street brunswick vic 3056,Villa,-37.7615534,144.9551652,2,1,1,395.0,brunswick
6/520 moreland road brunswick west vic 3055,Apartment / Unit / Flat,-37.7528101,144.9369487,2,1,1,395.0,brunswick west
105/13-15 cumming street brunswick west vic 3055,Apartment / Unit / Flat,-37.760958,144.942971,2,1,1,395.0,brunswick west
107 greenwood drive bundoora vic 3083,House,-37.7047882,145.0609017,3,1,2,395.0,bundoora
101b/1091 plenty road bundoora vic 3083,Apartment / Unit / Flat,-37.709154,145.0498543,2,2,1,395.0,bundoora
20 waxflower crescent bundoora vic 3083,Townhouse,-37.6785471,145.0568669,2,2,2,395.0,bundoora
110/118 cairnlea drive cairnlea vic 3023,House,-37.7574237,144.7910777,2,1,1,395.0,cairnlea
3/22 wentworth avenue canterbury vic 3126,Apartment / Unit / Flat,-37.8207774,145.0716058,2,1,1,395.0,canterbury
29/79-89 lancefield drive caroline springs vic 3023,Townhouse,-37.7104089,144.7374234,3,2,2,395.0,caroline springs
10 beacon lane caroline springs vic 3023,Townhouse,-37.7385877,144.7344458,2,1,2,395.0,caroline springs
6/11 kooyong road caulfield north vic 3161,Apartment / Unit / Flat,-37.8644622,145.0189236,1,1,1,395.0,caulfield north
7/334-339 station street chelsea vic 3196,Apartment / Unit / Flat,-38.052762,145.1168496,2,1,1,395.0,chelsea
31 beddoe avenue clayton vic 3168,House,-37.909935,145.1279486,3,1,4,395.0,clayton
107/3 dixon street clayton vic 3168,Apartment / Unit / Flat,-37.9190108,145.1218992,2,1,1,395.0,clayton
5/63 alexandra parade collingwood vic 3066,Apartment / Unit / Flat,-37.7946699,144.9892905,1,1,1,395.0,collingwood
44 bilby street craigieburn vic 3064,House,-37.5682876,144.9033957,3,2,1,395.0,craigieburn
23 hanson road craigieburn vic 3064,House,-37.5962807,144.9373316,4,2,2,395.0,craigieburn
78a toirram crescent cranbourne vic 3977,House,-38.0816784,145.2688066,2,2,1,395.0,cranbourne
10 maddock drive cranbourne east vic 3977,House,-38.11200890000001,145.3033985,3,1,1,395.0,cranbourne east
g10/4 alfrick road croydon vic 3136,Apartment / Unit / Flat,-37.8002573,145.2874612,2,2,1,395.0,croydon
13 walker street dalyston vic 3992,House,-38.5650312,145.5473651,3,1,0,390.0,dalyston
48 hatchlands drive deer park vic 3023,House,-37.777475,144.758905,3,2,1,395.0,deer park
305/13-15 goodson street doncaster vic 3108,Apartment / Unit / Flat,-37.7851226,145.1281857,1,1,1,395.0,doncaster
2/19 wattle drive doveton vic 3177,Townhouse,-37.9980169,145.2350973,2,2,1,395.0,doveton
203 verner street east geelong vic 3219,House,-38.16267500000001,144.3706525,2,1,0,395.0,east geelong
4/34 horne street elsternwick vic 3185,Apartment / Unit / Flat,-37.8860631,145.000665,2,1,1,395.0,elsternwick
21 mcdonalds road epping vic 3076,House,-37.6456342,145.0348469,3,1,3,395.0,epping
509/316 pascoe vale road essendon vic 3040,Apartment / Unit / Flat,-37.7462412,144.9263649,1,1,1,395.0,essendon
1/12 forrester street essendon vic 3040,Apartment / Unit / Flat,-37.7531452,144.9061039,2,1,1,395.0,essendon
10/225 buckley st essendon vic 3040,Apartment / Unit / Flat,-37.7562055,144.9077151,2,1,1,395.0,essendon
4/19 ballater street essendon vic 3040,Apartment / Unit / Flat,-37.7489763,144.9047154,2,1,1,395.0,essendon
3/21 ballater street essendon vic 3040,Villa,-37.7487835,144.9045932,2,1,1,395.0,essendon
1268 sydney road fawkner vic 3060,House,-37.7015341,144.9605237,3,1,2,395.0,fawkner
1/32 macpherson street footscray vic 3011,Apartment / Unit / Flat,-37.793536,144.8900133,1,1,1,395.0,footscray
1/33 gordon street footscray vic 3011,Apartment / Unit / Flat,-37.7901611,144.8899058,2,1,1,395.0,footscray
36 cirque drive footscray vic 3011,Townhouse,-37.7992593,144.8965849,2,1,1,395.0,footscray
91 grant st forrest vic 3236,House,-38.5256123,143.7137635,2,1,2,395.0,forrest
3/1 foot street frankston vic 3199,House,-38.1543733,145.1322367,2,1,1,395.0,frankston
108/1-3 clare street geelong vic 3220,Apartment / Unit / Flat,-38.1460734,144.360049,3,1,0,395.0,geelong
4/115 pakington street geelong west vic 3218,Apartment / Unit / Flat,-38.1387023,144.3484196,2,1,1,395.0,geelong west
8 parnell crescent gladstone park vic 3043,House,-37.6907509,144.8917542,3,1,1,395.0,gladstone park
149/115 neerim road glen huntly vic 3163,Apartment / Unit / Flat,-37.8869388,145.0421254,2,1,1,395.0,glen huntly
207/770b toorak road glen iris vic 3146,Apartment / Unit / Flat,-37.8458776,145.0466011,1,1,1,395.0,glen iris
6/3 osborne avenue glen iris vic 3146,Apartment / Unit / Flat,-37.8579028,145.046088,2,1,1,395.0,glen iris
6/1544 malvern road glen iris vic 3146,Apartment / Unit / Flat,-37.8543667,145.050951,2,1,0,395.0,glen iris
2/21 melbourne avenue glenroy vic 3046,Apartment / Unit / Flat,-37.705032,144.9366219,2,1,1,395.0,glenroy
11/70-74 cardinal road glenroy vic 3046,House,-37.7037249,144.9295344,2,1,1,395.0,glenroy
5 oaktree drive hampton park vic 3976,House,-38.0270959,145.2647265,3,2,2,395.0,hampton park
4/167 power street hawthorn vic 3122,Apartment / Unit / Flat,-37.8256054,145.0260633,2,1,1,395.0,hawthorn
4/2 lisson grove hawthorn east vic 3123,Apartment / Unit / Flat,-37.8265006,145.0265402,2,1,0,395.0,hawthorn east
5/55 outhwaite road heidelberg heights vic 3081,Apartment / Unit / Flat,-37.7403575,145.0539403,2,1,1,395.0,heidelberg heights
11 wau street heidelberg west vic 3081,House,-37.7453678,145.0376458,3,1,1,395.0,heidelberg west
22 brunei crescent heidelberg west vic 3081,House,-37.735247,145.0465167,3,1,2,395.0,heidelberg west
21 turkeith avenue herne hill vic 3218,House,-38.133576,144.3288469,3,1,2,395.0,herne hill
106/1344 dandenong road hughesdale vic 3166,Apartment / Unit / Flat,-37.8899556,145.0818589,1,1,1,395.0,hughesdale
5 tecoma court huntly vic 3551,House,-36.6614382,144.3391244,3,1,2,395.0,huntly
1/44 st elmo road ivanhoe vic 3079,Apartment / Unit / Flat,-37.7626455,145.0464096,2,1,1,390.0,ivanhoe
1/2-4 namur street kew vic 3101,Apartment / Unit / Flat,-37.79537320000001,145.0591269,2,1,1,395.0,kew
3/4 yarra street kew vic 3101,Apartment / Unit / Flat,-37.8042329,145.0232218,2,1,0,395.0,kew
9 wotan place kurunjang vic 3337,House,-37.6540794,144.5913763,4,2,2,395.0,kurunjang
4 kirwan avenue lalor vic 3075,House,-37.673328,145.0319196,3,1,2,395.0,lalor
39 summit road lilydale vic 3140,House,-37.7619641,145.3668314,3,2,2,395.0,lilydale
8/20 bent street malvern east vic 3145,Apartment / Unit / Flat,-37.8752766,145.049994,2,1,1,395.0,malvern east
3/362-364 aberdeen street manifold heights vic 3218,Apartment / Unit / Flat,-38.1441966,144.3293898,2,1,1,395.0,manifold heights
102 gatehouse place maribyrnong vic 3032,Apartment / Unit / Flat,-37.772964,144.880576,2,1,1,395.0,maribyrnong
3/85 nicholson street mckinnon vic 3204,Apartment / Unit / Flat,-37.9124411,145.0372583,2,1,1,395.0,mckinnon
504/350 la trobe street melbourne vic 3000,Apartment / Unit / Flat,-37.8106785,144.9592774,2,1,0,395.0,melbourne
1403/325 collins street melbourne vic 3000,Studio,-37.8166442,144.9635498,0,1,0,395.0,melbourne
9/7 venice street mentone vic 3194,Apartment / Unit / Flat,-37.9852479,145.0613212,2,1,1,395.0,mentone
1/999 fifteenth street mildura vic 3500,Townhouse,-34.1956511,142.1235005,3,2,2,395.0,mildura
1 mahogany dr mildura vic 3500,House,-34.1963136,142.138593,3,2,2,395.0,mildura
13 mckean st mooroopna vic 3629,House,-36.3892437,145.3590078,4,2,0,395.0,mooroopna
29 garnet close narre warren vic 3805,House,-38.0015548,145.3209589,3,2,2,395.0,narre warren
e5/89 o'shanassy street north melbourne vic 3051,Apartment / Unit / Flat,-37.800088,144.9468802,2,1,1,395.0,north melbourne
32/35-47 burnt street nunawading vic 3131,House,-37.8170847,145.174858,2,1,1,395.0,nunawading
2/63 rhodes parade oak park vic 3046,Villa,-37.715422,144.924656,2,1,1,395.0,oak park
4/301 jasper road ormond vic 3204,Apartment / Unit / Flat,-37.9075919,145.0430718,2,1,1,395.0,ormond
742 north road ormond vic 3204,Apartment / Unit / Flat,-37.905746,145.052339,2,1,2,395.0,ormond
3/46 park street pascoe vale vic 3044,Apartment / Unit / Flat,-37.7247486,144.9243583,2,1,2,395.0,pascoe vale
3/47 austin crescent pascoe vale vic 3044,Villa,-37.7246195,144.9302354,2,1,1,395.0,pascoe vale
8 highbridge street point cook vic 3030,House,-37.8862958,144.7157765,4,2,2,395.0,point cook
505/25 nott street port melbourne vic 3207,Apartment / Unit / Flat,-37.8418915,144.9374976,1,1,0,395.0,port melbourne
4 ventura street portarlington vic 3223,House,-38.1199294,144.6347852,3,2,2,395.0,portarlington
11/10 williams road prahran vic 3181,Apartment / Unit / Flat,-37.858134,145.0019347,2,1,1,395.0,prahran
101/573 high street prahran vic 3181,Apartment / Unit / Flat,-37.8536565,145.0074063,1,1,0,395.0,prahran
32 jacka street preston vic 3072,House,-37.7319531,144.9873662,2,1,1,395.0,preston
3/55 regent street preston vic 3072,Apartment / Unit / Flat,-37.730555,144.999358,2,1,1,395.0,preston
103 olinda street quarry hill vic 3550,House,-36.7703495,144.2797671,3,1,1,395.0,quarry hill
2/79 blake street reservoir vic 3073,Apartment / Unit / Flat,-37.731627,145.03244,2,1,1,395.0,reservoir
5/16 bernard street reservoir vic 3073,Townhouse,-37.7176663,145.0105651,2,1,1,395.0,reservoir
704/136 burnley street richmond vic 3121,Apartment / Unit / Flat,-37.8174252,145.0083941,1,1,0,395.0,richmond
22 athol avenue roxburgh park vic 3064,House,-37.6152865,144.9284291,3,2,2,395.0,roxburgh park
119 clyde street soldiers hill vic 3350,House,-37.5490472,143.8552827,3,1,2,395.0,soldiers hill
1702/18 yarra street south yarra vic 3141,Apartment / Unit / Flat,-37.8362694,144.9934128,1,1,2,395.0,south yarra
