,SA2_code,2021
788,209031209.0,23711.0
789,209031210.0,3573.0
790,209031211.0,4235.0
791,209031212.0,5124.0
792,209031213.0,9522.0
793,209031214.0,6985.0
794,209031215.0,14539.0
795,209041216.0,7429.0
796,209041217.0,6239.0
797,209041219.0,23663.0
798,209041220.0,17647.0
799,209041221.0,11342.0
800,209041223.0,20211.0
801,209041224.0,22933.0
802,209041225.0,10747.0
803,209041430.0,27064.0
804,209041431.0,13272.0
805,209041432.0,8282.0
806,209041433.0,12280.0
807,209041434.0,23634.0
808,209041435.0,12713.0
809,209041436.0,12514.0
810,209041437.0,24762.0
811,210011226.0,8237.0
812,210011227.0,14.0
813,210011228.0,8596.0
814,210011229.0,27645.0
815,210011230.0,7520.0
816,210011231.0,10108.0
817,210021232.0,14332.0
818,210021233.0,3540.0
819,210021234.0,4494.0
820,210021235.0,10832.0
821,210031236.0,8513.0
822,210031237.0,14193.0
823,210031239.0,25385.0
824,210031438.0,23965.0
825,210031439.0,3141.0
826,210031440.0,6295.0
827,210041240.0,13786.0
828,210041241.0,31658.0
829,210051242.0,14071.0
830,210051243.0,16255.0
831,210051245.0,18178.0
832,210051246.0,22391.0
833,210051247.0,15078.0
834,210051248.0,129.0
835,210051249.0,24433.0
836,210051250.0,6630.0
837,210051441.0,8197.0
838,210051442.0,12448.0
839,210051443.0,22005.0
840,210051444.0,23408.0
841,210051445.0,23477.0
842,211011251.0,12707.0
843,211011254.0,16733.0
844,211011255.0,6656.0
845,211011256.0,15540.0
846,211011257.0,7963.0
847,211011258.0,10464.0
848,211011259.0,14450.0
849,211011260.0,18102.0
850,211011446.0,23831.0
851,211011447.0,14249.0
852,211011448.0,15448.0
853,211011449.0,4380.0
854,211021261.0,16406.0
855,211021262.0,10183.0
856,211031263.0,11968.0
857,211031265.0,18235.0
858,211031266.0,18919.0
859,211031267.0,21351.0
860,211031268.0,9726.0
861,211031450.0,16233.0
862,211031451.0,14247.0
863,211031452.0,4936.0
864,211041269.0,10866.0
865,211041270.0,16935.0
866,211041271.0,12522.0
867,211041272.0,11083.0
868,211041273.0,12044.0
869,211051274.0,10095.0
870,211051275.0,11873.0
871,211051276.0,14181.0
872,211051277.0,9980.0
873,211051278.0,19783.0
874,211051279.0,5857.0
875,211051280.0,6995.0
876,211051281.0,23447.0
877,211051282.0,9771.0
878,211051283.0,9863.0
879,211051284.0,9848.0
880,211051285.0,7959.0
881,211051286.0,16948.0
882,212011287.0,24101.0
883,212011288.0,9991.0
884,212011289.0,18797.0
885,212011290.0,10107.0
886,212011291.0,23034.0
887,212011292.0,33639.0
888,212021293.0,23187.0
889,212021294.0,29339.0
890,212021295.0,12061.0
891,212021297.0,11603.0
892,212021299.0,8310.0
893,212021453.0,12191.0
894,212021454.0,13464.0
895,212021455.0,13620.0
896,212021456.0,14905.0
897,212031300.0,21580.0
898,212031301.0,61850.0
899,212031302.0,24962.0
900,212031303.0,17613.0
901,212031304.0,21834.0
902,212031305.0,26384.0
903,212031306.0,18270.0
904,212031308.0,8082.0
905,212031457.0,13266.0
906,212031458.0,16932.0
907,212041309.0,11656.0
908,212041310.0,13570.0
909,212041311.0,31330.0
910,212041312.0,22839.0
911,212041313.0,10554.0
912,212041314.0,30488.0
913,212041316.0,7520.0
914,212041317.0,22537.0
915,212041318.0,12738.0
916,212041459.0,12901.0
917,212041460.0,19818.0
918,212051319.0,19790.0
919,212051320.0,22492.0
920,212051321.0,21899.0
921,212051322.0,21324.0
922,212051323.0,16241.0
923,212051324.0,19475.0
924,212051325.0,20078.0
925,212051326.0,23254.0
926,212051327.0,20854.0
927,213011328.0,7595.0
928,213011329.0,10144.0
929,213011330.0,26981.0
930,213011331.0,8154.0
931,213011332.0,13193.0
932,213011333.0,14081.0
933,213011334.0,20850.0
934,213011335.0,17666.0
935,213011336.0,9576.0
936,213011337.0,12163.0
937,213011338.0,18779.0
938,213011339.0,11866.0
939,213011340.0,17071.0
940,213021341.0,13652.0
941,213021342.0,18665.0
942,213021343.0,15086.0
943,213021344.0,18985.0
944,213021345.0,5002.0
945,213021346.0,16074.0
946,213031347.0,19361.0
947,213031348.0,17420.0
948,213031349.0,12715.0
949,213031350.0,9364.0
950,213031351.0,11885.0
951,213031352.0,15653.0
952,213041353.0,25045.0
953,213041355.0,26558.0
954,213041356.0,19713.0
955,213041357.0,37577.0
956,213041358.0,21502.0
957,213041359.0,17836.0
958,213041360.0,19800.0
959,213041461.0,5855.0
960,213041462.0,6442.0
961,213041463.0,20643.0
962,213051361.0,18663.0
963,213051362.0,19003.0
964,213051363.0,11643.0
965,213051365.0,57511.0
966,213051366.0,38668.0
967,213051368.0,16985.0
968,213051369.0,33639.0
969,213051464.0,19585.0
970,213051465.0,24020.0
971,213051466.0,19385.0
972,213051467.0,19241.0
973,213051468.0,22661.0
974,214011370.0,22262.0
975,214011371.0,23908.0
976,214011372.0,19665.0
977,214011373.0,18948.0
978,214011374.0,25248.0
979,214011375.0,17359.0
980,214011376.0,13419.0
981,214021377.0,13460.0
982,214021378.0,6021.0
983,214021379.0,24240.0
984,214021380.0,25909.0
985,214021381.0,18923.0
986,214021382.0,20020.0
987,214021383.0,19990.0
988,214021384.0,23139.0
989,214021385.0,18688.0
990,215011386.0,8468.0
991,215011387.0,3180.0
992,215011388.0,16944.0
993,215011389.0,3451.0
994,215011390.0,6907.0
995,215011391.0,3429.0
996,215011392.0,8465.0
997,215011393.0,2748.0
998,215011394.0,6454.0
999,215021395.0,7679.0
1000,215021396.0,4953.0
1001,215021398.0,3709.0
1002,215021399.0,6123.0
1003,215021469.0,18088.0
1004,215021470.0,16417.0
1005,215031400.0,6134.0
1006,215031401.0,6664.0
1007,215031402.0,3943.0
1008,215031403.0,3753.0
1009,215031404.0,11169.0
1010,215031405.0,6462.0
1011,216011406.0,15587.0
1012,216011407.0,11055.0
1013,216011408.0,3908.0
1014,216011409.0,3987.0
1015,216011410.0,4166.0
1016,216021411.0,6438.0
1017,216021412.0,2829.0
1018,216021413.0,12499.0
1019,216021414.0,8585.0
1020,216031415.0,8311.0
1021,216031416.0,20034.0
1022,216031417.0,25638.0
1023,216031418.0,4012.0
1024,216031419.0,10326.0
1025,217011420.0,8871.0
1026,217011421.0,10284.0
1027,217011422.0,11182.0
1028,217011423.0,6264.0
1029,217031471.0,3470.0
1030,217031472.0,12696.0
1031,217031473.0,5643.0
1032,217031474.0,5358.0
1033,217031475.0,7148.0
1034,217031476.0,3978.0
1035,217041477.0,6989.0
1036,217041478.0,9963.0
1037,217041479.0,22462.0
1038,217041480.0,13292.0
