Suburb,SA2_code,2005_income,2006_income,2007_income,2008_income,2009_income,2010_income,2011_income,2012_income,2013_income,2014_income,2015_income,2016_income,2017_income,2018_income
LALOR,209041219.0,31380.0,32353.0,33913.0,35760.0,35939.0,38563.0,40445.0,41906.0,42567.0,43995.0,45109.0,46445.0,47815.0,49055.0
LALOR PLAZA,209041219.0,31380.0,32353.0,33913.0,35760.0,35939.0,38563.0,40445.0,41906.0,42567.0,43995.0,45109.0,46445.0,47815.0,49055.0
ALPHINGTON,206021110.0,48508.0,51504.0,55602.0,58396.0,59914.0,63409.0,69140.0,68272.0,70623.0,72015.0,75345.0,76516.0,79356.0,84148.0
FAIRFIELD,206021110.0,48508.0,51504.0,55602.0,58396.0,59914.0,63409.0,69140.0,68272.0,70623.0,72015.0,75345.0,76516.0,79356.0,84148.0
IVANHOE,209011200.0,55825.0,63024.0,59870.0,63447.0,66867.0,70765.0,70792.0,74458.0,75535.0,81418.0,81344.0,83451.0,88705.0,91080.0
IVANHOE EAST,209011201.0,51646.0,57011.0,55144.0,58759.0,61739.0,85855.0,88559.0,89719.0,94634.0,99064.0,101104.0,105028.0,109674.0,111558.0
IVANHOE NORTH,209011200.0,55825.0,63024.0,59870.0,63447.0,66867.0,70765.0,70792.0,74458.0,75535.0,81418.0,81344.0,83451.0,88705.0,91080.0
BELLFIELD,209011199.0,34845.0,36686.0,37680.0,39562.0,40398.0,44118.0,46532.0,48158.0,49242.0,50688.0,52693.0,54413.0,56266.0,58067.0
HEIDELBERG HEIGHTS,209011199.0,34845.0,36686.0,37680.0,39562.0,40398.0,44118.0,46532.0,48158.0,49242.0,50688.0,52693.0,54413.0,56266.0,58067.0
HEIDELBERG RGH,209011199.0,34845.0,36686.0,37680.0,39562.0,40398.0,44118.0,46532.0,48158.0,49242.0,50688.0,52693.0,54413.0,56266.0,58067.0
HEIDELBERG WEST,209011199.0,34845.0,36686.0,37680.0,39562.0,40398.0,44118.0,46532.0,48158.0,49242.0,50688.0,52693.0,54413.0,56266.0,58067.0
MILL PARK,209041220.0,36463.0,37762.0,39091.0,41314.0,42383.0,45956.0,47237.0,49353.0,50157.0,51817.0,53222.0,54719.0,55737.0,57395.0
BUNDOORA,209041217.0,35608.0,36790.0,38290.0,40851.0,41340.0,43386.0,44172.0,45775.0,46029.0,47075.0,48083.0,48100.0,49927.0,51512.0
KINGSBURY,209021205.0,37181.0,38536.0,40111.0,42657.0,43570.0,51358.0,52646.0,54756.0,55228.0,56239.0,57615.0,56804.0,56812.0,57677.0
LA TROBE UNIVERSITY,209021205.0,37181.0,38536.0,40111.0,42657.0,43570.0,51358.0,52646.0,54756.0,55228.0,56239.0,57615.0,56804.0,56812.0,57677.0
BANYULE,209011198.0,47520.0,51013.0,50382.0,53973.0,56660.0,56197.0,58573.0,60831.0,62707.0,64512.0,65733.0,64034.0,71117.0,75052.0
EAGLEMONT,209011201.0,51646.0,57011.0,55144.0,58759.0,61739.0,85855.0,88559.0,89719.0,94634.0,99064.0,101104.0,105028.0,109674.0,111558.0
HEIDELBERG,209011198.0,47520.0,51013.0,50382.0,53973.0,56660.0,56197.0,58573.0,60831.0,62707.0,64512.0,65733.0,64034.0,71117.0,75052.0
ROSANNA,209011198.0,47520.0,51013.0,50382.0,53973.0,56660.0,56197.0,58573.0,60831.0,62707.0,64512.0,65733.0,64034.0,71117.0,75052.0
VIEWBANK,209011203.0,44054.0,46699.0,47302.0,50239.0,52749.0,51784.0,54837.0,56794.0,57897.0,59526.0,61468.0,63094.0,64718.0,67142.0
MACLEOD,209021205.0,37181.0,38536.0,40111.0,42657.0,43570.0,51358.0,52646.0,54756.0,55228.0,56239.0,57615.0,56804.0,56812.0,57677.0
MACLEOD WEST,209011203.0,44054.0,46699.0,47302.0,50239.0,52749.0,51784.0,54837.0,56794.0,57897.0,59526.0,61468.0,63094.0,64718.0,67142.0
YALLAMBIE,209011203.0,44054.0,46699.0,47302.0,50239.0,52749.0,51784.0,54837.0,56794.0,57897.0,59526.0,61468.0,63094.0,64718.0,67142.0
LA TROBE UNIVERSITY,209021205.0,37181.0,38536.0,40111.0,42657.0,43570.0,51358.0,52646.0,54756.0,55228.0,56239.0,57615.0,56804.0,56812.0,57677.0
WATSONIA,209011204.0,37779.0,39764.0,40759.0,43532.0,45227.0,48852.0,51748.0,53839.0,55158.0,57137.0,58456.0,60045.0,61633.0,64366.0
WATSONIA NORTH,209011204.0,37779.0,39764.0,40759.0,43532.0,45227.0,48852.0,51748.0,53839.0,55158.0,57137.0,58456.0,60045.0,61633.0,64366.0
BRIAR HILL,209011202.0,43437.0,45840.0,46586.0,49784.0,51693.0,56240.0,59762.0,61082.0,61855.0,64249.0,64583.0,68612.0,70820.0,74701.0
GREENSBOROUGH,209011197.0,41364.0,43010.0,44223.0,46738.0,48343.0,52354.0,54124.0,55862.0,57505.0,59493.0,61861.0,63308.0,65342.0,68139.0
SAINT HELENA,209011197.0,41364.0,43010.0,44223.0,46738.0,48343.0,52354.0,54124.0,55862.0,57505.0,59493.0,61861.0,63308.0,65342.0,68139.0
ST HELENA,209011197.0,41364.0,43010.0,44223.0,46738.0,48343.0,52354.0,54124.0,55862.0,57505.0,59493.0,61861.0,63308.0,65342.0,68139.0
DIAMOND CREEK,209031215.0,42743.0,44764.0,45762.0,48566.0,50635.0,55023.0,57287.0,60084.0,61040.0,62274.0,64015.0,65796.0,67781.0,71001.0
PLENTY,209031213.0,43790.0,47178.0,47329.0,50722.0,53002.0,60524.0,63832.0,66138.0,68118.0,70182.0,71079.0,75061.0,76598.0,77353.0
YARRAMBAT,209031213.0,43790.0,47178.0,47329.0,50722.0,53002.0,60524.0,63832.0,66138.0,68118.0,70182.0,71079.0,75061.0,76598.0,77353.0
LOWER PLENTY,209011202.0,43437.0,45840.0,46586.0,49784.0,51693.0,56240.0,59762.0,61082.0,61855.0,64249.0,64583.0,68612.0,70820.0,74701.0
MONTMORENCY,209011202.0,43437.0,45840.0,46586.0,49784.0,51693.0,56240.0,59762.0,61082.0,61855.0,64249.0,64583.0,68612.0,70820.0,74701.0
ELTHAM,209031209.0,46835.0,49304.0,50056.0,53187.0,55217.0,59965.0,62005.0,63799.0,64881.0,66670.0,69362.0,71145.0,73534.0,76105.0
ELTHAM NORTH,209031209.0,46835.0,49304.0,50056.0,53187.0,55217.0,59965.0,62005.0,63799.0,64881.0,66670.0,69362.0,71145.0,73534.0,76105.0
RESEARCH,209031214.0,50756.0,55144.0,53725.0,57206.0,58797.0,70666.0,71342.0,71791.0,72134.0,74566.0,77915.0,79708.0,80173.0,82654.0
WATTLE GLEN,209031215.0,42743.0,44764.0,45762.0,48566.0,50635.0,55023.0,57287.0,60084.0,61040.0,62274.0,64015.0,65796.0,67781.0,71001.0
BEND OF ISLANDS,209031212.0,43737.0,47138.0,47258.0,51562.0,50761.0,55917.0,58735.0,64101.0,63187.0,62117.0,63572.0,64443.0,68166.0,67835.0
KANGAROO GROUND,209031214.0,50756.0,55144.0,53725.0,57206.0,58797.0,70666.0,71342.0,71791.0,72134.0,74566.0,77915.0,79708.0,80173.0,82654.0
WATSONS CREEK,209031212.0,43737.0,47138.0,47258.0,51562.0,50761.0,55917.0,58735.0,64101.0,63187.0,62117.0,63572.0,64443.0,68166.0,67835.0
ARTHURS CREEK,209031212.0,43737.0,47138.0,47258.0,51562.0,50761.0,55917.0,58735.0,64101.0,63187.0,62117.0,63572.0,64443.0,68166.0,67835.0
COTTLES BRIDGE,209031212.0,43737.0,47138.0,47258.0,51562.0,50761.0,55917.0,58735.0,64101.0,63187.0,62117.0,63572.0,64443.0,68166.0,67835.0
HURSTBRIDGE,209031210.0,40393.0,42877.0,43989.0,46700.0,48712.0,49756.0,54560.0,54558.0,56326.0,55951.0,58656.0,59983.0,64296.0,64704.0
NUTFIELD,209031212.0,43737.0,47138.0,47258.0,51562.0,50761.0,55917.0,58735.0,64101.0,63187.0,62117.0,63572.0,64443.0,68166.0,67835.0
STRATHEWEN,209031212.0,43737.0,47138.0,47258.0,51562.0,50761.0,55917.0,58735.0,64101.0,63187.0,62117.0,63572.0,64443.0,68166.0,67835.0
COTHAM,207011153.0,74148.0,81490.0,80136.0,83812.0,86430.0,94041.0,97256.0,100950.0,103845.0,103505.0,106035.0,108682.0,108907.0,112542.0
KEW,207011153.0,74148.0,81490.0,80136.0,83812.0,86430.0,94041.0,97256.0,100950.0,103845.0,103505.0,106035.0,108682.0,108907.0,112542.0
KEW EAST,207011154.0,56326.0,60061.0,59835.0,63209.0,65518.0,71894.0,74386.0,76520.0,82586.0,83706.0,84910.0,87263.0,89125.0,92805.0
BALWYN,207011147.0,62844.0,66683.0,65032.0,67718.0,70429.0,77115.0,81028.0,82777.0,87150.0,87289.0,86646.0,85026.0,86736.0,88497.0
BALWYN EAST,207011147.0,62844.0,66683.0,65032.0,67718.0,70429.0,77115.0,81028.0,82777.0,87150.0,87289.0,86646.0,85026.0,86736.0,88497.0
DEEPDENE,207011147.0,62844.0,66683.0,65032.0,67718.0,70429.0,77115.0,81028.0,82777.0,87150.0,87289.0,86646.0,85026.0,86736.0,88497.0
DEEPDENE DC,207011147.0,62844.0,66683.0,65032.0,67718.0,70429.0,77115.0,81028.0,82777.0,87150.0,87289.0,86646.0,85026.0,86736.0,88497.0
STRADBROKE PARK,207011154.0,56326.0,60061.0,59835.0,63209.0,65518.0,71894.0,74386.0,76520.0,82586.0,83706.0,84910.0,87263.0,89125.0,92805.0
BALWYN NORTH,207011148.0,52726.0,56578.0,55142.0,59199.0,61414.0,67979.0,69737.0,71711.0,72756.0,75666.0,76077.0,79274.0,79364.0,82641.0
GREYTHORN,207011148.0,52726.0,56578.0,55142.0,59199.0,61414.0,67979.0,69737.0,71711.0,72756.0,75666.0,76077.0,79274.0,79364.0,82641.0
BULLEEN,207021156.0,42045.0,43994.0,44435.0,47298.0,49098.0,53339.0,55099.0,57460.0,58040.0,61456.0,62589.0,62169.0,63983.0,65889.0
BULLEEN SOUTH,207021156.0,42045.0,43994.0,44435.0,47298.0,49098.0,53339.0,55099.0,57460.0,58040.0,61456.0,62589.0,62169.0,63983.0,65889.0
TEMPLESTOWE,207021159.0,53909.0,59063.0,56709.0,58833.0,60392.0,66783.0,69905.0,71111.0,72672.0,73443.0,73686.0,74005.0,75928.0,80019.0
TEMPLESTOWE LOWER,207021160.0,42500.0,45189.0,43920.0,46662.0,47539.0,51892.0,53977.0,56291.0,57906.0,59467.0,61035.0,62193.0,62627.0,65252.0
DONCASTER,207021157.0,41702.0,44080.0,42356.0,45380.0,45703.0,50406.0,51572.0,52619.0,53499.0,55545.0,57895.0,57534.0,59361.0,59387.0
DONVALE,211021261.0,53326.0,56541.0,53266.0,56390.0,58571.0,64722.0,66069.0,68951.0,71817.0,71993.0,73651.0,73972.0,75886.0,78219.0
NORTH WARRANDYTE,209031214.0,50756.0,55144.0,53725.0,57206.0,58797.0,70666.0,71342.0,71791.0,72134.0,74566.0,77915.0,79708.0,80173.0,82654.0
WARRANDYTE,211021262.0,53261.0,60009.0,56931.0,59784.0,62601.0,70957.0,74095.0,76165.0,77847.0,78959.0,80970.0,84300.0,85193.0,93733.0
PARK ORCHARDS,211021261.0,53326.0,56541.0,53266.0,56390.0,58571.0,64722.0,66069.0,68951.0,71817.0,71993.0,73651.0,73972.0,75886.0,78219.0
WONGA PARK,211021262.0,53261.0,60009.0,56931.0,59784.0,62601.0,70957.0,74095.0,76165.0,77847.0,78959.0,80970.0,84300.0,85193.0,93733.0
CHIRNSIDE PARK,211051275.0,39980.0,41934.0,42258.0,45484.0,45129.0,48876.0,50597.0,52005.0,52654.0,55582.0,56401.0,57778.0,61025.0,63008.0
BURNLEY,206071144.0,51711.0,55747.0,57287.0,60828.0,61869.0,68504.0,71718.0,73467.0,77062.0,78977.0,81317.0,83132.0,85193.0,87699.0
BURNLEY NORTH,206071144.0,51711.0,55747.0,57287.0,60828.0,61869.0,68504.0,71718.0,73467.0,77062.0,78977.0,81317.0,83132.0,85193.0,87699.0
CREMORNE,206071144.0,51711.0,55747.0,57287.0,60828.0,61869.0,68504.0,71718.0,73467.0,77062.0,78977.0,81317.0,83132.0,85193.0,87699.0
RICHMOND,206071144.0,51711.0,55747.0,57287.0,60828.0,61869.0,68504.0,71718.0,73467.0,77062.0,78977.0,81317.0,83132.0,85193.0,87699.0
RICHMOND EAST,206071144.0,51711.0,55747.0,57287.0,60828.0,61869.0,68504.0,71718.0,73467.0,77062.0,78977.0,81317.0,83132.0,85193.0,87699.0
RICHMOND NORTH,206071144.0,51711.0,55747.0,57287.0,60828.0,61869.0,68504.0,71718.0,73467.0,77062.0,78977.0,81317.0,83132.0,85193.0,87699.0
RICHMOND SOUTH,206071144.0,51711.0,55747.0,57287.0,60828.0,61869.0,68504.0,71718.0,73467.0,77062.0,78977.0,81317.0,83132.0,85193.0,87699.0
VICTORIA GARDENS,206071144.0,51711.0,55747.0,57287.0,60828.0,61869.0,68504.0,71718.0,73467.0,77062.0,78977.0,81317.0,83132.0,85193.0,87699.0
AUBURN SOUTH,207011152.0,67873.0,72102.0,70049.0,74985.0,76118.0,82058.0,85026.0,89435.0,90165.0,92283.0,94956.0,94680.0,94263.0,96461.0
GLENFERRIE SOUTH,207011151.0,70914.0,75520.0,73979.0,78766.0,80851.0,89721.0,95184.0,96673.0,99132.0,98938.0,102144.0,97905.0,99465.0,104364.0
HAWTHORN,207011151.0,70914.0,75520.0,73979.0,78766.0,80851.0,89721.0,95184.0,96673.0,99132.0,98938.0,102144.0,97905.0,99465.0,104364.0
HAWTHORN NORTH,207011151.0,70914.0,75520.0,73979.0,78766.0,80851.0,89721.0,95184.0,96673.0,99132.0,98938.0,102144.0,97905.0,99465.0,104364.0
HAWTHORN WEST,207011151.0,70914.0,75520.0,73979.0,78766.0,80851.0,89721.0,95184.0,96673.0,99132.0,98938.0,102144.0,97905.0,99465.0,104364.0
AUBURN,207011151.0,70914.0,75520.0,73979.0,78766.0,80851.0,89721.0,95184.0,96673.0,99132.0,98938.0,102144.0,97905.0,99465.0,104364.0
HAWTHORN EAST,207011152.0,67873.0,72102.0,70049.0,74985.0,76118.0,82058.0,85026.0,89435.0,90165.0,92283.0,94956.0,94680.0,94263.0,96461.0
CAMBERWELL,207011149.0,65088.0,70792.0,69091.0,74221.0,76302.0,85242.0,87150.0,90295.0,94918.0,97213.0,96748.0,96292.0,97237.0,101491.0
CAMBERWELL NORTH,207011149.0,65088.0,70792.0,69091.0,74221.0,76302.0,85242.0,87150.0,90295.0,94918.0,97213.0,96748.0,96292.0,97237.0,101491.0
CAMBERWELL SOUTH,207011149.0,65088.0,70792.0,69091.0,74221.0,76302.0,85242.0,87150.0,90295.0,94918.0,97213.0,96748.0,96292.0,97237.0,101491.0
CAMBERWELL WEST,207011152.0,67873.0,72102.0,70049.0,74985.0,76118.0,82058.0,85026.0,89435.0,90165.0,92283.0,94956.0,94680.0,94263.0,96461.0
HARTWELL,207011149.0,65088.0,70792.0,69091.0,74221.0,76302.0,85242.0,87150.0,90295.0,94918.0,97213.0,96748.0,96292.0,97237.0,101491.0
MIDDLE CAMBERWELL,207011149.0,65088.0,70792.0,69091.0,74221.0,76302.0,85242.0,87150.0,90295.0,94918.0,97213.0,96748.0,96292.0,97237.0,101491.0
BENNETTSWOOD,207031165.0,42446.0,44940.0,48950.0,46109.0,46815.0,49034.0,50544.0,52698.0,53421.0,53726.0,53645.0,53303.0,53470.0,54445.0
BURWOOD,207031165.0,42446.0,44940.0,48950.0,46109.0,46815.0,49034.0,50544.0,52698.0,53421.0,53726.0,53645.0,53303.0,53470.0,54445.0
SURREY HILLS SOUTH,207011155.0,74976.0,80342.0,78400.0,81099.0,82897.0,91519.0,98718.0,96629.0,105272.0,105527.0,111065.0,110484.0,115344.0,112088.0
CAMBERWELL EAST,207011155.0,74976.0,80342.0,78400.0,81099.0,82897.0,91519.0,98718.0,96629.0,105272.0,105527.0,111065.0,110484.0,115344.0,112088.0
CANTERBURY,207011155.0,74976.0,80342.0,78400.0,81099.0,82897.0,91519.0,98718.0,96629.0,105272.0,105527.0,111065.0,110484.0,115344.0,112088.0
MONT ALBERT,207031167.0,59753.0,63450.0,63282.0,67180.0,68972.0,76486.0,75737.0,78736.0,82193.0,83760.0,84284.0,86366.0,87699.0,90542.0
SURREY HILLS,207011155.0,74976.0,80342.0,78400.0,81099.0,82897.0,91519.0,98718.0,96629.0,105272.0,105527.0,111065.0,110484.0,115344.0,112088.0
SURREY HILLS NORTH,207011155.0,74976.0,80342.0,78400.0,81099.0,82897.0,91519.0,98718.0,96629.0,105272.0,105527.0,111065.0,110484.0,115344.0,112088.0
BOX HILL,207031163.0,40574.0,42663.0,42316.0,44491.0,47658.0,50170.0,52535.0,54283.0,55332.0,55951.0,56502.0,53861.0,53975.0,55498.0
BOX HILL CENTRAL,207031163.0,40574.0,42663.0,42316.0,44491.0,47658.0,50170.0,52535.0,54283.0,55332.0,55951.0,56502.0,53861.0,53975.0,55498.0
BOX HILL SOUTH,207031163.0,40574.0,42663.0,42316.0,44491.0,47658.0,50170.0,52535.0,54283.0,55332.0,55951.0,56502.0,53861.0,53975.0,55498.0
HOUSTON,207031163.0,40574.0,42663.0,42316.0,44491.0,47658.0,50170.0,52535.0,54283.0,55332.0,55951.0,56502.0,53861.0,53975.0,55498.0
WATTLE PARK,207031165.0,42446.0,44940.0,48950.0,46109.0,46815.0,49034.0,50544.0,52698.0,53421.0,53726.0,53645.0,53303.0,53470.0,54445.0
BOX HILL NORTH,207031164.0,42781.0,44817.0,45175.0,47848.0,49815.0,53736.0,56240.0,57688.0,59763.0,61082.0,62143.0,62894.0,64453.0,66473.0
KERRIMUIR,207031164.0,42781.0,44817.0,45175.0,47848.0,49815.0,53736.0,56240.0,57688.0,59763.0,61082.0,62143.0,62894.0,64453.0,66473.0
MONT ALBERT NORTH,207031164.0,42781.0,44817.0,45175.0,47848.0,49815.0,53736.0,56240.0,57688.0,59763.0,61082.0,62143.0,62894.0,64453.0,66473.0
BLACKBURN,207031161.0,43488.0,45894.0,45841.0,48258.0,49788.0,55687.0,58672.0,60949.0,62466.0,63711.0,65382.0,66107.0,68474.0,71176.0
BLACKBURN NORTH,207031161.0,43488.0,45894.0,45841.0,48258.0,49788.0,55687.0,58672.0,60949.0,62466.0,63711.0,65382.0,66107.0,68474.0,71176.0
BLACKBURN SOUTH,207031162.0,43491.0,45897.0,45837.0,48263.0,49784.0,50743.0,53310.0,56287.0,57535.0,59152.0,60600.0,60483.0,61704.0,64623.0
LABURNUM,207031161.0,43488.0,45894.0,45841.0,48258.0,49788.0,55687.0,58672.0,60949.0,62466.0,63711.0,65382.0,66107.0,68474.0,71176.0
BRENTFORD SQUARE,211041269.0,38087.0,39956.0,40747.0,42900.0,43699.0,46475.0,48346.0,50118.0,51865.0,53047.0,54661.0,55585.0,56685.0,58772.0
FOREST HILL,211041269.0,38087.0,39956.0,40747.0,42900.0,43699.0,46475.0,48346.0,50118.0,51865.0,53047.0,54661.0,55585.0,56685.0,58772.0
NUNAWADING,211041271.0,38089.0,39960.0,40744.0,42894.0,43703.0,49013.0,54303.0,52672.0,54845.0,56512.0,57596.0,58876.0,61162.0,62970.0
MITCHAM,211041270.0,40698.0,42801.0,43544.0,46067.0,47353.0,51899.0,54323.0,56170.0,57919.0,58694.0,60800.0,62012.0,63593.0,64868.0
MITCHAM NORTH,211041270.0,40698.0,42801.0,43544.0,46067.0,47353.0,51899.0,54323.0,56170.0,57919.0,58694.0,60800.0,62012.0,63593.0,64868.0
RANGEVIEW,211021261.0,53326.0,56541.0,53266.0,56390.0,58571.0,64722.0,66069.0,68951.0,71817.0,71993.0,73651.0,73972.0,75886.0,78219.0
VERMONT,211041272.0,43097.0,44693.0,45271.0,46934.0,47431.0,50660.0,51678.0,53759.0,55104.0,56209.0,58029.0,58903.0,60317.0,62732.0
VERMONT SOUTH,211041273.0,43105.0,44700.0,45285.0,46941.0,47428.0,53200.0,54755.0,55675.0,57662.0,57297.0,57348.0,59615.0,58813.0,60989.0
HEATHWOOD,211031267.0,39093.0,41135.0,41551.0,43719.0,45203.0,49501.0,51449.0,53089.0,54787.0,56319.0,57598.0,59038.0,61542.0,63755.0
RINGWOOD,211031266.0,41198.0,43736.0,43611.0,45911.0,48053.0,47292.0,48976.0,51218.0,51438.0,52529.0,53644.0,54646.0,57209.0,59805.0
RINGWOOD NORTH,211031268.0,41353.0,43915.0,43740.0,46054.0,48208.0,54959.0,56306.0,57804.0,59624.0,61510.0,63355.0,64903.0,66752.0,68585.0
WARRANDYTE SOUTH,211021262.0,53261.0,60009.0,56931.0,59784.0,62601.0,70957.0,74095.0,76165.0,77847.0,78959.0,80970.0,84300.0,85193.0,93733.0
WARRANWOOD,211031265.0,39393.0,41608.0,42138.0,44151.0,45748.0,53649.0,55926.0,57803.0,59091.0,60846.0,62295.0,63648.0,65765.0,67833.0
BEDFORD ROAD,211031267.0,39093.0,41135.0,41551.0,43719.0,45203.0,49501.0,51449.0,53089.0,54787.0,56319.0,57598.0,59038.0,61542.0,63755.0
HEATHMONT,211031267.0,39093.0,41135.0,41551.0,43719.0,45203.0,49501.0,51449.0,53089.0,54787.0,56319.0,57598.0,59038.0,61542.0,63755.0
RINGWOOD EAST,211031267.0,39093.0,41135.0,41551.0,43719.0,45203.0,49501.0,51449.0,53089.0,54787.0,56319.0,57598.0,59038.0,61542.0,63755.0
CROYDON HILLS,211031265.0,39393.0,41608.0,42138.0,44151.0,45748.0,53649.0,55926.0,57803.0,59091.0,60846.0,62295.0,63648.0,65765.0,67833.0
CROYDON NORTH,211031265.0,39393.0,41608.0,42138.0,44151.0,45748.0,53649.0,55926.0,57803.0,59091.0,60846.0,62295.0,63648.0,65765.0,67833.0
KILSYTH,211051277.0,36568.0,38419.0,39382.0,41158.0,42454.0,44291.0,45556.0,47447.0,48831.0,50555.0,52339.0,53601.0,56374.0,58564.0
KILSYTH SOUTH,211031263.0,35828.0,37240.0,38671.0,40737.0,42047.0,47397.0,49461.0,51127.0,51776.0,53612.0,55062.0,56324.0,58008.0,59653.0
MOOROOLBARK,211051281.0,36841.0,38192.0,39499.0,41850.0,43228.0,46592.0,48407.0,50190.0,51586.0,52451.0,54537.0,56125.0,58240.0,60458.0
BEENAK,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
DON VALLEY,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
HODDLES CREEK,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
LAUNCHING PLACE,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
SEVILLE,211051285.0,35886.0,37753.0,38305.0,40286.0,41909.0,46802.0,50425.0,50507.0,52672.0,54421.0,55506.0,56818.0,59851.0,62363.0
SEVILLE EAST,211051285.0,35886.0,37753.0,38305.0,40286.0,41909.0,46802.0,50425.0,50507.0,52672.0,54421.0,55506.0,56818.0,59851.0,62363.0
WANDIN EAST,211051285.0,35886.0,37753.0,38305.0,40286.0,41909.0,46802.0,50425.0,50507.0,52672.0,54421.0,55506.0,56818.0,59851.0,62363.0
WANDIN NORTH,211051285.0,35886.0,37753.0,38305.0,40286.0,41909.0,46802.0,50425.0,50507.0,52672.0,54421.0,55506.0,56818.0,59851.0,62363.0
WOORI YALLOCK,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
YELLINGBO,211051286.0,33054.0,34858.0,35487.0,37675.0,39320.0,41691.0,43363.0,45172.0,45089.0,46264.0,47804.0,49383.0,51519.0,53041.0
LILYDALE,211051278.0,38367.0,39909.0,40780.0,43206.0,44924.0,48089.0,50522.0,52146.0,53860.0,54572.0,56680.0,56658.0,61266.0,64199.0
CHAPEL STREET NORTH,206061137.0,72142.0,79219.0,76794.0,83749.0,81799.0,85017.0,82858.0,83613.0,90398.0,92141.0,93430.0,86909.0,92513.0,94748.0
DOMAIN ROAD PO,206041125.0,71733.0,77763.0,74770.0,82608.0,81303.0,109471.0,102855.0,106727.0,127605.0,122899.0,125079.0,125363.0,135941.0,134432.0
SOUTH YARRA,206061137.0,72142.0,79219.0,76794.0,83749.0,81799.0,85017.0,82858.0,83613.0,90398.0,92141.0,93430.0,86909.0,92513.0,94748.0
HAWKSBURN,206061137.0,72142.0,79219.0,76794.0,83749.0,81799.0,85017.0,82858.0,83613.0,90398.0,92141.0,93430.0,86909.0,92513.0,94748.0
TOORAK,206061138.0,121175.0,136444.0,130117.0,133180.0,132252.0,149052.0,148362.0,146406.0,161878.0,164156.0,168104.0,175696.0,177645.0,188906.0
ARMADALE,206061135.0,75018.0,80385.0,76913.0,82507.0,89534.0,92214.0,95768.0,99631.0,106695.0,109684.0,113429.0,112884.0,107488.0,111629.0
ARMADALE NORTH,206061135.0,75018.0,80385.0,76913.0,82507.0,89534.0,92214.0,95768.0,99631.0,106695.0,109684.0,113429.0,112884.0,107488.0,111629.0
KOOYONG,208041194.0,73616.0,80842.0,79465.0,82983.0,85344.0,92796.0,96937.0,98413.0,104655.0,107213.0,110207.0,108873.0,114118.0,119392.0
MALVERN,208041194.0,73616.0,80842.0,79465.0,82983.0,85344.0,92796.0,96937.0,98413.0,104655.0,107213.0,110207.0,108873.0,114118.0,119392.0
MALVERN NORTH,208041194.0,73616.0,80842.0,79465.0,82983.0,85344.0,92796.0,96937.0,98413.0,104655.0,107213.0,110207.0,108873.0,114118.0,119392.0
CAULFIELD EAST,208021177.0,56892.0,61971.0,61754.0,63762.0,67943.0,74208.0,79252.0,81708.0,86392.0,89898.0,90900.0,93254.0,92598.0,96525.0
CENTRAL PARK,208041195.0,62936.0,66017.0,66349.0,69478.0,72103.0,81621.0,82678.0,86103.0,88953.0,92445.0,92240.0,94521.0,98625.0,101673.0
DARLING,208041195.0,62936.0,66017.0,66349.0,69478.0,72103.0,81621.0,82678.0,86103.0,88953.0,92445.0,92240.0,94521.0,98625.0,101673.0
DARLING SOUTH,208041195.0,62936.0,66017.0,66349.0,69478.0,72103.0,81621.0,82678.0,86103.0,88953.0,92445.0,92240.0,94521.0,98625.0,101673.0
MALVERN EAST,208041195.0,62936.0,66017.0,66349.0,69478.0,72103.0,81621.0,82678.0,86103.0,88953.0,92445.0,92240.0,94521.0,98625.0,101673.0
WATTLETREE ROAD PO,208041194.0,73616.0,80842.0,79465.0,82983.0,85344.0,92796.0,96937.0,98413.0,104655.0,107213.0,110207.0,108873.0,114118.0,119392.0
GLEN IRIS,208041194.0,73616.0,80842.0,79465.0,82983.0,85344.0,92796.0,96937.0,98413.0,104655.0,107213.0,110207.0,108873.0,114118.0,119392.0
ASHBURTON,207011146.0,48174.0,50730.0,51726.0,54347.0,56389.0,67845.0,72098.0,76336.0,81790.0,83774.0,87828.0,92036.0,93355.0,96229.0
ASHWOOD,212051319.0,41770.0,43506.0,44163.0,46238.0,48553.0,50539.0,52994.0,55781.0,56494.0,57887.0,59966.0,60464.0,62564.0,64346.0
CHADSTONE,212051319.0,41770.0,43506.0,44163.0,46238.0,48553.0,50539.0,52994.0,55781.0,56494.0,57887.0,59966.0,60464.0,62564.0,64346.0
CHADSTONE CENTRE,208041195.0,62936.0,66017.0,66349.0,69478.0,72103.0,81621.0,82678.0,86103.0,88953.0,92445.0,92240.0,94521.0,98625.0,101673.0
