,Suburb,LGA,crime_rate
202,ROSANNA,Manningham,0.02354276638289
203,VIEWBANK,Manningham,0.02354276638289
204,MACLEOD,Darebin,0.05800002842383
205,MACLEOD WEST,Darebin,0.05800002842383
206,YALLAMBIE,Darebin,0.05800002842383
207,WATSONIA,Nillumbik,0.02122901086559
208,WATSONIA NORTH,Nillumbik,0.02122901086559
209,BRIAR HILL,Whittlesea,0.03941663565461
210,GREENSBOROUGH,Whittlesea,0.03941663565461
211,SAINT HELENA,Whittlesea,0.03941663565461
212,ST HELENA,Whittlesea,0.03941663565461
213,DIAMOND CREEK,Nillumbik,0.02122901086559
214,PLENTY,Whittlesea,0.03941663565461
215,YARRAMBAT,Whittlesea,0.03941663565461
216,LOWER PLENTY,Nillumbik,0.02122901086559
217,MONTMORENCY,Nillumbik,0.02122901086559
218,ELTHAM,Nillumbik,0.02122901086559
219,ELTHAM NORTH,Nillumbik,0.02122901086559
220,RESEARCH,Nillumbik,0.02122901086559
221,WATTLE GLEN,Nillumbik,0.02122901086559
222,BEND OF ISLANDS,Nillumbik,0.02122901086559
223,KANGAROO GROUND,Nillumbik,0.02122901086559
224,WATSONS CREEK,Nillumbik,0.02122901086559
225,ARTHURS CREEK,Whittlesea,0.03941663565461
226,COTTLES BRIDGE,Whittlesea,0.03941663565461
227,HURSTBRIDGE,Whittlesea,0.03941663565461
228,NUTFIELD,Whittlesea,0.03941663565461
229,STRATHEWEN,Whittlesea,0.03941663565461
230,COTHAM,Yarra,0.0919464539904099
231,KEW,Yarra,0.0919464539904099
232,KEW EAST,Yarra,0.0919464539904099
233,BALWYN,Whitehorse,0.03213949350435
234,BALWYN EAST,Whitehorse,0.03213949350435
235,DEEPDENE,Whitehorse,0.03213949350435
236,DEEPDENE DC,Whitehorse,0.03213949350435
237,STRADBROKE PARK,Whitehorse,0.03213949350435
238,BALWYN NORTH,Whitehorse,0.03213949350435
239,GREYTHORN,Whitehorse,0.03213949350435
240,BULLEEN,Manningham,0.02354276638289
241,BULLEEN SOUTH,Manningham,0.02354276638289
242,TEMPLESTOWE,Nillumbik,0.02122901086559
243,TEMPLESTOWE LOWER,Manningham,0.02354276638289
244,DONCASTER,Whitehorse,0.03213949350435
245,DONCASTER EAST,Whitehorse,0.03213949350435
246,DONCASTER HEIGHTS,Whitehorse,0.03213949350435
247,THE PINES,Whitehorse,0.03213949350435
248,TUNSTALL SQUARE PO,Whitehorse,0.03213949350435
249,DONVALE,Whitehorse,0.03213949350435
250,NORTH WARRANDYTE,Nillumbik,0.02122901086559
251,WARRANDYTE,Nillumbik,0.02122901086559
252,PARK ORCHARDS,Maroondah,0.04474555469904
253,WONGA PARK,Yarra Ranges,0.0323313815373599
254,CHIRNSIDE PARK,Yarra Ranges,0.0323313815373599
255,BURNLEY,Yarra,0.0919464539904099
256,BURNLEY NORTH,Yarra,0.0919464539904099
257,CREMORNE,Yarra,0.0919464539904099
258,RICHMOND,Yarra,0.0919464539904099
259,RICHMOND EAST,Yarra,0.0919464539904099
260,RICHMOND NORTH,Yarra,0.0919464539904099
261,RICHMOND SOUTH,Yarra,0.0919464539904099
262,VICTORIA GARDENS,Yarra,0.0919464539904099
263,AUBURN SOUTH,Yarra,0.0919464539904099
264,GLENFERRIE SOUTH,Yarra,0.0919464539904099
265,HAWTHORN,Yarra,0.0919464539904099
266,HAWTHORN NORTH,Yarra,0.0919464539904099
267,HAWTHORN WEST,Yarra,0.0919464539904099
268,AUBURN,Stonnington,0.06992300497631
269,HAWTHORN EAST,Stonnington,0.06992300497631
270,CAMBERWELL,Whitehorse,0.03213949350435
271,CAMBERWELL NORTH,Whitehorse,0.03213949350435
272,CAMBERWELL SOUTH,Whitehorse,0.03213949350435
273,CAMBERWELL WEST,Whitehorse,0.03213949350435
274,HARTWELL,Whitehorse,0.03213949350435
275,MIDDLE CAMBERWELL,Whitehorse,0.03213949350435
276,BENNETTSWOOD,Whitehorse,0.03213949350435
277,BURWOOD,Whitehorse,0.03213949350435
278,SURREY HILLS SOUTH,Whitehorse,0.03213949350435
279,CAMBERWELL EAST,Boroondara,0.03110581853395
280,CANTERBURY,Boroondara,0.03110581853395
281,MONT ALBERT,Whitehorse,0.03213949350435
282,SURREY HILLS,Whitehorse,0.03213949350435
283,SURREY HILLS NORTH,Whitehorse,0.03213949350435
284,BOX HILL,Whitehorse,0.03213949350435
285,BOX HILL CENTRAL,Whitehorse,0.03213949350435
286,BOX HILL SOUTH,Whitehorse,0.03213949350435
287,HOUSTON,Whitehorse,0.03213949350435
288,WATTLE PARK,Whitehorse,0.03213949350435
289,BOX HILL NORTH,Whitehorse,0.03213949350435
290,KERRIMUIR,Whitehorse,0.03213949350435
291,MONT ALBERT NORTH,Whitehorse,0.03213949350435
292,BLACKBURN,Whitehorse,0.03213949350435
293,BLACKBURN NORTH,Whitehorse,0.03213949350435
294,BLACKBURN SOUTH,Whitehorse,0.03213949350435
295,LABURNUM,Whitehorse,0.03213949350435
296,BRENTFORD SQUARE,Whitehorse,0.03213949350435
297,FOREST HILL,Whitehorse,0.03213949350435
298,NUNAWADING,Whitehorse,0.03213949350435
299,MITCHAM,Whitehorse,0.03213949350435
300,MITCHAM NORTH,Whitehorse,0.03213949350435
301,RANGEVIEW,Whitehorse,0.03213949350435
302,VERMONT,Whitehorse,0.03213949350435
303,VERMONT SOUTH,Whitehorse,0.03213949350435
304,HEATHWOOD,Whitehorse,0.03213949350435
305,RINGWOOD,Whitehorse,0.03213949350435
306,RINGWOOD NORTH,Whitehorse,0.03213949350435
307,WARRANDYTE SOUTH,Whitehorse,0.03213949350435
308,WARRANWOOD,Whitehorse,0.03213949350435
309,BEDFORD ROAD,Maroondah,0.04474555469904
310,HEATHMONT,Maroondah,0.04474555469904
311,RINGWOOD EAST,Maroondah,0.04474555469904
312,CROYDON,Yarra Ranges,0.0323313815373599
313,CROYDON HILLS,Yarra Ranges,0.0323313815373599
314,CROYDON NORTH,Yarra Ranges,0.0323313815373599
315,CROYDON SOUTH,Yarra Ranges,0.0323313815373599
316,KILSYTH,Yarra Ranges,0.0323313815373599
317,KILSYTH SOUTH,Yarra Ranges,0.0323313815373599
318,MOOROOLBARK,Yarra Ranges,0.0323313815373599
319,BEENAK,Yarra Ranges,0.0323313815373599
320,DON VALLEY,Yarra Ranges,0.0323313815373599
321,HODDLES CREEK,Yarra Ranges,0.0323313815373599
322,LAUNCHING PLACE,Yarra Ranges,0.0323313815373599
323,SEVILLE,Yarra Ranges,0.0323313815373599
324,SEVILLE EAST,Yarra Ranges,0.0323313815373599
325,WANDIN EAST,Yarra Ranges,0.0323313815373599
326,WANDIN NORTH,Yarra Ranges,0.0323313815373599
327,WOORI YALLOCK,Yarra Ranges,0.0323313815373599
328,YELLINGBO,Yarra Ranges,0.0323313815373599
329,LILYDALE,Yarra Ranges,0.0323313815373599
330,CHAPEL STREET NORTH,Yarra,0.0919464539904099
331,DOMAIN ROAD PO,Yarra,0.0919464539904099
332,SOUTH YARRA,Yarra,0.0919464539904099
333,HAWKSBURN,Yarra,0.0919464539904099
334,TOORAK,Yarra,0.0919464539904099
335,ARMADALE,Stonnington,0.06992300497631
336,ARMADALE NORTH,Stonnington,0.06992300497631
337,KOOYONG,Stonnington,0.06992300497631
338,MALVERN,Stonnington,0.06992300497631
339,MALVERN NORTH,Stonnington,0.06992300497631
340,CAULFIELD EAST,Stonnington,0.06992300497631
341,CENTRAL PARK,Stonnington,0.06992300497631
342,DARLING,Stonnington,0.06992300497631
343,DARLING SOUTH,Stonnington,0.06992300497631
344,MALVERN EAST,Stonnington,0.06992300497631
345,WATTLETREE ROAD PO,Stonnington,0.06992300497631
346,GLEN IRIS,Whitehorse,0.03213949350435
347,ASHBURTON,Stonnington,0.06992300497631
348,ASHWOOD,Stonnington,0.06992300497631
349,CHADSTONE,Stonnington,0.06992300497631
350,CHADSTONE CENTRE,Stonnington,0.06992300497631
351,HOLMESGLEN,Stonnington,0.06992300497631
352,JORDANVILLE,Stonnington,0.06992300497631
353,MOUNT WAVERLEY,Whitehorse,0.03213949350435
354,PINEWOOD,Whitehorse,0.03213949350435
355,SYNDAL,Whitehorse,0.03213949350435
356,BRANDON PARK,Whitehorse,0.03213949350435
357,GLEN WAVERLEY,Whitehorse,0.03213949350435
358,WHEELERS HILL,Whitehorse,0.03213949350435
359,BURWOOD EAST,Whitehorse,0.03213949350435
360,BURWOOD HEIGHTS,Whitehorse,0.03213949350435
361,KNOX CITY CENTRE,Whitehorse,0.03213949350435
362,STUDFIELD,Whitehorse,0.03213949350435
363,WANTIRNA,Whitehorse,0.03213949350435
364,WANTIRNA SOUTH,Whitehorse,0.03213949350435
365,BAYSWATER,Yarra Ranges,0.0323313815373599
366,BAYSWATER NORTH,Yarra Ranges,0.0323313815373599
367,THE BASIN,Yarra Ranges,0.0323313815373599
368,BORONIA,Yarra Ranges,0.0323313815373599
369,FERNTREE GULLY,Yarra Ranges,0.0323313815373599
370,LYSTERFIELD,Yarra Ranges,0.0323313815373599
371,LYSTERFIELD SOUTH,Yarra Ranges,0.0323313815373599
372,MOUNTAIN GATE,Yarra Ranges,0.0323313815373599
373,UPPER FERNTREE GULLY,Yarra Ranges,0.0323313815373599
374,UPWEY,Yarra Ranges,0.0323313815373599
375,MENZIES CREEK,Yarra Ranges,0.0323313815373599
376,SELBY,Yarra Ranges,0.0323313815373599
377,BELGRAVE,Yarra Ranges,0.0323313815373599
378,BELGRAVE HEIGHTS,Yarra Ranges,0.0323313815373599
379,BELGRAVE SOUTH,Yarra Ranges,0.0323313815373599
380,TECOMA,Yarra Ranges,0.0323313815373599
381,CAULFIELD JUNCTION,Stonnington,0.06992300497631
382,CAULFIELD NORTH,Stonnington,0.06992300497631
383,CAULFIELD,Glen Eira,0.03383185411591
384,CAULFIELD SOUTH,Glen Eira,0.03383185411591
385,HOPETOUN GARDENS,Glen Eira,0.03383185411591
386,BOORAN ROAD PO,Stonnington,0.06992300497631
387,CARNEGIE,Stonnington,0.06992300497631
388,GLEN HUNTLY,Stonnington,0.06992300497631
389,MURRUMBEENA,Stonnington,0.06992300497631
390,DANDENONG SOUTH,Monash,0.04312729823756
391,BENTLEIGH EAST,Monash,0.04312729823756
392,COATESVILLE,Monash,0.04312729823756
393,HUGHESDALE,Stonnington,0.06992300497631
394,HUNTINGDALE,Stonnington,0.06992300497631
395,OAKLEIGH,Stonnington,0.06992300497631
396,OAKLEIGH EAST,Stonnington,0.06992300497631
397,OAKLEIGH SOUTH,Monash,0.04312729823756
398,CLAYTON,Monash,0.04312729823756
399,NOTTING HILL,Monash,0.04312729823756
400,CLARINDA,Monash,0.04312729823756
401,CLAYTON SOUTH,Monash,0.04312729823756
402,MULGRAVE,Monash,0.04312729823756
403,WAVERLEY GARDENS,Monash,0.04312729823756
404,SANDOWN VILLAGE,Monash,0.04312729823756
405,SPRINGVALE,Monash,0.04312729823756
406,DINGLEY VILLAGE,Kingston,0.04084905316165
407,SPRINGVALE SOUTH,Kingston,0.04084905316165
408,KEYSBOROUGH,Kingston,0.04084905316165
409,NOBLE PARK,Monash,0.04312729823756
410,NOBLE PARK EAST,Monash,0.04312729823756
411,NOBLE PARK NORTH,Monash,0.04312729823756
412,BANGHOLME,Monash,0.04312729823756
413,DANDENONG,Monash,0.04312729823756
414,DANDENONG EAST,Monash,0.04312729823756
415,DANDENONG NORTH,Monash,0.04312729823756
416,DUNEARN,Monash,0.04312729823756
417,SCORESBY BC,Port Phillip,0.08341795829827
418,DOVETON,Greater Dandenong,0.07101324626491
419,EUMEMMERRING,Greater Dandenong,0.07101324626491
420,ROWVILLE,Monash,0.04312729823756
421,SCORESBY,Monash,0.04312729823756
422,KNOXFIELD,Knox,0.0430975787526
423,PRAHRAN,Stonnington,0.06992300497631
424,PRAHRAN EAST,Stonnington,0.06992300497631
425,WINDSOR,Stonnington,0.06992300497631
426,ST KILDA,Stonnington,0.06992300497631
427,ST KILDA SOUTH,Stonnington,0.06992300497631
428,ST KILDA WEST,Stonnington,0.06992300497631
429,BALACLAVA,Stonnington,0.06992300497631
430,ST KILDA EAST,Stonnington,0.06992300497631
431,BRIGHTON ROAD,Port Phillip,0.08341795829827
432,ELWOOD,Port Phillip,0.08341795829827
433,ELSTERNWICK,Port Phillip,0.08341795829827
434,GARDENVALE,Port Phillip,0.08341795829827
435,RIPPONLEA,Port Phillip,0.08341795829827
436,BRIGHTON,Port Phillip,0.08341795829827
437,BRIGHTON NORTH,Port Phillip,0.08341795829827
438,DENDY,Port Phillip,0.08341795829827
439,WERE STREET PO,Port Phillip,0.08341795829827
440,BRIGHTON EAST,Glen Eira,0.03383185411591
441,NORTH ROAD,Glen Eira,0.03383185411591
442,HAMPTON,Kingston,0.04084905316165
443,HAMPTON EAST,Kingston,0.04084905316165
444,HAMPTON NORTH,Kingston,0.04084905316165
445,MOORABBIN,Kingston,0.04084905316165
446,MOORABBIN EAST,Kingston,0.04084905316165
447,WISHART,Kingston,0.04084905316165
448,HIGHETT,Kingston,0.04084905316165
449,SANDRINGHAM,Bayside,0.0313040675836399
450,CHELTENHAM,Kingston,0.04084905316165
451,CHELTENHAM EAST,Kingston,0.04084905316165
452,CHELTENHAM NORTH,Kingston,0.04084905316165
453,SOUTHLAND CENTRE,Kingston,0.04084905316165
454,BEAUMARIS,Kingston,0.04084905316165
455,BLACK ROCK,Kingston,0.04084905316165
456,BLACK ROCK NORTH,Kingston,0.04084905316165
457,CROMER,Kingston,0.04084905316165
458,MENTONE,Kingston,0.04084905316165
459,MENTONE EAST,Kingston,0.04084905316165
460,MOORABBIN AIRPORT,Kingston,0.04084905316165
461,ASPENDALE,Kingston,0.04084905316165
462,ASPENDALE GARDENS,Kingston,0.04084905316165
463,BRAESIDE,Kingston,0.04084905316165
464,MORDIALLOC,Kingston,0.04084905316165
465,MORDIALLOC NORTH,Kingston,0.04084905316165
466,PARKDALE,Kingston,0.04084905316165
467,WATERWAYS,Kingston,0.04084905316165
468,BONBEACH,Kingston,0.04084905316165
469,CHELSEA,Kingston,0.04084905316165
470,CHELSEA HEIGHTS,Kingston,0.04084905316165
471,EDITHVALE,Kingston,0.04084905316165
472,CARRUM,Kingston,0.04084905316165
473,PATTERSON LAKES,Kingston,0.04084905316165
474,BELVEDERE PARK,Kingston,0.04084905316165
475,SEAFORD,Kingston,0.04084905316165
476,FRANKSTON,Mornington Peninsula,0.03802085090862
477,FRANKSTON EAST,Mornington Peninsula,0.03802085090862
478,FRANKSTON HEIGHTS,Mornington Peninsula,0.03802085090862
479,FRANKSTON SOUTH,Mornington Peninsula,0.03802085090862
480,KARINGAL,Mornington Peninsula,0.03802085090862
481,KARINGAL CENTRE,Mornington Peninsula,0.03802085090862
482,FRANKSTON NORTH,Frankston,0.05842667830221
483,PINES FOREST,Frankston,0.05842667830221
484,CARRUM DOWNS,Kingston,0.04084905316165
485,HEATHERTON,Kingston,0.04084905316165
486,BENTLEIGH,Kingston,0.04084905316165
487,MCKINNON,Kingston,0.04084905316165
488,ORMOND,Kingston,0.04084905316165
489,PATTERSON,Kingston,0.04084905316165
490,SOUTH MELBOURNE,Port Phillip,0.08341795829827
491,SOUTH MELBOURNE DC,Port Phillip,0.08341795829827
492,ALBERT PARK,Port Phillip,0.08341795829827
493,MIDDLE PARK,Port Phillip,0.08341795829827
494,GARDEN CITY,Port Phillip,0.08341795829827
495,PORT MELBOURNE,Port Phillip,0.08341795829827
496,LITTLE RIVER,Wyndham,0.0418641795418
497,AVALON,Wyndham,0.0418641795418
498,LARA,Wyndham,0.0418641795418
499,POINT WILSON,Wyndham,0.0418641795418
500,ANAKIE,Greater Geelong,0.05449519266358
501,BATESFORD,Greater Geelong,0.05449519266358
502,LOVELY BANKS,Greater Geelong,0.05449519266358
503,MOORABOOL,Greater Geelong,0.05449519266358
504,CORIO,Greater Geelong,0.05449519266358
505,NORLANE,Greater Geelong,0.05449519266358
506,NORTH SHORE,Greater Geelong,0.05449519266358
507,BELL PARK,Greater Geelong,0.05449519266358
508,BELL POST HILL,Greater Geelong,0.05449519266358
509,DRUMCONDRA,Greater Geelong,0.05449519266358
510,GEELONG NORTH,Greater Geelong,0.05449519266358
511,HAMLYN HEIGHTS,Greater Geelong,0.05449519266358
512,NORTH GEELONG,Greater Geelong,0.05449519266358
513,RIPPLESIDE,Greater Geelong,0.05449519266358
514,BELMONT,Surf Coast,0.03008079815042
515,FRESHWATER CREEK,Surf Coast,0.03008079815042
516,GROVEDALE,Surf Coast,0.03008079815042
517,GROVEDALE EAST,Surf Coast,0.03008079815042
518,HIGHTON,Surf Coast,0.03008079815042
519,MARSHALL,Surf Coast,0.03008079815042
520,MOUNT DUNEED,Surf Coast,0.03008079815042
521,WANDANA HEIGHTS,Surf Coast,0.03008079815042
522,WAURN PONDS,Surf Coast,0.03008079815042
523,ARMSTRONG CREEK,Greater Geelong,0.05449519266358
524,CHARLEMONT,Greater Geelong,0.05449519266358
525,DEAKIN UNIVERSITY,Greater Geelong,0.05449519266358
526,FYANSFORD,Greater Geelong,0.05449519266358
527,GEELONG WEST,Greater Geelong,0.05449519266358
528,HERNE HILL,Greater Geelong,0.05449519266358
529,MANIFOLD HEIGHTS,Greater Geelong,0.05449519266358
530,MURGHEBOLUC,Greater Geelong,0.05449519266358
531,STONEHAVEN,Greater Geelong,0.05449519266358
532,BREAKWATER,Greater Geelong,0.05449519266358
533,EAST GEELONG,Greater Geelong,0.05449519266358
534,NEWCOMB,Greater Geelong,0.05449519266358
535,ST ALBANS PARK,Greater Geelong,0.05449519266358
536,THOMSON,Greater Geelong,0.05449519266358
537,WHITTINGTON,Greater Geelong,0.05449519266358
