index,numSchool_3km,numHospital_1km,numStation_1km,numShopping_3km,numFacility_3km,cbd_route,facility_route,hospital_route,shopping_route,station_route,school_route
56,28.0,3.0,1.0,3.0,48.0,55572.0,544.0,724.1,1510.2,1507.0,953.9
57,30.0,2.0,0.0,7.0,47.0,79798.9,938.4,307.1,608.0,47529.0,568.1
58,6.0,0.0,0.0,1.0,10.0,53373.2,514.8,147435.1,507.2,124441.7,356.4
59,49.0,0.0,4.0,4.0,70.0,14997.9,831.0,13312.6,2112.0,334.8,382.7
60,46.0,3.0,4.0,5.0,90.0,11715.7,301.0,1496.3,2226.6,1405.2,179.1
61,37.0,0.0,3.0,5.0,58.0,13776.3,920.2,11356.9,12939.9,1126.0,629.8
62,37.0,0.0,3.0,6.0,46.0,14304.6,65.3,13615.1,13916.5,1243.5,251.5
63,23.0,1.0,0.0,3.0,29.0,74308.9,1781.8,1244.5,131599.7,132050.9,256.6
64,15.0,1.0,0.0,1.0,22.0,48173.3,1296.4,3223.5,3287.8,24167.4,1207.0
65,58.0,4.0,2.0,7.0,88.0,5817.8,1315.6,1522.1,1548.7,1430.2,983.0
66,61.0,3.0,6.0,8.0,90.0,8284.2,551.6,1808.7,2276.2,1487.1,609.6
67,59.0,4.0,5.0,4.0,83.0,8404.1,333.2,1509.1,1352.2,601.5,683.4
68,42.0,1.0,0.0,5.0,60.0,13530.9,524.3,2795.7,1619.4,12949.7,2404.9
69,0.0,0.0,0.0,0.0,1.0,234912.5,137449.4,123776.7,142505.1,202642.6,136919.4
70,26.0,1.0,1.0,5.0,29.0,28630.0,1534.2,2333.0,1695.0,955.6,898.4
71,7.0,1.0,0.0,1.0,19.0,299336.4,415.1,729.9,973.6,281444.7,264.2
72,37.0,5.0,5.0,5.0,64.0,11937.2,316.8,1075.5,678.0,1419.1,316.0
73,39.0,2.0,4.0,5.0,69.0,11004.9,671.9,1892.2,535.2,656.6,184.7
74,34.0,2.0,0.0,2.0,49.0,15124.1,992.1,817.2,12772.2,16751.6,1402.0
75,34.0,1.0,0.0,2.0,50.0,14765.6,2212.2,1014.0,13283.6,11681.7,473.7
76,24.0,5.0,5.0,5.0,59.0,8986.2,1746.8,2091.4,2297.3,1493.6,1546.7
77,24.0,6.0,5.0,7.0,58.0,9125.7,1660.8,2143.1,2349.0,1545.4,1588.1
78,28.0,1.0,5.0,5.0,63.0,9328.3,1676.3,2216.0,2421.9,1618.2,210.3
79,12.0,0.0,2.0,1.0,20.0,22040.6,1354.4,13629.9,3583.9,2503.8,1272.5
80,12.0,0.0,2.0,1.0,20.0,22057.0,3091.0,13646.3,3600.4,2520.2,1288.9
81,10.0,0.0,2.0,1.0,14.0,20945.0,595.4,12534.2,12973.7,3619.8,270.4
82,26.0,0.0,1.0,2.0,53.0,19874.0,927.7,12067.2,12994.0,2412.3,1256.7
83,34.0,5.0,1.0,9.0,70.0,10651.8,576.1,2204.0,797.6,2063.2,929.9
84,3.0,1.0,0.0,0.0,14.0,185591.5,610.2,822.6,141951.1,141514.3,1704.5
85,3.0,1.0,0.0,0.0,14.0,186331.3,385.2,1562.5,142691.0,141154.9,2000.5
86,48.0,1.0,4.0,3.0,75.0,16912.1,906.9,2616.7,14146.0,391.5,694.4
87,1.0,0.0,0.0,0.0,4.0,151364.1,853.2,139046.7,133287.4,128329.0,635.5
88,55.0,7.0,5.0,24.0,68.0,1879.2,378.0,1586.9,1023.1,2239.6,789.7
89,54.0,13.0,6.0,22.0,68.0,1062.1,572.3,998.3,541.6,528.9,738.2
90,58.0,12.0,6.0,25.0,73.0,1448.2,272.8,1157.1,487.7,2328.9,1327.7
91,46.0,2.0,6.0,22.0,67.0,2227.5,623.5,982.1,235.4,1221.6,1048.3
92,54.0,13.0,6.0,22.0,68.0,1062.1,572.3,998.3,541.6,528.9,738.2
93,19.0,1.0,0.0,1.0,26.0,46573.1,1274.2,910.0,974.2,23261.9,1551.4
94,21.0,0.0,0.0,2.0,27.0,47333.9,767.9,142587.7,119593.5,22550.3,1449.9
95,25.0,0.0,2.0,5.0,49.0,30013.2,1164.1,14071.5,911.7,1482.2,1202.1
96,10.0,2.0,0.0,1.0,12.0,545413.2,1037.3,1839.7,314295.0,509999.8,1441.1
97,10.0,2.0,0.0,1.0,12.0,544022.3,1039.6,1313.4,312904.1,508608.8,970.0
98,10.0,2.0,0.0,1.0,12.0,545031.3,660.1,1450.8,313913.1,509617.8,581.3
99,12.0,1.0,0.0,1.0,13.0,542566.9,638.3,2884.1,3906.7,507153.5,611.2
100,9.0,0.0,0.0,0.0,13.0,134945.3,705.0,113348.2,112065.1,122083.3,682.1
101,50.0,0.0,3.0,6.0,85.0,6732.4,460.6,13804.3,1451.2,793.8,635.5
102,51.0,0.0,5.0,6.0,78.0,7880.7,916.1,13798.6,1581.5,1360.8,974.4
103,5.0,0.0,0.0,1.0,10.0,149435.6,393.3,137242.9,136080.1,112820.0,1328.9
104,5.0,0.0,0.0,1.0,14.0,153324.1,1558.8,119499.6,1256.2,127263.9,1913.3
105,5.0,1.0,0.0,1.0,14.0,154004.5,637.2,2182.6,1960.0,112583.3,381.0
106,5.0,1.0,0.0,1.0,9.0,157232.4,1244.3,2322.7,2445.2,131172.2,908.1
107,7.0,0.0,0.0,0.0,13.0,119816.5,856.0,12419.3,127057.9,126832.3,2333.7
108,23.0,1.0,0.0,3.0,30.0,28636.3,1491.7,3116.7,2369.9,13695.5,1050.1
109,41.0,0.0,5.0,5.0,74.0,15150.2,366.8,12716.0,1158.4,782.6,375.7
110,32.0,2.0,2.0,2.0,39.0,34386.4,3135.0,833.4,14108.5,1478.8,1771.3
111,33.0,1.0,3.0,4.0,36.0,35254.2,1756.1,2318.0,19769.7,1811.4,1019.9
112,36.0,1.0,3.0,2.0,34.0,32639.7,831.6,2153.6,17155.3,431.5,1849.1
113,37.0,2.0,3.0,2.0,38.0,33752.4,809.1,1308.8,11499.2,584.1,1058.0
114,14.0,0.0,0.0,2.0,21.0,68917.3,565.2,14121.8,2655.5,36647.5,1508.9
115,10.0,0.0,0.0,3.0,18.0,67583.0,332.1,13575.0,136395.3,35313.1,666.0
116,51.0,9.0,7.0,25.0,71.0,3307.8,812.1,1163.5,2435.9,3549.0,652.9
117,51.0,7.0,6.0,22.0,81.0,3673.5,531.5,1254.2,120779.6,223.9,1036.1
118,57.0,13.0,6.0,23.0,61.0,1404.4,1003.0,553.3068430024337,534.0,1092.8,203.6
119,54.0,0.0,8.0,3.0,87.0,6227.2,955.7,15408.5,1006.5,535.4,984.7
120,42.0,0.0,4.0,4.0,68.0,16999.1,702.0,13218.3,14228.8,661.0,543.3
121,24.0,0.0,3.0,4.0,35.0,27256.8,205.7,16478.3,1567.2,348.4,1039.3
122,24.0,0.0,3.0,4.0,33.0,27489.5,421.5,15837.9,1054.2,427.5,637.7
123,51.0,6.0,6.0,22.0,81.0,3790.7,690.2,1536.7,13145.2,425.8,1194.8
124,38.0,0.0,2.0,3.0,60.0,11207.1,156.7,15509.8,4863.5,890.0,567.5
125,6.0,0.0,0.0,0.0,6.0,31909.4,13536.3,169453.7,14731.9,15645.5,1557.9
126,55.0,6.0,4.0,8.0,67.0,6511.9,768.6,826.8,502.6,909.1,1018.6
127,45.0,0.0,3.0,5.0,65.0,10431.7,749.6,18807.0,1133.2,1139.6,203.6
128,42.0,0.0,2.0,6.0,61.0,11191.7,737.3,13283.4,1120.6,1905.6,657.8
129,20.0,0.0,0.0,3.0,57.0,151667.3,646.8,107511.3,1264.7,121671.1,1358.2
130,4.0,0.0,0.0,0.0,3.0,527795.9,718.7,132277.4,14133.8,492382.5,1141.3
131,23.0,1.0,0.0,0.0,42.0,118561.4,706.6,2351.4,120333.4,119263.3,1395.2
132,39.0,0.0,2.0,0.0,41.0,14407.7,580.2,11845.8,13487.4,447.9,189.2
133,61.0,13.0,8.0,25.0,75.0,3123.7,1107.1,916.1,2149.3,444.3,339.3
134,63.0,5.0,7.0,17.0,86.0,5186.9,489.2,1741.7,1992.2,932.4,1251.1
135,59.0,6.0,6.0,22.0,89.0,4769.5,211.8,1324.3,1878.5,1359.2,579.6
136,2.0,1.0,0.0,0.0,11.0,102858.6,376.0,2274.8,127680.8,126016.4,1838.8
137,14.0,0.0,0.0,1.0,21.0,181771.4,423.5,121656.5,1802.6,157097.9,1013.8
138,13.0,2.0,0.0,1.0,22.0,182006.9,948.6,1608.7,124085.0,157333.4,643.9
139,9.0,0.0,0.0,0.0,20.0,184528.4,2792.7,122057.3,126606.5,159854.9,2241.9
140,22.0,0.0,1.0,3.0,52.0,11420.7,585.8,13483.8,3142.9,2100.6,2395.3
141,61.0,6.0,7.0,25.0,80.0,4595.6,1481.4,2290.5,1038.4,1086.4,1114.1
142,56.0,6.0,5.0,10.0,76.0,6351.9,223.2,693.7,488.7,1949.7,1097.4
143,28.0,0.0,3.0,2.0,40.0,28625.3,339.6,13042.9,14561.9,1834.4,562.9
144,34.0,0.0,2.0,2.0,63.0,23660.7,594.3,11817.7,4025.3,922.1,559.7
145,35.0,1.0,2.0,3.0,63.0,22418.3,1460.449706686235,789.0,12291.4,348.9,292.8
146,35.0,0.0,2.0,3.0,60.0,23719.4,653.0,11876.4,3049.0,980.8,1244.8
147,36.0,0.0,2.0,3.0,59.0,23439.3,372.8,12596.6,3212.9,700.6,964.6
148,33.0,0.0,3.0,2.0,60.0,23058.0,300.3,12215.3,17323.7,319.4,975.0
149,34.0,0.0,2.0,5.0,59.0,25266.4,457.9,12556.7,2725.8,1925.2,330.1
150,33.0,0.0,2.0,5.0,57.0,24564.0,228.3,11854.2,2729.2,1906.5,1565.6
151,53.0,5.0,4.0,7.0,69.0,8069.8,444.9,1203.8,2002.5,1023.4,804.5
152,48.0,7.0,4.0,7.0,64.0,6918.1,1381.6,1584.0,2113.0,1094.3,643.2
153,41.0,1.0,3.0,6.0,50.0,8273.5,1550.0,1997.3,1043.4,1230.8,461.1
154,45.0,5.0,4.0,7.0,53.0,7108.1,639.0,1559.4,567.9,1503.5,925.8
155,44.0,4.0,3.0,7.0,53.0,7622.7,899.3,1827.7,392.6,1061.3,716.8
156,34.0,0.0,2.0,4.0,58.0,13794.8,910.1,11438.8,2136.5,2674.8,220.9
157,27.0,0.0,2.0,1.0,50.0,21022.7,498.2,16845.6,3037.0,3289.7,761.8
158,38.0,0.0,2.0,1.0,43.0,18483.2,1136.3,12130.9,11782.2,2481.1,1224.9
159,31.0,0.0,3.0,1.0,33.0,16625.3,1608.2,129479.4,13138.1,623.3,643.7
160,53.0,0.0,4.0,7.0,77.0,8267.1,531.8,11902.6,1706.5,575.7,311.7
161,55.0,0.0,4.0,6.0,75.0,9467.2,872.4,13927.7,2404.0,1206.3,676.7
162,54.0,0.0,4.0,5.0,73.0,8714.7,979.4,13372.7,1666.8,1795.3,124.6
163,46.0,2.0,0.0,6.0,65.0,11153.0,629.3,3857.2,2054.9,12494.0,1116.3
164,5.0,0.0,0.0,0.0,22.0,100855.1,594.7,173038.4,136138.0,148510.1,1257.1
165,7.0,0.0,0.0,1.0,16.0,166088.9,1449.0,114704.8,2125.1,114924.8,2401.8
166,7.0,0.0,1.0,0.0,6.0,68225.1,641.6,11888.4,121175.5,576.9,681.2
167,12.0,2.0,0.0,1.0,13.0,242429.0,724.9,1592.6,320.2,230755.8,728.2
168,19.0,0.0,1.0,3.0,24.0,36132.2,933.7,130854.9,16054.4,1953.6,622.1
169,29.0,7.0,4.0,7.0,61.0,9012.5,287.4,862.8,1884.4,2427.7,590.2
170,29.0,6.0,2.0,8.0,68.0,9920.0,426.0,2129.2,837.6,971.0,824.2
171,16.0,0.0,0.0,2.0,17.0,42321.1,1359.2,131743.9,2515.9,19773.2,1169.7
172,59.0,14.0,6.0,23.0,62.0,1422.6,1414.3,1574.7,1107.3,1276.0,776.8
173,40.0,3.0,3.0,3.0,48.0,19985.4,1251.3,972.9,800.7,771.0,1151.7
174,40.0,3.0,3.0,6.0,45.0,21593.5,399.5,1473.4,1301.1,936.4,848.2
175,59.0,1.0,4.0,3.0,88.0,6287.6,557.9,1472.6,1518.8,449.3,682.2
176,60.0,1.0,4.0,19.0,80.0,3678.5,1494.9,2476.9,1595.5,2029.3,560.6
177,41.0,0.0,5.0,5.0,77.0,15704.5,413.0,13431.1,896.7,1098.8,835.2
178,47.0,1.0,5.0,6.0,75.0,14301.0,219.4,2951.3,925.1,1042.9,1683.9
179,53.0,1.0,4.0,4.0,76.0,6462.1,295.8,1620.8,11126.5,1381.7,1126.9
180,0.0,0.0,0.0,0.0,2.0,217080.4,2790.6,137972.0,168579.9,199713.7,120516.5
181,37.0,3.0,4.0,2.0,52.0,10141.1,469.9,1818.0,2498.8,1754.1,1107.9
182,37.0,1.0,3.0,3.0,52.0,8379.4,996.2,2693.1,737.1,1470.7,341.0
183,37.0,1.0,3.0,3.0,52.0,8379.4,996.2,2693.1,737.1,1470.7,341.0
184,49.0,3.0,5.0,3.0,70.0,9132.6,107.7,2722.0,2179.0,735.3,505.0
185,32.0,7.0,4.0,10.0,67.0,7536.1,1789.4,1182.6,1535.1,1201.6,1505.4
186,35.0,0.0,0.0,5.0,47.0,27693.6,1102.828253518261,14659.6,2582.0,11038.9,179.5
187,24.0,1.0,3.0,3.0,52.0,52683.1,1576.0,2912.6,1918.4,1440.0,2235.7
188,40.0,2.0,6.0,7.0,83.0,12510.0,2946.8,1481.4,3079.3,520.6,837.7
189,26.0,1.0,0.0,5.0,33.0,74701.9,777.5,732.9,2685.2,132443.9,828.5
190,31.0,1.0,3.0,4.0,58.0,28889.0,533.9,3749.6,2452.0,1612.4,1421.8
191,29.0,0.0,0.0,5.0,32.0,77226.9,377.6,149410.2,134517.6,134968.9,897.5
192,25.0,1.0,0.0,5.0,30.0,75552.0,1563.7,2293.4341679064773,132842.8,133294.0,727.5
193,25.0,2.0,1.0,4.0,25.0,29865.0,891.9,3568.0,1704.2,2168.0,330.9
194,25.0,2.0,1.0,4.0,25.0,29865.0,891.8,3568.0,1704.2,2168.0,330.9
195,7.0,0.0,0.0,1.0,20.0,301393.3,1127.5,136025.2,1926.4,283501.6,339.2
196,50.0,4.0,0.0,2.0,74.0,8641.2,1682.0,1480.8,13870.8,12643.2,427.4
197,4.0,0.0,0.0,0.0,10.0,86896.3,412.5,128017.8,125111.2,116079.6,1589.1
198,12.0,0.0,2.0,1.0,20.0,23893.9,2998.6,13896.1,3507.9,2427.7,1538.7
199,34.0,3.0,1.0,2.0,54.0,16316.1,1168.4,1771.1,13745.9,3218.1,3137.8
200,53.0,3.0,4.0,5.0,84.0,12448.9,485.6,1192.0,1432.4,938.4,511.7
201,58.0,12.0,6.0,24.0,70.0,1199.9,298.4,908.8,239.4,2350.8,953.6
202,58.0,12.0,6.0,26.0,74.0,1461.6,286.3,1170.5,501.1,2612.4,1341.2
203,58.0,12.0,6.0,24.0,70.0,1199.9,298.4,908.8,239.4,2350.8,953.6
204,21.0,1.0,0.0,2.0,28.0,44939.8,807.0,1060.2,1053.7,21628.6,760.7
205,9.0,0.0,0.0,1.0,13.0,543381.6,576.0,139503.5,312263.4,507968.2,2479.8
206,31.0,0.0,0.0,6.0,42.0,79181.9,1281.4295359472703,120475.9,4912.0,119966.7,1634.1
207,54.0,0.0,7.0,2.0,80.0,5771.8,500.3,14953.1,2025.8,454.1,361.9
208,46.0,0.0,4.0,4.0,66.0,10899.0,1301.3,12108.3,1600.4,609.5,1333.8
209,22.0,1.0,0.0,0.0,38.0,117544.6,835.2,2286.0,115680.7,121548.8,222.3
210,62.0,7.0,7.0,22.0,91.0,5006.6,492.3,1636.9,3387.6,798.4,704.9
211,18.0,0.0,0.0,0.0,26.0,119000.4,253.2,120771.9,124301.7,122265.7,913.2
212,27.0,7.0,5.0,7.0,59.0,7610.7,2025.4,1925.7,834.0,966.2,1145.1
213,12.0,2.0,0.0,1.0,19.0,184604.4,1895.5,1219.7,126481.0,159930.9,753.7
214,52.0,2.0,1.0,27.0,71.0,3655.4,2042.2,366.1,2447.9,1976.4,593.1
215,32.0,1.0,2.0,2.0,57.0,21893.7,492.8,3133.1,3460.6,1109.4,318.7
216,46.0,5.0,4.0,7.0,57.0,7007.3,1008.1,1458.6,903.2,1831.6,939.7
217,53.0,6.0,6.0,7.0,70.0,7881.9,138.4,1524.3,2309.0,1034.7,246.9
218,51.0,6.0,7.0,8.0,80.0,8584.7,1052.4,1912.2,2441.3,1422.6,750.3
219,37.0,1.0,2.0,4.0,69.0,14818.4,415.6,2422.5,1616.5,2074.3,562.8
220,57.0,0.0,4.0,5.0,81.0,8097.2,312.5,13396.9,2799.1,2015.4,890.8
221,0.0,0.0,0.0,0.0,0.0,223312.3,109568.3,110096.4,189174.4,205945.5,109137.2
222,4.0,1.0,0.0,0.0,6.0,335066.5,495.1,1777.1,199458.6,299653.1,802.1
223,22.0,0.0,1.0,1.0,27.0,32297.0,644.0,158032.2,12219.3,815.4,1439.0
224,19.0,0.0,0.0,0.0,36.0,116968.4,2789.0,121174.7,116646.1,116786.5,1846.9
225,26.0,0.0,0.0,4.0,56.0,14660.1,748.9,13025.7,1138.8,12585.6,924.1
226,44.0,2.0,4.0,2.0,62.0,9882.4,452.0,2392.2,1684.3,847.8,107.7
227,6.0,1.0,0.0,0.0,20.0,205015.1,1662.1,1442.1,152582.3,187123.4,911.5
228,6.0,1.0,0.0,0.0,20.0,205595.9,849.9,1361.4,143511.0,187704.2,678.5
229,59.0,4.0,3.0,9.0,84.0,10858.1,1339.5,1493.4,726.3,970.9,1545.9
230,47.0,0.0,3.0,6.0,87.0,7137.8,390.5,13734.2,1856.6,1199.2,211.0
231,26.0,3.0,0.0,0.0,55.0,116718.3,995.5,976.2,119457.7,118524.3,718.5
232,24.0,0.0,0.0,2.0,56.0,116003.8,193.3,116849.4,116347.1,118479.9,377.6
233,23.0,3.0,0.0,3.0,57.0,151418.5,513.8,1227.8,2696.1,116005.1,584.3
234,40.0,3.0,3.0,5.0,47.0,21607.1,413.2,1487.0,1314.8,950.1,573.3
235,64.0,1.0,5.0,3.0,82.0,5314.0,330.3,2681.4,2354.0,1560.2,824.3
236,56.0,1.0,3.0,4.0,81.0,5777.3,393.3,2115.6,2817.3,1296.4,1084.4
237,61.0,0.0,7.0,2.0,78.0,5146.5,86.0,14345.5,2186.5,1853.4,488.0
238,52.0,1.0,4.0,3.0,81.0,8336.9,362.9,625.5,12656.7,1073.3,655.5
239,59.0,1.0,5.0,3.0,85.0,5248.5,1061.2,725.4,1292.7,1208.2,649.2
240,60.0,16.0,6.0,23.0,66.0,1219.0,1210.6,1371.1,1096.5,987.1,940.9
241,59.0,13.0,6.0,23.0,60.0,1578.9,1432.4,1146.2,1000.3,1169.0,669.8
242,60.0,17.0,5.0,23.0,68.0,787.3,1179.1,1224.0,800.8,1079.0,793.9
243,41.0,0.0,6.0,5.0,80.0,15358.2,428.4,13055.6,793.0,607.6,967.5
244,41.0,0.0,6.0,5.0,80.0,15358.2,428.4,13055.6,793.0,607.6,967.5
245,8.0,0.0,0.0,0.0,24.0,119499.4,440.1,124323.5,122139.2,125960.8,1533.8
246,30.0,4.0,0.0,2.0,43.0,33478.7,388.6,19.0,2544.3,12204.9,462.5
247,26.0,3.0,2.0,3.0,34.0,33907.9,841.2,2278.2,1888.7,2197.7,512.9
248,26.0,3.0,2.0,3.0,33.0,34118.0,361.8,2208.6,1819.0,1788.6,722.9
249,26.0,3.0,2.0,3.0,38.0,34589.6,1062.3,1914.5,1525.0,2002.7,1438.3
250,24.0,3.0,2.0,3.0,40.0,34510.2,982.8,1144.0,923.8,1580.4,1358.9
251,0.0,0.0,0.0,0.0,2.0,407943.8,262.8,165830.4,164542.7,398054.6,18742.8
252,17.0,0.0,0.0,2.0,45.0,25420.0,123.2,10867.8,11272.6,17589.9,966.5
253,4.0,0.0,0.0,0.0,8.0,100981.1,71.1,129561.6,124658.0,136776.9,1234.9
254,47.0,5.0,3.0,3.0,62.0,13114.3,521.7,800.2,13668.4,1482.1,1218.8
255,44.0,0.0,4.0,5.0,76.0,9579.4,1005.4,13666.8,2316.7,1462.9,1167.6
256,44.0,0.0,3.0,6.0,73.0,9163.0,341.5,12483.7,2344.0,884.1,191.9
257,46.0,1.0,3.0,5.0,73.0,9700.7,1216.8,2686.4,2434.9,3169.3,255.8
258,60.0,14.0,8.0,26.0,79.0,1922.1,625.3,722.5,1500.5,1301.0,697.0
259,48.0,2.0,7.0,13.0,83.0,4505.2,651.8,2688.8,11980.6,1067.0,126.1
260,30.0,7.0,4.0,7.0,63.0,8451.2,645.5,300.2,1323.1,1866.4,439.4
261,31.0,7.0,5.0,7.0,64.0,8569.0,441.5,419.4,1440.9,1984.2,190.7
262,27.0,7.0,5.0,9.0,55.0,6668.7,140.2,652.4,491.2,671.1,621.5
263,28.0,7.0,4.0,7.0,62.0,8362.7,557.0,261.7,1234.6,1777.9,400.9
264,21.0,3.0,1.0,3.0,39.0,56003.4,220.0,1087.5,2419.6,1905.1,704.0
265,49.0,2.0,4.0,5.0,94.0,11097.3,278.5,1682.8,1406.8,850.0,1498.2
266,61.0,3.0,6.0,8.0,90.0,8284.2,551.6,1808.7,2276.2,1487.1,609.6
267,7.0,1.0,0.0,1.0,19.0,301286.8,1023.1,2238.3,2587.4,283395.1,1453.6
268,29.0,1.0,5.0,5.0,63.0,9433.2,1608.6,2424.6,2630.5,1826.8,315.1
269,9.0,0.0,1.0,1.0,12.0,20800.2,989.4,12389.5,13755.3,3937.8,130.7106044773978
270,58.0,3.0,4.0,9.0,82.0,10976.6,975.1,782.6,156.4,658.0,858.5
271,52.0,2.0,2.0,4.0,79.0,12850.4,410.7,1593.5,1543.3,1089.2,622.5
272,24.0,0.0,2.0,5.0,50.0,29867.5,1264.2,13533.1,1031.5,1092.3,812.2
273,9.0,0.0,0.0,0.0,20.0,136159.2,978.4,114562.1,125179.5,122134.2,641.9
274,47.0,0.0,4.0,5.0,85.0,7637.9,1056.1,13638.7,1136.4,831.0,771.3
