index,numSchool_3km,numHospital_1km,numStation_1km,numShopping_3km,numFacility_3km,cbd_route,facility_route,hospital_route,shopping_route,station_route,school_route
833,34.0,3.0,1.0,2.0,53.0,16295.9,1148.3,1751.0,13725.8,3272.0,3117.6
834,12.0,0.0,0.0,1.0,21.0,181082.9,811.0,122927.1,3115.1,156409.4,453.4
835,40.0,3.0,3.0,3.0,55.0,19884.9,319.4,727.1,554.8,1406.0,823.8
836,37.0,1.0,2.0,3.0,44.0,15883.9,1103.5,1461.4,2208.4,1055.5,352.5
837,34.0,3.0,1.0,2.0,53.0,16295.9,1148.3,1751.0,13725.8,3272.0,3117.6
838,31.0,2.0,0.0,1.0,55.0,16681.7,477.2,863.5,15182.0,12351.8,676.5
839,37.0,0.0,0.0,3.0,56.0,17599.9,1400.6,11586.8,3726.0,11667.3,413.4
840,39.0,0.0,0.0,3.0,62.0,16360.3,1010.9,11749.7,11113.9,13340.3,1494.5
841,61.0,17.0,5.0,23.0,68.0,952.3,1344.1,1104.4,965.9,1157.9,674.2
842,60.0,15.0,6.0,23.0,62.0,1484.8,1476.4,1636.9,1398.9,1289.4,925.9
843,41.0,0.0,7.0,6.0,81.0,15213.9,578.7,13871.4,648.6,499.4,1117.9
844,47.0,1.0,5.0,6.0,75.0,14308.6,227.0,2958.9,932.7,1050.4,1691.5
845,57.0,3.0,3.0,5.0,82.0,11992.7,1513.9,1904.3,1974.4,1312.3,934.2
846,32.0,2.0,0.0,4.0,54.0,21271.2,1070.0,2358.2,13157.3,14946.2,1393.0
847,16.0,0.0,0.0,1.0,14.0,56780.9,2290.3,127141.0,11117.4,13705.1,932.6
848,58.0,13.0,8.0,24.0,75.0,3151.4,1642.1,1417.7,2588.7,781.4,1117.8
849,2.0,0.0,0.0,0.0,7.0,122401.9,214.6,124430.1,120538.0,123721.3,2106.0
850,9.0,0.0,0.0,0.0,17.0,156766.4,658.2,124275.9,13113.2,121353.0,769.3
851,0.0,0.0,0.0,0.0,0.0,82654.4,13554.3,130032.1,138416.2,42411.4,12842.9
852,33.0,7.0,4.0,7.0,67.0,8129.7,526.2,814.3,1459.0,1339.0,555.1
853,23.0,3.0,2.0,3.0,44.0,55134.8,609.9,642.9,1551.1,472.4,1663.6
854,61.0,5.0,3.0,6.0,87.0,5352.6,976.1,1366.4,1083.5,1838.1,1056.8
855,58.0,5.0,4.0,4.0,85.0,8241.8,408.7,1766.3,1644.0,282.0,521.0
856,34.0,2.0,2.0,4.0,62.0,14751.3,780.2,1413.7,12119.9,2202.8,1640.4
857,3.0,0.0,0.0,0.0,10.0,318259.9,403.1,176693.6,154296.1,259921.1,518.1
858,3.0,0.0,0.0,0.0,10.0,318259.9,403.1,176693.6,154296.1,259921.1,518.1
859,4.0,0.0,0.0,0.0,4.0,59333.5,610.3,144829.5,14598.1,27063.6,1484.1
860,34.0,3.0,1.0,2.0,53.0,16295.9,1148.3,1751.0,13725.8,3272.0,3117.6
861,34.0,3.0,1.0,2.0,53.0,16295.9,1148.3,1751.0,13725.8,3272.0,3117.6
862,34.0,3.0,1.0,2.0,53.0,16295.9,1148.3,1751.0,13725.8,3272.0,3117.6
863,46.0,2.0,5.0,6.0,74.0,13795.3,1079.0,2445.7,683.8,1002.0,852.8
864,48.0,1.0,5.0,5.0,74.0,14038.3,833.8,2688.6,765.6,883.4,1095.7
865,46.0,2.0,5.0,6.0,74.0,13795.3,1079.0,2445.7,683.8,1002.0,852.8
866,51.0,4.0,6.0,24.0,66.0,2014.2,153.7,1325.2,578.5,1564.7,835.0
867,5.0,1.0,0.0,1.0,14.0,154133.5,159.7,1082.6,3166.7,118457.4,1164.3
868,1.0,0.0,0.0,0.0,4.0,323544.4,338.9,115243.5,206853.7,305652.7,1097.4
869,29.0,3.0,2.0,3.0,37.0,32519.9,1540.7,1654.5,15773.4,2625.9,1162.2
870,58.0,13.0,6.0,23.0,61.0,1523.0,947.8,1256.2,737.3,1211.5,672.6
871,54.0,0.0,8.0,3.0,87.0,6227.2,955.7,15408.5,1006.5,535.4,984.7
872,54.0,0.0,8.0,3.0,87.0,6227.2,955.7,15408.5,1006.5,535.4,984.7
873,54.0,6.0,5.0,7.0,73.0,6418.5,771.9,830.2,505.9,305.4,244.0
874,55.0,6.0,5.0,7.0,73.0,6765.8,740.8,1076.6,834.3,653.8,252.2
875,54.0,6.0,4.0,7.0,67.0,6491.7,892.5,1229.7,987.5,707.1,198.6
876,64.0,5.0,8.0,22.0,87.0,5401.4,662.4,1948.1,1889.3,827.3,850.6
877,14.0,1.0,0.0,1.0,22.0,181581.7,1091.2,1874.5,124054.0,156908.2,782.9
878,14.0,1.0,0.0,1.0,24.0,180708.2,541.9,2624.6,123425.6,156034.6,901.3
879,56.0,6.0,7.0,10.0,82.0,6478.6,1359.6,973.1,615.4,2229.1,1224.1
880,12.0,2.0,0.0,3.0,35.0,258218.1,963.4,1722.0,173753.9,225948.2,800.9
881,18.0,1.0,0.0,2.0,36.0,120715.7,1277.8,2536.5,439.5,125449.4,986.1
882,20.0,3.0,1.0,3.0,20.0,44940.2,5433.6,1554.1,1895.2,2143.1,2376.6
883,39.0,3.0,3.0,3.0,59.0,18428.5,427.6,637.0,1550.7,1533.3,781.1
884,40.0,3.0,3.0,3.0,58.0,18454.5,544.5,539.9,1453.6,1436.2,807.1
885,38.0,0.0,1.0,2.0,57.0,14449.3,1350.2,13535.6,12090.9,2466.4,1460.8
886,13.0,0.0,0.0,0.0,30.0,112094.6,420.4,113437.6,126066.8,118552.3,545.2
887,58.0,13.0,6.0,23.0,61.0,1554.6,1408.1,1121.9,976.0,1144.7,645.5
888,59.0,13.0,6.0,23.0,60.0,1578.9,1432.4,1146.2,1000.3,1169.0,669.8
889,34.0,3.0,1.0,2.0,54.0,16316.1,1168.4,1771.1,13745.9,3218.1,3137.8
890,34.0,3.0,1.0,2.0,53.0,16295.9,1148.3,1751.0,13725.8,3272.0,3117.6
891,9.0,0.0,0.0,0.0,19.0,136997.5,1578.2,115400.5,114117.4,111963.6,1418.7
892,17.0,0.0,1.0,3.0,18.0,42157.9,447.6,13123.6,2708.6,2567.5,1213.3
893,4.0,0.0,0.0,0.0,8.0,541125.8,1286.2,145607.3,310007.6,505712.4,1429.5
894,32.0,2.0,3.0,2.0,40.0,34088.4,620.0,435.0,17307.1,333.2,333.0
895,11.0,2.0,0.0,1.0,13.0,241810.2,725.7,222.6,1575.9,230137.0,1488.6
896,0.0,0.0,0.0,0.0,2.0,311269.9,643.0,120589.2,175662.0,275856.5,122425.9
897,41.0,3.0,3.0,3.0,56.0,18942.2,324.4,187.9,1233.5,1792.7,1294.8
898,31.0,1.0,0.0,2.0,46.0,20479.1,2371.7,2578.3,15006.2,15962.5,1887.4
899,28.0,2.0,2.0,4.0,48.0,22714.4,1311.3,1350.5,11476.5,1737.5,197.8
900,26.0,2.0,1.0,4.0,42.0,23064.5,975.9,1754.4,3061.0,2141.3,1730.3
901,35.0,7.0,3.0,7.0,69.0,8353.1,425.0,373.8,1895.3,1775.2,695.0
902,34.0,3.0,1.0,2.0,53.0,16295.9,1148.3,1751.0,13725.8,3272.0,3117.6
903,34.0,3.0,1.0,2.0,53.0,16295.9,1148.3,1751.0,13725.8,3272.0,3117.6
904,32.0,2.0,3.0,2.0,40.0,34088.4,620.0,435.0,17307.1,333.2,333.0
905,11.0,0.0,0.0,3.0,18.0,67394.7,696.4,128070.3,2145.1,35124.8,1088.3
906,55.0,6.0,4.0,8.0,67.0,6511.9,768.6,826.8,502.6,909.1,1018.6
907,1.0,0.0,0.0,0.0,2.0,333083.9,692.6,165151.0,188907.1,323194.8,1541.7
908,20.0,2.0,0.0,3.0,50.0,153706.2,880.7,2345.4,131992.3,123710.0,2477.2
909,35.0,7.0,3.0,7.0,69.0,8353.1,425.0,373.8,1895.3,1775.2,695.0
910,59.0,5.0,4.0,4.0,82.0,7970.9,499.0,1495.4,1834.0,372.3,250.1
911,17.0,1.0,0.0,1.0,21.0,86321.2,787.8,784.3,123885.2,127105.9,1922.3
912,13.0,2.0,0.0,1.0,12.0,542772.2,520.4,2706.1,3728.6,507358.8,160.4
913,59.0,6.0,8.0,22.0,90.0,4677.0,322.3,1047.0,1802.7,1708.9,333.5
914,34.0,0.0,2.0,2.0,58.0,23435.1,1167.8,12930.2,1634.0,1464.3,701.2
915,9.0,0.0,0.0,0.0,13.0,86959.9,2249.2,132108.2,123436.3,140363.5,13454.4
916,21.0,3.0,0.0,3.0,57.0,150902.1,1077.1,1083.8,2179.7,120905.8,1397.0
917,40.0,3.0,3.0,3.0,58.0,18454.5,544.5,539.9,1453.6,1436.2,807.1
918,56.0,1.0,3.0,4.0,81.0,5777.3,393.3,2115.6,2817.3,1296.4,1084.4
919,36.0,2.0,0.0,0.0,48.0,17002.8,790.8,2926.7,12236.2,11987.0,403.5
920,27.0,1.0,0.0,1.0,34.0,21575.7,1986.2,1795.2,13865.0,15155.3,2961.1
921,28.0,1.0,0.0,2.0,38.0,20361.7,841.4,1588.6,12650.9,13911.2,1331.1
922,35.0,0.0,3.0,2.0,67.0,14603.6,777.9,12297.4,14310.8,1742.0,770.8
923,61.0,15.0,4.0,23.0,71.0,1492.3,856.7,260.439833548633,1505.8,1499.5,795.3
924,35.0,2.0,1.0,4.0,50.0,21995.2,1153.8,1759.2,12493.0,2146.1,619.3
925,26.0,2.0,1.0,4.0,44.0,22928.2,839.6,1618.1,3175.5,2005.0,522.7
926,41.0,1.0,3.0,2.0,58.0,11736.3,741.4,2287.2,11878.2,341.3,1138.3025798470796
927,30.0,4.0,2.0,3.0,34.0,33040.6,2079.9,1714.2,2542.7,3079.9,497.1
928,61.0,2.0,5.0,9.0,91.0,7555.7,412.1,1622.9,13616.5,1301.3,530.9
929,33.0,1.0,2.0,3.0,57.0,15979.5,1027.3,173.1,13027.9,1745.2,445.4
930,17.0,1.0,0.0,1.0,21.0,86341.1,807.8,804.3,123905.2,127125.9,1942.2
931,34.0,1.0,0.0,2.0,51.0,14840.7,2287.3,1089.2,13358.8,13490.0,322.3
932,34.0,3.0,1.0,2.0,54.0,16316.1,1168.4,1771.1,13745.9,3218.1,3137.8
933,46.0,1.0,5.0,6.0,73.0,13976.3,724.7,2503.9,927.3,1045.1,911.0
934,29.0,1.0,0.0,1.0,35.0,21927.5,2094.2,3154.4,14574.9,13892.7,478.6
935,7.0,0.0,0.0,0.0,23.0,181615.5,420.0,116814.0,119830.6,156942.0,527.2
936,5.0,0.0,0.0,1.0,13.0,149975.4,553.9,137782.8,136620.0,126059.4,966.2
937,26.0,1.0,0.0,2.0,35.0,28696.0,1982.5,1678.8,2078.1,14204.2,1858.5
938,54.0,0.0,8.0,3.0,87.0,6227.2,955.7,15408.5,1006.5,535.4,984.7
939,6.0,1.0,0.0,0.0,7.0,233779.9,2222.8,1389.2,117089.3,215888.2,27.9
940,1.0,0.0,0.0,0.0,3.0,239240.5,997.1,149143.4,141128.3,214567.0,513.7
941,12.0,1.0,0.0,0.0,18.0,86268.9,1448.3,2713.2,122745.3,122502.4,16393.7
942,35.0,2.0,1.0,4.0,49.0,21957.2,1180.1,2079.5,12480.1,2466.4,672.2
943,35.0,1.0,3.0,4.0,50.0,15148.2,269.7,1566.1,2313.1,476.3,668.9
944,0.0,0.0,0.0,0.0,0.0,280959.8,129311.0,117829.3,219917.9,269286.7,126663.7
945,17.0,1.0,0.0,1.0,21.0,86407.5,874.1,870.6,123971.5,127192.2,2008.6
946,41.0,3.0,3.0,4.0,45.0,20208.7,1217.9,942.9,770.6,1024.3,1121.7
947,32.0,2.0,0.0,1.0,55.0,16752.9,305.8,934.7,15253.2,12422.9,725.6
948,31.0,2.0,1.0,4.0,47.0,22138.8,1010.1,1615.5,12636.7,2002.4,475.6
949,32.0,2.0,0.0,4.0,55.0,21280.0,1078.7,2366.9,13166.0,14954.9,1401.7
950,24.0,3.0,2.0,3.0,37.0,34385.6,846.1,1561.9,1172.4,1650.1,1234.4
951,35.0,7.0,3.0,7.0,69.0,8341.3,413.2,362.0,1883.5,1763.4,683.2
952,29.0,7.0,5.0,7.0,57.0,7223.5,777.7,97.4,555.3,435.3,385.5
953,59.0,5.0,4.0,4.0,85.0,8177.6,404.9,1702.1,1485.6,278.2,456.9
954,22.0,0.0,2.0,2.0,57.0,10994.8,367.4,12838.9,13705.8,1674.7,813.8
955,3.0,1.0,0.0,0.0,11.0,161377.5,428.5,1362.1,128242.0,169034.6,478.4
956,45.0,1.0,4.0,3.0,62.0,10186.0,446.8,2695.8,2132.5,1151.4,480.2
957,16.0,0.0,3.0,2.0,23.0,25124.6,1457.9,121840.3,1629.3,2393.7,2829.0
958,14.0,0.0,2.0,2.0,19.0,24348.4,1693.8,14430.6,846.0,2835.2,1825.5
959,6.0,1.0,0.0,0.0,21.0,204042.8,689.8,1994.3,152678.5,186151.1,1463.7
960,6.0,1.0,0.0,0.0,21.0,206387.9,1544.5,2153.3,142760.0,188496.2,1385.8
961,48.0,0.0,3.0,6.0,83.0,7433.3,799.0,13406.3,2152.1,1494.7,298.1
962,44.0,0.0,3.0,7.0,82.0,6503.8,203.6,14375.3,2004.6,554.1,729.1
963,26.0,3.0,0.0,1.0,57.0,116607.9,271.2,358.2,114744.0,118119.5,608.1
964,26.0,3.0,0.0,0.0,53.0,114993.6,459.1,1844.3,114664.7,112908.4,815.3
965,15.0,0.0,0.0,0.0,28.0,111882.3,312.2,113945.5,125854.6,118652.6,332.3
966,21.0,2.0,0.0,0.0,49.0,114263.6,431.2,2195.7,118290.6,113952.1,1816.4
967,15.0,0.0,0.0,0.0,25.0,113721.4,913.2,115565.6,120962.7,115366.0,1981.7
968,4.0,1.0,0.0,0.0,6.0,275226.1,1056.7,752.6,131049.3,263552.9,967.1
969,5.0,0.0,0.0,0.0,11.0,200368.3,962.7,151090.5,180585.6,188695.1,1018.4
970,21.0,3.0,0.0,3.0,57.0,151041.6,352.6,2272.9,451.6,121045.3,1493.2
971,13.0,0.0,0.0,3.0,38.0,154699.3,245.9,109932.1,2436.2,124703.0,2038.7
972,23.0,2.0,0.0,0.0,56.0,115024.0,479.3,2433.2,114695.2,112938.8,709.6
973,23.0,2.0,0.0,0.0,56.0,114959.5,414.8,2368.7,114811.9,114112.8,774.2
974,21.0,0.0,0.0,0.0,54.0,114254.1,540.8174383735906,116143.4,118281.1,113942.6,107.5
975,41.0,0.0,2.0,6.0,50.0,21560.1,858.5,13996.6,681.4,957.0,724.6
976,39.0,3.0,3.0,6.0,45.0,21228.8,117.3,1800.1,1627.8,294.4,206.2
977,10.0,0.0,3.0,0.0,30.0,49512.7,730.0,14836.9,11032.6,570.8,657.3
978,24.0,0.0,2.0,3.0,42.0,36664.7,1788.8,12330.7,1772.2,1886.4,1064.9
979,38.0,3.0,3.0,5.0,44.0,20592.7,2011.0,1326.8,1154.6,1888.1,1505.6
980,41.0,3.0,3.0,5.0,49.0,20285.0,928.8,1019.2,846.9,1698.1,464.6
981,40.0,3.0,4.0,3.0,48.0,19961.8,1274.9,996.6,824.3,747.4,1175.3
982,38.0,2.0,0.0,3.0,55.0,16983.9,349.8,2252.4,2214.7,14042.0,439.3
983,29.0,0.0,1.0,8.0,61.0,11487.8,596.5,12436.3,1041.1,1992.7,556.1
984,34.0,0.0,2.0,6.0,56.0,12354.8,688.1,11973.9,2443.1,2118.9,487.6
985,31.0,0.0,2.0,3.0,43.0,22621.6,1952.4,13413.9,2353.6,1687.9,565.1
986,22.0,2.0,3.0,0.0,54.0,14938.0,442.9,1800.5,10653.6,868.5,1215.2
987,36.0,1.0,2.0,3.0,31.0,17150.9,289.0,2197.1,2944.0,1386.0,222.8
988,15.0,0.0,0.0,1.0,16.0,48827.8,912.7,18044.5,17037.5,25516.6,2197.7
989,58.0,1.0,4.0,3.0,87.0,6368.3,753.4,1354.3,1599.4,328.4,1528.9
990,60.0,1.0,5.0,3.0,85.0,5323.7,1067.3,800.6,1367.8,1283.3,626.3
991,63.0,1.0,4.0,3.0,89.0,5095.7,756.0,1389.3,917.9,488.8,446.3
992,57.0,1.0,4.0,5.0,85.0,4511.1,948.3,1211.4,555.3,204.3,998.9
993,59.0,0.0,6.0,3.0,84.0,5518.6,219.4,11770.9,2558.6,1879.9,597.0
994,61.0,1.0,4.0,4.0,81.0,5535.5,809.8,2189.3,2575.5,1370.1,767.2
995,57.0,2.0,4.0,2.0,83.0,6898.2,562.3,2205.7,2224.4,1934.6,835.1
996,58.0,1.0,3.0,2.0,88.0,8337.9,599.9,2445.9,2645.9,2419.3,1215.4
997,56.0,1.0,3.0,2.0,83.0,7649.0,864.1,2461.4,2348.0,2312.2,313.1
998,53.0,0.0,4.0,3.0,89.0,8653.8,395.1,13879.0,2133.9,2641.3,1771.7
999,58.0,1.0,3.0,2.0,88.0,8337.9,599.9,2445.9,2645.9,2419.3,1215.4
1000,57.0,1.0,4.0,2.0,87.0,7903.4,411.3,2218.0,2584.4,2191.5,538.3
1001,27.0,0.0,0.0,2.0,49.0,15321.0,884.3,13886.4,824.8,13560.1,851.6
1002,27.0,1.0,0.0,3.0,58.0,14238.0,1063.919340475344,2455.7,1025.8,14052.0,1023.3
1003,32.0,2.0,0.0,0.0,54.0,17120.0,937.9,260.3,15620.3,12790.1,1137.2
1004,27.0,2.0,1.0,1.0,48.0,18908.8,983.7,2788.3,13528.2,2909.4,754.4
1005,27.0,1.0,0.0,2.0,42.0,20798.4,254.7,2025.3,13087.7,12763.5,1767.8
1006,2.0,0.0,0.0,0.0,10.0,121401.6,443.8,12834.2,123626.3,124880.6,802.2
1007,2.0,0.0,0.0,0.0,10.0,121992.0,617.1,13329.6,133169.2,125471.0,517.8
1008,20.0,0.0,0.0,0.0,45.0,115294.7,868.4,116064.9,116255.3,115352.8,201.0
1009,58.0,17.0,6.0,23.0,65.0,1205.3,1197.0,1357.5,1082.9,973.5,927.3
1010,58.0,17.0,6.0,23.0,65.0,1205.3,1197.0,1357.5,1082.9,973.5,927.3
1011,62.0,15.0,5.0,23.0,68.0,1376.8,1368.5,797.7,1390.4,1145.0,1098.8
1012,58.0,18.0,5.0,24.0,71.0,1192.6,1584.4,982.5,1206.2,1141.0,436.4
1013,61.0,14.0,4.0,23.0,71.0,1674.6,800.0,522.8,1688.2,1442.8,860.7
1014,62.0,13.0,3.0,23.0,73.0,1613.4,810.2,418.3,1627.0,1642.9,916.5
1015,59.0,14.0,6.0,23.0,62.0,1195.8,1168.8,1408.5,881.2,905.4,816.4
1016,62.0,15.0,5.0,23.0,68.0,1376.8,1368.5,797.7,1390.4,1145.0,1098.8
1017,61.0,14.0,3.0,23.0,73.0,1586.8,783.6,391.7,1600.4,1616.3,889.9
1018,61.0,11.0,2.0,24.0,79.0,2241.4,33.4,1039.8,2255.0,2535.9,951.9
1019,62.0,13.0,3.0,23.0,73.0,1618.2,1238.4,726.1,1631.8,1768.2,921.3
1020,61.0,11.0,2.0,24.0,79.0,2241.4,33.4,1039.8,2255.0,2535.9,951.9
1021,42.0,0.0,7.0,6.0,78.0,14983.5,594.7,13202.6,83.3,453.9,1016.9
1022,41.0,0.0,6.0,5.0,77.0,15545.8,254.2,13299.3,737.9,940.1,676.4
1023,58.0,7.0,2.0,8.0,83.0,10541.7,996.3,260.5,1957.2,1573.3,410.4
1024,54.0,6.0,2.0,5.0,78.0,11634.3,211.8,1299.6,2145.2,1761.3,717.4
1025,34.0,0.0,1.0,4.0,63.0,18960.0,1632.1,14598.2,2693.8,1882.5,565.5
1026,33.0,0.0,3.0,4.0,70.0,18123.8,562.9,14235.7,2166.4,2132.9,1135.0
1027,2.0,1.0,0.0,0.0,8.0,245678.9,570.3,828.9,106029.4,210265.5,834.1
1028,32.0,2.0,3.0,6.0,59.0,27918.2,399.7,1277.0,1756.6,1034.9,567.6
1029,35.0,2.0,3.0,5.0,63.0,26476.5,544.5,378.3,486.2,1498.0,1476.0
1030,33.0,1.0,3.0,5.0,64.0,27716.5,870.7,1075.3,1554.9,735.3,1038.5
1031,36.0,1.0,3.0,5.0,68.0,24036.4,1973.0,1848.5,1891.5,1539.8,1658.6
1032,23.0,2.0,1.0,2.0,43.0,24493.5,159.5,1416.1,12546.9,727.2,838.0
1033,26.0,2.0,2.0,1.0,40.0,25722.4,870.5,2645.1,3912.1,2250.9,1099.4
1034,21.0,2.0,2.0,1.0,43.0,25189.7,714.0,2112.4,12056.0,1423.4,551.2
1035,55.0,14.0,7.0,22.0,73.0,2937.9,783.9,1106.6,2504.9,1392.9,294.5
1036,9.0,0.0,0.0,3.0,18.0,66424.0,1339.0,127099.6,1145.7,34154.1,638.5
1037,2.0,1.0,0.0,0.0,2.0,433670.4,287.1,706.3,190269.3,423781.2,334.1
1038,15.0,1.0,0.0,2.0,11.0,37215.3,997.3,1416.2,971.3,13146.9,1165.8
1039,12.0,0.0,0.0,2.0,10.0,33638.4,733.1,132932.1,1341.4,12339.7,1089.8
1040,12.0,0.0,0.0,2.0,9.0,34251.6,1117.7,134221.8,479.4,12953.0,1225.9
1041,20.0,1.0,1.0,2.0,20.0,54098.8,273.5,1021.8,997.9,1397.9,212.1
1042,16.0,0.0,0.0,2.0,18.0,49363.8,3224.2,15306.5,16565.0,15532.1,2146.8
1043,26.0,0.0,1.0,3.0,41.0,32980.6,860.2,12986.4,509.9,1297.1,891.3
1044,25.0,0.0,2.0,4.0,21.0,18644.6,770.0,13665.4,13348.5,788.4,857.4
1045,24.0,3.0,2.0,3.0,38.0,34121.4,569.3,1637.4,1247.9,1725.6,970.2
1046,26.0,3.0,0.0,3.0,44.0,33087.0,845.1,1224.8,1835.1,17028.0,1300.4
1047,25.0,1.0,2.0,3.0,30.0,35981.3,1132.9,2622.1,1886.7,542.3,1627.1
1048,25.0,3.0,2.0,3.0,40.0,33793.6,241.6,1516.9,2004.3,2652.0,642.4
1049,28.0,4.0,1.0,3.0,37.0,32429.2,976.1,1138.0,15647.9,2875.3,603.9
1050,30.0,4.0,1.0,3.0,37.0,32554.6,1101.5,1263.5,11856.9,3000.8,477.5
1051,12.0,0.0,0.0,2.0,8.0,34338.5,14945.4,20604.1,123319.1,20954.8,928.8
1052,15.0,0.0,0.0,2.0,36.0,26298.8,370.5,170049.3,1885.5,18468.8,287.7
1053,15.0,0.0,0.0,2.0,38.0,26255.3,219.6,11972.9,2069.3,18425.3,136.8
1054,23.0,0.0,0.0,4.0,43.0,27962.4,528.4,129593.2,5455.3,12989.7,7233.0
1055,15.0,0.0,0.0,2.0,39.0,25097.2,967.4,11688.6,12033.3,18053.5,858.3
1056,30.0,0.0,0.0,2.0,52.0,26323.5,933.7,11453.4,1346.9,13240.8,758.3
1057,23.0,0.0,0.0,3.0,43.0,36140.6,456.4,12190.3,11927.5,12779.2,313.9
1058,21.0,0.0,0.0,3.0,39.0,36330.4,755.2,12161.3,2739.1,14390.3,674.1
1059,5.0,0.0,0.0,0.0,8.0,98153.5,402.3,121306.8,121830.4,133949.4,850.2
1060,4.0,0.0,0.0,0.0,8.0,100275.1,2044.3,123428.4,119643.9,136071.0,1547.4
1061,8.0,0.0,0.0,0.0,15.0,157397.7,660.0,124907.2,122439.9,121984.2,1574.9
1062,13.0,0.0,0.0,0.0,29.0,155697.1,735.7,123268.0,120739.3,120283.7,423.6
1063,9.0,0.0,0.0,0.0,17.0,154404.6,223.8,132557.9,125795.6,122134.7,173.9
1064,52.0,6.0,4.0,4.0,71.0,11099.2,582.7,1224.0,13817.2,1276.7,731.5
1065,37.0,3.0,4.0,2.0,53.0,10092.9,390.3,1738.4,2450.6,1674.5,868.4
1066,25.0,0.0,2.0,3.0,28.0,22959.3,1122.8,136123.4,2422.4,2118.5,366.0
1067,22.0,0.0,1.0,3.0,28.0,24342.5,1640.2,137784.5,2405.9,2102.0,251.3
1068,44.0,0.0,4.0,3.0,79.0,10044.4,866.5,12367.7,2693.0,686.0,1024.9
1069,44.0,0.0,3.0,6.0,75.0,8960.9,370.2,12132.6,2314.2,912.8,432.7
1070,44.0,0.0,4.0,6.0,77.0,8898.8,1110.5,12070.5,2704.8,991.2,625.7
1071,36.0,1.0,0.0,5.0,64.0,11200.9,422.3,2661.7,1868.6,12628.6,986.7
1072,46.0,1.0,4.0,5.0,73.0,9608.6,369.7,2201.6,2351.8,1644.4,1004.8
1073,37.0,0.0,3.0,2.0,46.0,13030.6,2167.9,13211.3,14850.7,1089.5,971.7
1074,55.0,9.0,6.0,23.0,72.0,3120.4,518.6,2073.6,2698.8,1880.4,530.8
1075,56.0,0.0,7.0,4.0,71.0,5211.8,583.9,12936.2,2465.0,908.5,540.5
1076,48.0,0.0,6.0,10.0,78.0,5537.6,640.4,14376.0,14415.3,1095.2,852.6
1077,49.0,0.0,7.0,10.0,76.0,5747.8,1197.6,11968.9,2465.4,1460.7,1526.8
1078,39.0,7.0,3.0,8.0,70.0,8361.1,466.5,888.6,2179.8,2059.7,214.4
1079,34.0,7.0,5.0,9.0,61.0,6805.7,610.9,462.7,358.9,416.8,940.8
1080,33.0,2.0,4.0,7.0,64.0,6487.2,2152.9,1293.5,774.7,532.5,316.7
1081,28.0,7.0,5.0,7.0,60.0,8304.4,480.0,380.3,1176.3,702.6,572.9
1082,32.0,7.0,4.0,10.0,66.0,7203.7,2023.2,1125.8,903.3,661.2,975.0
1083,34.0,2.0,4.0,7.0,64.0,6478.4,2144.1,1284.7,765.9,523.8,307.9
1084,36.0,0.0,1.0,6.0,45.0,27884.0,989.6,14181.0,2103.4,2580.9,899.1
1085,2.0,1.0,0.0,0.0,4.0,172742.6,351.4,1195.6,121843.7,128538.0,1481.8
1086,23.0,2.0,2.0,3.0,41.0,55004.4,728.0,669.5,1420.7,1594.3,779.9
1087,24.0,0.0,2.0,3.0,53.0,51954.2,683.2,163736.5,2254.4,1517.5,1768.8
1088,23.0,2.0,2.0,3.0,45.0,54023.3,540.1,1107.8,993.9,1005.7,1174.5
1089,20.0,2.0,2.0,3.0,42.0,54684.8,92.3,898.7,1676.6,1585.2,670.3
1090,21.0,0.0,1.0,3.0,49.0,51511.8,337.9,163294.0,13828.2,2599.3,831.9
1091,23.0,0.0,0.0,3.0,44.0,51169.6,1024.0,13473.0,13486.0,16275.7,723.8
1092,42.0,6.0,3.0,2.0,64.0,13995.5,715.6,667.5,13140.7,768.0,676.8
1093,32.0,2.0,0.0,7.0,49.0,79872.5,1386.7,417.6,1037.0,47602.6,1036.1
1094,33.0,1.0,0.0,6.0,39.0,77186.0,967.4,2486.6,2220.0,134928.0,354.9
1095,48.0,0.0,4.0,4.0,73.0,13905.1,174.3,13420.2,1490.0,661.9,284.2
1096,35.0,0.0,3.0,5.0,51.0,13866.9,850.3,13145.6,14160.6,696.4,611.9
1097,40.0,0.0,1.0,2.0,45.0,14439.0,990.5,15717.0,122514.9,2105.4,351.1
1098,34.0,1.0,3.0,5.0,50.0,14253.8,2634.5,2237.5,14718.0,2413.5,2379.7
1099,39.0,0.0,3.0,5.0,50.0,14178.5,701.0,13489.0,14850.8,1117.3,313.9
1100,40.0,1.0,3.0,2.0,59.0,13073.8,1032.9,1471.9,12392.2,2302.6,1081.6
1101,9.0,1.0,0.0,0.0,15.0,309820.8,957.7,540.6,132012.1,271011.3,1448.9
1102,9.0,1.0,0.0,0.0,15.0,310732.2,46.7,1628.7,130434.3,271922.6,200.6
1103,24.0,1.0,3.0,2.0,68.0,16668.4,980.3,974.9,12677.2,837.6,566.7
1104,29.0,1.0,2.0,2.0,76.0,17611.7,322.7,2076.7,13362.5,1939.3,1158.1
1105,36.0,1.0,3.0,3.0,82.0,18612.3,1181.5,2179.3,2266.3,1125.8,918.6
1106,38.0,1.0,3.0,3.0,84.0,19032.2,873.8,2081.7,1574.3,1028.1,508.3
1107,15.0,0.0,0.0,1.0,21.0,48787.0,973.6,13930.4,17891.8,23949.8,1478.5
