,STOP_ID,STOP_NAME,LATITUDE,LONGITUDE,ROUTEUSSP,geometry,Fin_year,Pax_annual
24,19997,Seddon Railway Station (Seddon),-37.809005,144.895672,"Williamstown,Werribee",POINT (144.89567208 -37.80900504),FY20-21,168900
25,20000,Watergardens Railway Station (Sydenham),-37.701129,144.77418,Sunbury,POINT (144.77418 -37.70112897),FY20-21,528500
26,20001,Keilor Plains Railway Station (St Albans),-37.729279,144.793738,Sunbury,POINT (144.79373808 -37.72927899),FY20-21,262450
27,20002,St Albans Railway Station (St Albans),-37.744861,144.80005,Sunbury,POINT (144.80004996 -37.74486096),FY20-21,500200
28,20003,Ginifer Railway Station (St Albans),-37.760067,144.811348,Sunbury,POINT (144.81134784 -37.760067),FY20-21,320700
29,20004,Albion Railway Station (Sunshine North),-37.777653,144.824704,Sunbury,POINT (144.82470384 -37.777653),FY20-21,204500
30,20005,Epping Railway Station (Epping),-37.652187,145.031068,Mernda,POINT (145.03106808 -37.65218697),FY20-21,417650
31,20006,Lalor Railway Station (Lalor),-37.665851,145.017193,Mernda,POINT (145.01719296 -37.66585103999989),FY20-21,243550
32,20007,Thomastown Railway Station (Thomastown),-37.680338,145.014279,Mernda,POINT (145.01427912 -37.68033798),FY20-21,343750
33,20008,Keon Park Railway Station (Thomastown),-37.69487,145.011884,Mernda,POINT (145.01188404 -37.69487001),FY20-21,178750
34,20009,Ruthven Railway Station (Reservoir),-37.707898,145.009517,Mernda,POINT (145.00951704 -37.70789796),FY20-21,162400
35,20010,Reservoir Railway Station (Reservoir),-37.716885,145.006996,Mernda,POINT (145.00699596 -37.716885),FY20-21,349200
36,20011,Regent Railway Station (Reservoir),-37.728403,145.002773,Mernda,POINT (145.00277316 -37.72840302),FY20-21,170900
37,20012,Preston Railway Station (Preston),-37.738674,145.000522,Mernda,POINT (145.00052208 -37.738673999999996),FY20-21,317300
38,20013,Bell Railway Station (Preston),-37.745562,145.000155,Mernda,POINT (145.00015488 -37.74556197),FY20-21,170000
39,20014,Thornbury Railway Station (Thornbury),-37.755052,144.998572,Mernda,POINT (144.99857196 -37.75505202),FY20-21,190250
40,20015,Croxton Railway Station (Northcote),-37.764101,144.997056,Mernda,POINT (144.997056 -37.76410098),FY20-21,115250
41,20016,Northcote Railway Station (Northcote),-37.769865,144.995277,Mernda,POINT (144.99527688 -37.76986503),FY20-21,151500
42,20017,Merri Railway Station (Northcote),-37.777847,144.992972,Mernda,POINT (144.99297216 -37.77784704),FY20-21,70400
43,20019,Rushall Railway Station (Fitzroy North),-37.783217,144.992407,Mernda,POINT (144.99240696 -37.78321698),FY20-21,69400
44,20021,Sunshine Railway Station (Sunshine),-37.788536,144.832878,Sunbury,POINT (144.832878 -37.7885359799999),FY20-21,896350
45,20022,Tottenham Railway Station (West Footscray),-37.799251,144.862945,Sunbury,POINT (144.86294484 -37.79925102),FY20-21,190650
46,20023,West Footscray Railway Station (West Footscray),-37.801803,144.883985,Sunbury,POINT (144.88398504 -37.80180297),FY20-21,213500
47,20024,Middle Footscray Railway Station (Footscray),-37.802505,144.891472,Sunbury,POINT (144.89147196 -37.80250497),FY20-21,81800
48,20025,Footscray Railway Station (Footscray),-37.801083,144.903199,"Werribee,Williamstown,Sunbury",POINT (144.90319896 -37.80108297),FY20-21,2056000
49,20026,South Kensington Railway Station (Kensington),-37.799531,144.925469,"Williamstown,Werribee",POINT (144.92546892 -37.79953101),FY20-21,127950
50,20030,Broadmeadows Railway Station (Broadmeadows),-37.683049,144.919613,Craigieburn,POINT (144.91961316 -37.68304896),FY20-21,395750
51,20031,Jacana Railway Station (Glenroy),-37.695131,144.915851,Craigieburn,POINT (144.91585116 -37.69513101),FY20-21,129500
52,20032,Glenroy Railway Station (Glenroy),-37.704536,144.91722,Craigieburn,POINT (144.91721988 -37.70453601),FY20-21,399100
53,20033,Oak Park Railway Station (Oak Park),-37.71795,144.921519,Craigieburn,POINT (144.921519 -37.7179499699999),FY20-21,218300
54,20034,Pascoe Vale Railway Station (Pascoe Vale),-37.730756,144.928196,Craigieburn,POINT (144.92819592 -37.73075598),FY20-21,239250
55,20035,Strathmore Railway Station (Strathmore),-37.743591,144.927316,Craigieburn,POINT (144.92731608 -37.74359097),FY20-21,130750
56,20036,Glenbervie Railway Station (Essendon),-37.74721,144.920939,Craigieburn,POINT (144.92093904 -37.74720996),FY20-21,109700
57,20037,Essendon Railway Station (Essendon),-37.756012,144.916198,Craigieburn,POINT (144.91619784 -37.75601196),FY20-21,579150
58,20038,Moonee Ponds Railway Station (Moonee Ponds),-37.765707,144.919161,Craigieburn,POINT (144.919161 -37.76570703),FY20-21,362450
59,20039,Ascot Vale Railway Station (Ascot Vale),-37.775306,144.921821,Craigieburn,POINT (144.92182104 -37.77530598),FY20-21,202200
60,20040,Newmarket Railway Station (Flemington),-37.787328,144.928978,Craigieburn,POINT (144.92897784 -37.787327999999995),FY20-21,302600
61,20041,Kensington Railway Station (Kensington),-37.79378,144.930524,Craigieburn,POINT (144.93052404 -37.79378001),FY20-21,211900
62,20042,Box Hill Railway Station (Box Hill),-37.819222,145.121429,"Lilydale,Belgrave",POINT (145.12142916 -37.81922202),FY20-21,1192700
63,22180,Southern Cross Railway Station (Melbourne City),-37.817936,144.951411,"Belgrave,Craigieburn,Cranbourne,Flemington,Frankston,Glen Waverley,Hurstbridge,Lilydale,Mernda,Pakenham,Sandringham,Sunbury,Upfield,Werribee,Williamstown,Alamein",POINT (144.95141088 -37.81793601),FY20-21,4556450
64,40220,Roxburgh Park Railway Station (Roxburgh Park),-37.638231,144.935404,Craigieburn,POINT (144.93540384 -37.63823103),FY20-21,240050
65,40221,Craigieburn Railway Station (Craigieburn),-37.601817,144.94332,Craigieburn,POINT (144.94331988 -37.6018170299999),FY20-21,560500
66,44817,Coolaroo Railway Station (Coolaroo),-37.661003,144.926056,Craigieburn,POINT (144.92605608 -37.66100301),FY20-21,105150
67,45793,Lynbrook Railway Station (Lynbrook),-38.057341,145.249275,Cranbourne,POINT (145.24927488 -38.05734096),FY20-21,174550
68,45794,Cardinia Road Railway Station (Pakenham),-38.07129,145.437791,Pakenham,POINT (145.43779104 -38.07128997),FY20-21,193250
69,45795,South Morang Railway Station (South Morang),-37.649159,145.067032,Mernda,POINT (145.06703208 -37.64915901),FY20-21,291000
70,46468,Williams Landing Railway Station (Williams Landing),-37.869865,144.747445,Werribee,POINT (144.74744496 -37.86986502),FY20-21,411450
71,52095,Southland Railway Station (Cheltenham),-37.958756,145.049121,Frankston,POINT (145.049121 -37.95875604),FY20-21,277000
72,52159,Middle Gorge Railway Station (South Morang),-37.644061,145.092144,Mernda,POINT (145.09214388 -37.64406096),FY20-21,103900
73,52160,Hawkstowe Railway Station (South Morang),-37.622995,145.097396,Mernda,POINT (145.09739592 -37.62299502),FY20-21,70900
74,52161,Mernda Railway Station (Mernda),-37.602548,145.100885,Mernda,POINT (145.10088504 -37.60254801),FY20-21,327900
75,15351,Sunbury Railway Station (Sunbury),-37.579091,144.727319,Sunbury,POINT (144.72731916 -37.57909104),FY20-21,301950
76,15353,Diggers Rest Railway Station (Diggers Rest),-37.627017,144.719922,Sunbury,POINT (144.71992188 -37.62701703),FY20-21,59350
77,19827,Stony Point Railway Station (Crib Point),-38.374235,145.221837,Stony Point,POINT (145.22183712 -38.3742350099999),FY20-21,3900
78,19828,Crib Point Railway Station (Crib Point),-38.366123,145.204043,Stony Point,POINT (145.20404304 -38.36612304),FY20-21,8450
79,19829,Morradoo Railway Station (Crib Point),-38.354033,145.189602,Stony Point,POINT (145.189602 -38.35403298),FY20-21,2200
80,19830,Bittern Railway Station (Bittern),-38.33739,145.178027,Stony Point,POINT (145.17802692 -38.33739),FY20-21,5350
81,19831,Hastings Railway Station (Hastings),-38.305659,145.18598,Stony Point,POINT (145.18598004 -38.30565897),FY20-21,10500
82,19832,Tyabb Railway Station (Tyabb),-38.259815,145.186401,Stony Point,POINT (145.18640088 -38.25981504),FY20-21,2700
83,19833,Somerville Railway Station (Somerville),-38.225342,145.176245,Stony Point,POINT (145.17624492 -38.22534198),FY20-21,4950
84,19834,Baxter Railway Station (Baxter),-38.194043,145.160526,Stony Point,POINT (145.16052588 -38.19404304),FY20-21,1850
85,19835,Glen Iris Railway Station (Glen Iris),-37.859308,145.058225,Glen Waverley,POINT (145.05822504 -37.85930802),FY20-21,118200
86,19836,Leawarra Railway Station (Frankston),-38.152034,145.139534,Stony Point,POINT (145.13953392 -38.15203401),FY20-21,4250
87,19837,Darling Railway Station (Malvern East),-37.868957,145.062951,Glen Waverley,POINT (145.06295112 -37.86895701),FY20-21,120400
88,19838,East Malvern Railway Station (Malvern East),-37.87693,145.069393,Glen Waverley,POINT (145.06939296 -37.87693002),FY20-21,127600
89,19839,Holmesglen Railway Station (Malvern East),-37.874402,145.090662,Glen Waverley,POINT (145.09066212 -37.87440201),FY20-21,187800
90,19840,Jordanville Railway Station (Mount Waverley),-37.873603,145.11209,Glen Waverley,POINT (145.11209004 -37.87360299),FY20-21,157850
91,19841,Flagstaff Railway Station (Melbourne City),-37.811981,144.955654,"Belgrave,Craigieburn,Cranbourne,Flemington,Glen Waverley,Hurstbridge,Lilydale,Mernda,Pakenham,Sunbury,Upfield,Alamein",POINT (144.95565384 -37.81198098),FY20-21,1378000
92,19842,Melbourne Central Railway Station (Melbourne City),-37.809939,144.962594,"Belgrave,Craigieburn,Cranbourne,Flemington,Glen Waverley,Hurstbridge,Lilydale,Mernda,Pakenham,Sunbury,Upfield,Alamein",POINT (144.96259392 -37.80993897),FY20-21,4206700
93,19843,Parliament Railway Station (Melbourne City),-37.811054,144.972911,"Belgrave,Craigieburn,Cranbourne,Flemington,Glen Waverley,Hurstbridge,Lilydale,Mernda,Pakenham,Sunbury,Upfield,Alamein",POINT (144.97291116 -37.81105398),FY20-21,2213650
94,19844,Belgrave Railway Station (Belgrave),-37.909102,145.355291,Belgrave,POINT (145.35529092 -37.90910196),FY20-21,143400
95,19845,Tecoma Railway Station (Tecoma),-37.908118,145.342995,Belgrave,POINT (145.34299512 -37.90811799),FY20-21,30300
96,19846,Upwey Railway Station (Upwey),-37.903691,145.331333,Belgrave,POINT (145.33133292 -37.90369098),FY20-21,61700
97,19847,Alamein Railway Station (Ashburton),-37.86832,145.079656,Alamein,POINT (145.07965584 -37.86831999),FY20-21,46350
98,19848,Ashburton Railway Station (Ashburton),-37.861968,145.081344,Alamein,POINT (145.08134388 -37.86196797),FY20-21,100200
99,19849,Burwood Railway Station (Glen Iris),-37.851563,145.080511,Alamein,POINT (145.08051084 -37.85156298),FY20-21,106400
100,19850,Hartwell Railway Station (Camberwell),-37.843985,145.07556,Alamein,POINT (145.07556012 -37.84398498),FY20-21,66400
101,19851,Willison Railway Station (Camberwell),-37.835716,145.070298,Alamein,POINT (145.070298 -37.83571596),FY20-21,32400
102,19852,Riversdale Railway Station (Camberwell),-37.831505,145.069646,Alamein,POINT (145.06964604 -37.83150504),FY20-21,73250
103,19853,Camberwell Railway Station (Camberwell),-37.826567,145.058697,"Belgrave,Lilydale,Alamein",POINT (145.058697 -37.82656701),FY20-21,641150
104,19854,Flinders Street Railway Station (Melbourne City),-37.818305,144.966964,"Belgrave,Craigieburn,Cranbourne,Flemington,Frankston,Glen Waverley,Hurstbridge,Lilydale,Mernda,Pakenham,Sandringham,Sunbury,Upfield,Werribee,Williamstown,Alamein",POINT (144.96696396 -37.81830501),FY20-21,8528000
105,19855,Frankston Railway Station (Frankston),-38.14299,145.126162,"Stony Point,Frankston",POINT (145.12616208 -38.14299),FY20-21,576400
106,19856,Kananook Railway Station (Seaford),-38.121742,145.135295,Frankston,POINT (145.13529492 -38.12174199),FY20-21,92700
107,19857,Seaford Railway Station (Seaford),-38.104021,145.12823,Frankston,POINT (145.12822992 -38.10402099),FY20-21,154500
108,19858,Carrum Railway Station (Carrum),-38.076504,145.122833,Frankston,POINT (145.12283316 -38.07650403),FY20-21,157950
109,19859,Bonbeach Railway Station (Bonbeach),-38.062945,145.11968,Frankston,POINT (145.11967992 -38.06294499),FY20-21,71450
110,19860,Chelsea Railway Station (Chelsea),-38.051955,145.116041,Frankston,POINT (145.11604104 -38.051955),FY20-21,186300
111,19861,Edithvale Railway Station (Edithvale),-38.038056,145.108536,Frankston,POINT (145.10853612 -38.03805603),FY20-21,104700
112,19862,Aspendale Railway Station (Aspendale),-38.02722,145.10215,Frankston,POINT (145.10215008 -38.02722003),FY20-21,84050
113,19863,Mordialloc Railway Station (Mordialloc),-38.006583,145.087659,Frankston,POINT (145.087659 -38.00658303),FY20-21,339550
114,19864,Parkdale Railway Station (Parkdale),-37.993079,145.076327,Frankston,POINT (145.07632692 -37.99307898),FY20-21,161900
115,19865,Mentone Railway Station (Mentone),-37.981865,145.065166,Frankston,POINT (145.06516584 -37.98186498),FY20-21,362550
116,19866,Cheltenham Railway Station (Cheltenham),-37.96665,145.054558,Frankston,POINT (145.05455808 -37.96665003),FY20-21,233800
117,19867,Upper Ferntree Gully Railway Station (Upper Ferntree Gully),-37.892672,145.30753,Belgrave,POINT (145.30753008 -37.89267201),FY20-21,95700
118,19868,Ferntree Gully Railway Station (Ferntree Gully),-37.881698,145.295251,Belgrave,POINT (145.29525084 -37.88169804),FY20-21,162600
119,19869,Boronia Railway Station (Boronia),-37.860452,145.284385,Belgrave,POINT (145.28438496 -37.86045201),FY20-21,243500
120,19870,Bayswater Railway Station (Bayswater),-37.84173,145.268136,Belgrave,POINT (145.268136 -37.84173003),FY20-21,213500
121,19871,Heathmont Railway Station (Heathmont),-37.828322,145.244555,Belgrave,POINT (145.24455492 -37.82832201),FY20-21,96050
122,19872,Highett Railway Station (Highett),-37.948425,145.041872,Frankston,POINT (145.04187204 -37.94842503),FY20-21,194000
123,19873,Glen Waverley Railway Station (Glen Waverley),-37.879504,145.162058,Glen Waverley,POINT (145.16205804 -37.87950402),FY20-21,530400
124,19874,Syndal Railway Station (Glen Waverley),-37.87623,145.14978,Glen Waverley,POINT (145.14977988 -37.87623),FY20-21,261400
125,19875,Mount Waverley Railway Station (Mount Waverley),-37.875255,145.128056,Glen Waverley,POINT (145.12805604 -37.87525503),FY20-21,280350
126,19876,Lilydale Railway Station (Lilydale),-37.755518,145.34771,Lilydale,POINT (145.34771004 -37.75551804),FY20-21,244300
127,19877,Mooroolbark Railway Station (Mooroolbark),-37.784749,145.312402,Lilydale,POINT (145.31240196 -37.78474896),FY20-21,197000
128,19878,Croydon Railway Station (Croydon),-37.795437,145.280598,Lilydale,POINT (145.28059812 -37.795437),FY20-21,311100
129,19879,Ringwood East Railway Station (Ringwood East),-37.811968,145.250191,Lilydale,POINT (145.25019108 -37.81196802),FY20-21,140600
130,19880,Pakenham Railway Station (Pakenham),-38.080614,145.486379,Pakenham,POINT (145.48637916 -38.08061397),FY20-21,280300
131,19881,Officer Railway Station (Officer),-38.066146,145.410987,Pakenham,POINT (145.41098688 -38.06614602),FY20-21,62250
132,19882,Beaconsfield Railway Station (Beaconsfield),-38.050831,145.366074,Pakenham,POINT (145.366074 -38.05083099),FY20-21,109600
133,19883,Berwick Railway Station (Berwick),-38.040408,145.345726,Pakenham,POINT (145.34572608 -38.040408),FY20-21,361200
134,19884,Narre Warren Railway Station (Narre Warren),-38.027809,145.303969,Pakenham,POINT (145.30396896 -38.02780899),FY20-21,309300
135,19885,Hallam Railway Station (Hallam),-38.01774,145.269777,Pakenham,POINT (145.26977688 -38.01773997),FY20-21,219250
136,19886,Cranbourne Railway Station (Cranbourne),-38.099537,145.280599,Cranbourne,POINT (145.28059884 -38.0995370099999),FY20-21,407700
137,19887,Merinda Park Railway Station (Cranbourne North),-38.079,145.263511,Cranbourne,POINT (145.26351108 -38.079),FY20-21,126750
138,19888,Dandenong Railway Station (Dandenong),-37.989968,145.209725,"Pakenham,Cranbourne",POINT (145.20972492 -37.98996804),FY20-21,1159900
139,19889,Yarraman Railway Station (Noble Park),-37.978255,145.1916,"Pakenham,Cranbourne",POINT (145.1916 -37.97825499),FY20-21,158500
140,19890,Noble Park Railway Station (Noble Park),-37.966628,145.176325,"Pakenham,Cranbourne",POINT (145.17632484 -37.96662798),FY20-21,513650
141,19891,Sandown Park Railway Station (Springvale),-37.956505,145.162826,"Pakenham,Cranbourne",POINT (145.16282592 -37.95650496),FY20-21,178800
142,19892,East Camberwell Railway Station (Camberwell),-37.825894,145.06819,"Lilydale,Belgrave",POINT (145.06818984 -37.82589399),FY20-21,100800
143,19893,Canterbury Railway Station (Canterbury),-37.824485,145.081224,"Lilydale,Belgrave",POINT (145.081224 -37.82448504),FY20-21,122400
144,19894,Chatham Railway Station (Surrey Hills),-37.8243,145.088648,"Lilydale,Belgrave",POINT (145.08864792 -37.8243),FY20-21,80050
145,19895,Surrey Hills Railway Station (Surrey Hills),-37.824148,145.098775,"Lilydale,Belgrave",POINT (145.09877508 -37.82414799),FY20-21,245900
146,19896,Mont Albert Railway Station (Mont Albert),-37.819427,145.10553,"Lilydale,Belgrave",POINT (145.10553012 -37.81942704),FY20-21,84300
147,19897,Laburnum Railway Station (Blackburn),-37.82078,145.140703,"Lilydale,Belgrave",POINT (145.14070284 -37.82078001),FY20-21,153150
148,19898,Blackburn Railway Station (Blackburn),-37.820071,145.150014,"Lilydale,Belgrave",POINT (145.15001388 -37.82007099),FY20-21,533050
149,19899,Nunawading Railway Station (Nunawading),-37.820428,145.175237,"Lilydale,Belgrave",POINT (145.17523692 -37.82042802),FY20-21,390550
150,19900,Mitcham Railway Station (Mitcham),-37.818087,145.192892,"Lilydale,Belgrave",POINT (145.19289204 -37.81808703),FY20-21,401050
151,19901,Heatherdale Railway Station (Ringwood),-37.818835,145.21355,"Lilydale,Belgrave",POINT (145.21354992 -37.81883502),FY20-21,185950
152,19902,Ringwood Railway Station (Ringwood),-37.81566,145.229474,"Lilydale,Belgrave",POINT (145.22947416 -37.81566),FY20-21,852050
153,19903,Auburn Railway Station (Hawthorn East),-37.822398,145.045844,"Belgrave,Lilydale,Alamein",POINT (145.04584392 -37.82239803),FY20-21,278650
154,19904,Glenferrie Railway Station (Hawthorn),-37.821467,145.036439,"Belgrave,Lilydale,Alamein",POINT (145.03643892 -37.82146698),FY20-21,749450
155,19905,Hawthorn Railway Station (Hawthorn),-37.821826,145.022899,"Belgrave,Lilydale,Alamein",POINT (145.02289896 -37.82182599),FY20-21,243600
156,19906,Burnley Railway Station (Burnley),-37.82756,145.007555,"Belgrave,Glen Waverley,Lilydale,Alamein",POINT (145.00755504 -37.82755998),FY20-21,303500
157,19907,East Richmond Railway Station (Richmond),-37.8264,144.997066,"Belgrave,Glen Waverley,Lilydale,Alamein",POINT (144.99706608 -37.82639997),FY20-21,198600
158,19908,Richmond Railway Station (Richmond),-37.824074,144.990164,"Belgrave,Cranbourne,Frankston,Glen Waverley,Lilydale,Pakenham,Sandringham,Alamein",POINT (144.99016416 -37.82407401),FY20-21,1292650
159,19909,Heyington Railway Station (Toorak),-37.834672,145.022635,Glen Waverley,POINT (145.02263508 -37.83467196),FY20-21,99050
160,19910,Kooyong Railway Station (Kooyong),-37.839929,145.033552,Glen Waverley,POINT (145.03355208 -37.83992904),FY20-21,102400
161,19911,Tooronga Railway Station (Malvern),-37.849366,145.041734,Glen Waverley,POINT (145.04173416 -37.84936599),FY20-21,176050
162,19912,Gardiner Railway Station (Glen Iris),-37.853279,145.051655,Glen Waverley,POINT (145.05165504 -37.85327901),FY20-21,157650
163,19913,Springvale Railway Station (Springvale),-37.949509,145.153452,"Pakenham,Cranbourne",POINT (145.15345188 -37.94950899),FY20-21,754300
164,19914,Westall Railway Station (Clayton South),-37.938491,145.138833,"Pakenham,Cranbourne",POINT (145.138833 -37.93849101),FY20-21,339550
165,19915,Clayton Railway Station (Clayton),-37.924683,145.120534,"Pakenham,Cranbourne",POINT (145.12053384 -37.92468303),FY20-21,796650
166,19916,Huntingdale Railway Station (Oakleigh),-37.911017,145.102364,"Pakenham,Cranbourne",POINT (145.10236392 -37.91101698),FY20-21,556100
167,19917,Oakleigh Railway Station (Oakleigh),-37.900372,145.088308,"Pakenham,Cranbourne",POINT (145.08830808 -37.90037196),FY20-21,763050
168,19918,Hughesdale Railway Station (Hughesdale),-37.894881,145.077635,"Pakenham,Cranbourne",POINT (145.07763516 -37.89488097),FY20-21,250500
169,19919,Murrumbeena Railway Station (Murrumbeena),-37.890198,145.067375,"Pakenham,Cranbourne",POINT (145.06737516 -37.890198),FY20-21,318600
170,19920,Carnegie Railway Station (Carnegie),-37.886241,145.058575,"Pakenham,Cranbourne",POINT (145.05857496 -37.88624097),FY20-21,460850
171,19921,Werribee Railway Station (Werribee),-37.899378,144.661118,Werribee,POINT (144.66111804 -37.899378),FY20-21,351350
172,19922,Hoppers Crossing Railway Station (Hoppers Crossing),-37.883276,144.700955,Werribee,POINT (144.70095492 -37.88327601),FY20-21,349850
173,19923,Laverton Railway Station (Laverton),-37.863694,144.772617,Werribee,POINT (144.77261688 -37.86369399),FY20-21,596350
174,19924,Aircraft Railway Station (Laverton),-37.866606,144.760809,Werribee,POINT (144.76080888 -37.86660603),FY20-21,70150
175,19925,Westona Railway Station (Altona),-37.865163,144.813494,Werribee,POINT (144.81349416 -37.86516297),FY20-21,107350
176,19926,Altona Railway Station (Altona),-37.867148,144.829645,Werribee,POINT (144.82964484 -37.86714801),FY20-21,126100
177,19927,Seaholme Railway Station (Seaholme),-37.867842,144.840958,Werribee,POINT (144.84095784 -37.867841999999996),FY20-21,39900
178,19928,Westgarth Railway Station (Northcote),-37.780621,144.999233,Hurstbridge,POINT (144.99923292 -37.78062102),FY20-21,108300
179,19929,Dennis Railway Station (Northcote),-37.779187,145.008242,Hurstbridge,POINT (145.00824192 -37.77918696),FY20-21,118700
180,19930,Fairfield Railway Station (Fairfield),-37.779171,145.016905,Hurstbridge,POINT (145.01690496 -37.77917103),FY20-21,233400
181,19931,Alphington Railway Station (Alphington),-37.778394,145.031255,Hurstbridge,POINT (145.03125492 -37.77839397),FY20-21,109600
182,19932,Darebin Railway Station (Ivanhoe),-37.774963,145.038476,Hurstbridge,POINT (145.03847616 -37.77496298999989),FY20-21,53850
183,19933,Ivanhoe Railway Station (Ivanhoe),-37.768897,145.045425,Hurstbridge,POINT (145.04542488 -37.76889699),FY20-21,273050
184,19934,Eaglemont Railway Station (Eaglemont),-37.763586,145.053943,Hurstbridge,POINT (145.05394284 -37.763586),FY20-21,50550
185,19935,Heidelberg Railway Station (Heidelberg),-37.757073,145.060686,Hurstbridge,POINT (145.060686 -37.75707297),FY20-21,343900
186,19936,Rosanna Railway Station (Rosanna),-37.742879,145.06614,Hurstbridge,POINT (145.06614 -37.74287898),FY20-21,239200
187,19937,Moorabbin Railway Station (Moorabbin),-37.934353,145.036738,Frankston,POINT (145.03673808 -37.93435299),FY20-21,300700
188,19938,Patterson Railway Station (Bentleigh),-37.925149,145.03547,Frankston,POINT (145.03547016 -37.92514896),FY20-21,127150
189,19939,Bentleigh Railway Station (Bentleigh),-37.917425,145.036995,Frankston,POINT (145.03699512 -37.91742498),FY20-21,299650
190,19940,McKinnon Railway Station (Mckinnon),-37.910309,145.038299,Frankston,POINT (145.03829904 -37.91030904),FY20-21,173200
191,19941,Ormond Railway Station (Ormond),-37.903212,145.039613,Frankston,POINT (145.03961304 -37.903211999999996),FY20-21,265150
192,19942,Glenhuntly Railway Station (Glen Huntly),-37.889719,145.042223,Frankston,POINT (145.04222304 -37.88971902),FY20-21,335400
193,19943,Caulfield Railway Station (Caulfield East),-37.877459,145.042525,"Frankston,Pakenham,Cranbourne",POINT (145.04252508 -37.87745904),FY20-21,1370650
194,19944,Malvern Railway Station (Malvern),-37.866253,145.029294,Frankston,POINT (145.029294 -37.86625296),FY20-21,340300
195,19945,Armadale Railway Station (Armadale),-37.856452,145.019326,Frankston,POINT (145.01932596 -37.85645196),FY20-21,227300
196,19946,Toorak Railway Station (Armadale),-37.850774,145.013909,Frankston,POINT (145.01390904 -37.85077404),FY20-21,196650
197,19947,Hawksburn Railway Station (South Yarra),-37.844591,145.002142,Frankston,POINT (145.00214208 -37.84459104),FY20-21,201400
198,19948,Sandringham Railway Station (Sandringham),-37.95033,145.004561,Sandringham,POINT (145.00456092 -37.95032997),FY20-21,350400
