,Facility ID,Pcode,Suburb/Town,Latitude,Longitude
5170,MACEDO10955,3442.0,WOODEND,-37.353734,144.528802
5171,MACEDO11303,3437.0,GISBORNE,-37.497629,144.584963
5176,MACEDO10957,3437.0,GISBORNE SOUTH,-37.555718,144.638552
5177,MACEDO10933,3444.0,KYNETON,-37.247866,144.459086
5184,MACEDO5577,3444.0,TYLDEN,-37.327034,144.406687
5185,MACEDO5576,3442.0,WOODEND,-37.353343,144.527786
5189,MANNIN11009,3108.0,DONCASTER,,
5190,MANNIN10989,3105.0,BULLEEN,-37.773844,145.074054
5191,MANNIN11021,3109.0,EAST DONCASTER,-37.779388,145.147015
5194,MANNIN10991,3134.0,SOUTH WARRANDYTE,-37.766266,145.237667
5195,MANNIN10996,3114.0,PARK ORCHARDS,-37.774361,145.218816
5196,MANNIN11000,3109.0,EAST DONCASTER,-37.788628,145.151316
5197,MANNIN11002,3111.0,DONVALE,-37.79443,145.175822
5198,MANNIN11012,3130.0,BLACKBURN NORTH,-37.778417,145.087885
5199,MANNIN11015,3105.0,BULLEEN,-37.774856,145.08208
5201,MANNIN11022,3108.0,DONCASTER,-37.782533,145.133636
5202,MANNIN11023,3106.0,TEMPLESTOWE,-37.76999,145.152431
5203,MANNIN11024,3114.0,PARK ORCHARDS,-37.767674,145.204295
5204,MANNIN11025,3107.0,LOWER TEMPLESTOWE ,-37.768042,145.106722
5205,MANNIN11029,3106.0,TEMPLESTOWE,-37.754361,145.13734
5206,MANNIN11031,3108.0,DONCASTER,-37.776171,145.106747
5207,MANNIN11032,3113.0,WARRANDYTE,-37.745651,145.208599
5208,MANNIN11034,3108.0,DONCASTER,-37.791593,145.110164
5209,MANNIN11037,3109.0,EAST DONCASTER,-37.778358,145.160145
5210,MANNIN10997,3108.0,DONCASTER,-37.78571,145.131872
5211,MANNIN11014,3171.0,SPRINGVALE,-37.799435,145.177737
5212,MANNIN10994,3109.0,EAST DONCASTER,-37.75117,145.174676
5215,MANNIN10999,3109.0,EAST DONCASTER,-37.788628,145.151316
5218,MANNIN11018,3114.0,PARK ORCHARDS,-37.778933,145.215429
5219,MANNIN11027,3106.0,TEMPLESTOWE,-37.766629,145.120015
5220,MANNIN11028,3106.0,TEMPLESTOWE,-37.758454,145.128607
5221,MANNIN11030,3105.0,BULLEEN,-37.772202,145.077675
5223,MANNIN11035,3115.0,WONGA PARK,-37.739211,145.267184
5224,MANNIN10987,3109.0,EAST DONCASTER,-37.799118,145.152792
5226,MANNIN10990,3108.0,DONCASTER,-37.779498,145.118803
5246,MANNIN11361,3111.0,DONVALE,-37.766492,145.186757
5248,MANNIN10986,3107.0,LOWER TEMPLESTOWE,-37.773865,145.123387
5249,MANNIN10992,3109.0,EAST DONCASTER,-37.789012,145.149702
5250,MANNIN10995,3109.0,EAST DONCASTER,-37.776105,145.165123
5251,MANNIN11005,3105.0,BULLEEN,-37.767133,145.093037
5252,MANNIN11007,3105.0,BULLEEN,,
5253,MANNIN11008,3108.0,DONCASTER,,
5254,MANNIN10993,3106.0,TEMPLESTOWE,-37.757265,145.1279
5255,MANNIN11011,3106.0,TEMPLESTOWE,,
5256,MANNIN11013,3108.0,DONCASTER,,
5257,MANNIN11006,3113.0,WARRANDYTE,-37.737468,145.22392
5259,MANNIN11003,3108.0,DONCASTER,-37.786687,145.113026
5260,MANNIN11036,3105.0,BULLEEN,-37.75729,145.084188
5261,MANNIN11461,3111.0,DONVALE,,
5262,MANNIN11455,3101.0,BULLEEN,,
5263,MANNIN11016,3111.0,DONVALE,-37.767084,145.184409
5264,MANNIN11301,3105.0,BULLEEN,-37.773272,145.085455
5265,MANNIN10998,3108.0,DONCASTER,-37.78501,145.132987
5268,MANNIN11026,3106.0,TEMPLESTOWE,-37.756735,145.12306
5283,MANNIN10988,3107.0,LOWER TEMPLESTOWE,-37.762027,145.099735
5285,MANNIN10985,3111.0,DONVALE,-37.765054,145.170166
5290,MANNIN11017,3108.0,DONCASTER,-37.784724,145.101257
5291,MANNIN11020,3106.0,TEMPLESTOWE,-37.760723,145.151832
5296,MANNIN11033,3106.0,TEMPLESTOWE,-37.756966,145.124166
5301,MANNIN11001,3108.0,DONCASTER,-37.787693,145.139593
5304,MANNIN11010,3111.0,DONVALE,-37.801927,145.195356
5307,MANNIN11019,3114.0,PARK ORCHARDS,-37.778469,145.21406
5320,MANSFI11077,3722.0,MANSFIELD,-37.056685,146.083485
5321,MANSFI11075,3720.0,BONNIE DOON,-37.024063,145.860199
5322,MANSFI11080,3722.0,MANSFIELD,-37.054086,146.085921
5323,MANSFI11082,3722.0,MANSFIELD,-37.054086,146.085921
5325,MANSFI5445,,MANSFIELD,-37.146498,146.452432
5326,MANSFI11076,3722.0,MANSFIELD,-37.052298,146.09534
5328,MANSFI11085,3715.0,MERTON,-36.972589,145.707149
5329,MANSFI5357,,MANSFIELD,-37.045724,146.09971
5330,MANSFI5359,,MANSFIELD,-37.037577,146.09331
5331,MANSFI5362,,MANSFIELD,-37.060142,146.09819
5332,MANSFI5358,,MT BULLER,-37.064903,146.10799
5333,MANSFI5360,,MANSFIELD,-37.139553,146.21303
5334,MANSFI5363,,MANSFIELD,-37.06278,146.1314
5335,MANSFI5364,,MANSFIELD,-37.06278,146.1314
5336,MANSFI5418,,,-37.146498,146.452432
5337,MANSFI5361,,MANSFIELD,-36.918031,146.25994
5338,MANSFI5356,,MANSFIELD,-37.052052,146.09593
5339,MANSFI11081,3722.0,MANSFIELD,-37.053486,146.100766
5341,MANSFI11079,3722.0,MANSFIELD,-37.053808,146.074623
5342,MANSFI11486,3722.0,MANSFIELD,,
5343,MANSFI11078,3722.0,MANSFIELD,-37.053967,146.090056
5344,MANSFI11274,,MERRIJIG,-37.09991,146.270572
5345,MANSFI11084,3723.0,MERRIJIG,-37.100073,146.270553
5353,MANSFI11083,3722.0,MANSFIELD,-37.052961,146.080807
5354,MANSFI11086,3723.0,TOLMIE,-36.934244,146.237358
5355,MANSFI11087,3723.0,WOODS POINT,-37.566052,146.249978
5356,MARIBY8478,3019.0,BRAYBROOK,-37.776336,144.85114
5357,MARIBY8452,3012.0,MAIDSTONE,-37.787463,144.866889
5358,MARIBY8462,3013.0,YARRAVILLE,-37.812247,144.899087
5359,MARIBY8463,3012.0,WEST FOOTSCRAY,-37.803852,144.872795
5360,MARIBY8467,3011.0,FOOTSCRAY,-37.794854,144.878587
5361,MARIBY8468,3019.0,BRAYBROOK,-37.784164,144.849597
5362,MARIBY8473,3032.0,MARIBYRNONG,-37.767854,144.895456
5363,MARIBY8475,3013.0,YARRAVILLE,-37.821367,144.86942
5364,MARIBY8477,3012.0,FOOTSCRAY,-37.789454,144.90011
5366,MARIBY8488,3012.0,WEST FOOTSCRAY,-37.799971,144.886788
5367,MARIBY8490,3013.0,YARRAVILLE,-37.8149,144.884146
5368,MARIBY8456,3011.0,FOOTSCRAY,-37.804628,144.898151
5369,MARIBY8458,3011.0,FOOTSCRAY,-37.792875,144.898001
5374,MARIBY8479,3019.0,BRAYBROOK,-37.78359,144.848733
5375,MARIBY8480,3011.0,FOOTSCRAY,-37.795598,144.879866
5376,MARIBY8482,3012.0,MAIDSTONE,-37.787789,144.873512
5377,MARIBY8485,3019.0,BRAYBROOK,-37.787315,144.855322
5379,MARIBY8447,3011.0,FOOTSCRAY,-37.788284,144.889729
5380,MARIBY8489,3013.0,YARRAVILLE,-37.818119,144.876655
5381,MARIBY8455,3011.0,FOOTSCRAY,-37.790896,144.901989
5382,MARIBY8448,3013.0,YARRAVILLE,-37.817627,144.869826
5384,MARIBY8457,3011.0,FOOTSCRAY,-37.792242,144.902017
5388,MARIBY8464,3011.0,FOOTSCRAY,-37.79159,144.899676
5395,MARIBY8481,3032.0,MARIBYRNONG,-37.778339,144.88635
5396,MARIBY8484,3012.0,MAIDSTONE,-37.784121,144.877917
5400,MARIBY5281,,,-37.891872,144.70688
5401,MARIBY5530,3019.0,BRAYBROOK,-37.794398,144.86264
5402,MARIBY5535,3032.0,MARIBYRNONG,-37.775697,144.886545
5403,MARIBY5532,3019.0,BRAYBROOK,-37.780115,144.861437
5404,MARIBY8453,3013.0,YARRAVILLE,-37.819857,144.898548
5405,MARIBY8454,3013.0,YARRAVILLE,-37.809801,144.899339
5407,MARIBY8460,3013.0,YARRAVILLE,-37.821389,144.896175
5408,MARIBY8461,3012.0,MAIDSTONE,-37.775649,144.880083
5409,MARIBY8470,3019.0,BRAYBROOK,-37.780574,144.861354
5410,MARIBY8472,3032.0,MARIBYRNONG,-37.7768,144.886664
5413,MARIBY8487,3012.0,FOOTSCRAY,-37.796787,144.873101
5414,MARIBY5531,3019.0,BRAYBROOK,-37.780523,144.861096
5415,MARIBY8476,3012.0,MAIDSTONE,-37.776838,144.869581
5417,MARIBY11467,3011.0,FOOTSCRAY,,
5418,MARIBY11523,3012.0,WEST FOOTSCRAY,,
5421,MARIBY8459,3011.0,FOOTSCRAY,-37.792678,144.896318
5423,MARIBY8483,3012.0,MAIDSTONE,-37.77837,144.885465
5424,MARIBY8486,3019.0,BRAYBROOK,-37.792069,144.8485
5425,MARIBY4272,3013.0,YARRAVILLE,-37.819314,144.869677
5437,MARIBY8466,3012.0,MAIDSTONE,-37.792328,144.875439
5447,MARIBY8469,3019.0,BRAYBROOK,-37.780036,144.862613
5448,MARIBY8465,3032.0,MARIBYRNONG,-37.788284,144.889729
5449,MARIBY8450,3013.0,YARRAVILLE,-37.818041,144.875845
5460,MAROON11020,3136.0,CROYDON NORTH,-37.765544,145.292259
5461,MAROON11005,3136.0,CROYDON,-37.793582,145.277689
5462,MAROON11007,3136.0,CROYDON,-37.801099,145.280821
5463,MAROON11010,3136.0,CROYDON,-37.79526,145.281664
5464,MAROON11011,3134.0,RINGWOOD,-37.816443,145.222028
5465,MAROON11016,3134.0,RINGWOOD,-37.815835,145.224604
5466,MAROON11026,3134.0,RINGWOOD,-37.817472,145.223661
5467,MAROON11035,3153.0,BAYSWATER,-37.835821,145.271935
5468,MAROON11006,3135.0,RINGWOOD EAST,-37.81315,145.247972
5469,MAROON11037,3134.0,RINGWOOD,-37.82845,145.222627
5470,MAROON11048,3136.0,CROYDON,-37.80184,145.283005
5471,MAROON10999,3136.0,CROYDON,-37.79537,145.263933
5472,MAROON11001,3136.0,CROYDON,-37.777352,145.305341
5473,MAROON11003,3136.0,CROYDON,-37.808639,145.279291
5474,MAROON11004,3136.0,CROYDON SOUTH,-37.809342,145.268724
5475,MAROON11009,3136.0,CROYDON,-37.797767,145.283862
5476,MAROON11014,3135.0,RINGWOOD EAST,-37.808103,145.246274
5477,MAROON11021,3135.0,HEATHMONT,-37.835339,145.253573
5478,MAROON11023,3135.0,HEATHMONT,-37.833383,145.23669
5479,MAROON11024,3136.0,CROYDON,-37.767709,145.29738
5480,MAROON11028,3134.0,RINGWOOD,-37.824098,145.23187
5481,MAROON11029,3136.0,CROYDON,-37.784573,145.268091
5482,MAROON11032,3134.0,RINGWOOD,-37.804578,145.237579
5483,MAROON11033,3134.0,RINGWOOD,-37.795272,145.23878
5484,MAROON11038,3134.0,RINGWOOD NORTH,-37.782582,145.246087
5489,MAROON11027,3136.0,CROYDON SOUTH,-37.809887,145.267566
5490,MAROON11030,3134.0,RINGWOOD,-37.8332,145.221599
5491,MAROON11000,3153.0,BAYSWATER NORTH,-37.830778,145.29473
5493,MAROON11044,3134.0,RINGWOOD,-37.815324,145.224811
5494,MAROON11049,3136.0,CROYDON HILLS,-37.774813,145.27044
5498,MAROON11002,3136.0,CROYDON SOUTH,-37.815417,145.282313
5502,MAROON11013,3136.0,CROYDON,-37.807312,145.293271
5504,MAROON11017,3153.0,BAYSWATER NORTH,-37.834767,145.273865
5505,MAROON11018,3135.0,RINGWOOD EAST,-37.822441,145.263421
5506,MAROON11019,3134.0,RINGWOOD,-37.818217,145.23134
5512,MAROON11025,3135.0,HEATHMONT,-37.840846,145.236981
5517,MAROON11036,3134.0,RINGWOOD,-37.796415,145.253908
5520,MAROON11046,3136.0,CROYDON,-37.788878,145.287983
5522,MAROON10998,3134.0,RINGWOOD,-37.826371,145.21998
5524,MAROON11042,3134.0,RINGWOOD,-37.821267,145.233312
5525,MAROON11031,3136.0,CROYDON,-37.810391,145.275424
5528,MAROON5551,3134.0,RINGWOOD,-37.81478,145.222784
5536,MAROON11012,3136.0,CROYDON,-37.807609,145.297933
5537,MAROON11043,3134.0,RINGWOOD,-37.833431,145.223885
5538,MAROON11047,3136.0,CROYDON,-37.798339,145.285941
5540,MAROON11015,3134.0,RINGWOOD,-37.799715,145.251253
5541,MAROON11302,3134.0,RINGWOOD,-37.784322,145.259866
5542,MAROON4273,3136.0,CROYDON,-37.79969,145.281804
5544,MAROON11409,3137.0,KILSYTH,-37.835252,145.315778
5545,MAROON11022,3135.0,HEATHMONT,-37.83475,145.250986
5546,MAROON11040,3134.0,RINGWOOD,-37.804894,145.229246
5565,MAROON11008,3136.0,CROYDON,-37.797105,145.28615
5566,MAROON11039,3134.0,RINGWOOD,-37.825166,145.231457
5578,MAROON11034,3134.0,RINGWOOD NORTH,-37.78067,145.245737
5580,MAROON11041,3134.0,RINGWOOD,-37.823619,145.236907
5581,MAROON11045,3134.0,RINGWOOD,-37.821886,145.232148
5585,MELBOU10993,,MELBOURNE,-37.816543,144.947118
5586,MELBOU10994,,SOUTH YARRA,-37.8404,144.981583
5587,MELBOU11004,,RICHMOND,-37.825859,144.986675
5588,MELBOU11006,,SOUTH KENSINGTON,-37.797812,144.924151
5590,MELBOU11013,,RICHMOND,-37.820175,144.98277
5591,MELBOU11021,,NORTH MELBOURNE,-37.799036,144.941247
5592,MELBOU11023,,PARKVILLE,-37.785105,144.960662
5593,MELBOU11024,,RICHMOND,-37.822304,144.987903
5594,MELBOU11026,,PARKVILLE,-37.783169,144.949402
5595,MELBOU11030,,PARKVILLE,-37.785105,144.960662
5596,MELBOU10988,,CARLTON,-37.792875,144.969005
5599,MELBOU11008,,KENSINGTON,-37.796187,144.924603
5600,MELBOU11020,,NORTH MELBOURNE,-37.793231,144.939922
5601,MELBOU11022,,NORTH MELBOURNE,-37.799291,144.941973
5602,MELBOU11027,,PARKVILLE,-37.783169,144.949402
5610,MELBOU11009,,SOUTH YARRA,-37.83272,144.975563
5612,MELBOU11019,,FLEMINGTON,-37.788141,144.923465
5617,MELBOU11017,,MELBOURNE,-37.821437,144.979104
5618,MELBOU5424,,,-38.074543,144.880688
5619,MELBOU10986,3008.0,DOCKLANDS,-37.81847,144.947109
5620,MELBOU10987,,MELBOURNE,-37.809387,144.962518
5622,MELBOU10991,3000.0,MELBOURNE,-37.817507,144.963621
5623,MELBOU10992,,NORTH MELBOURNE,-37.804412,144.949088
5624,MELBOU10995,3000.0,MELBOURNE,-37.81923,144.958126
5625,MELBOU5529,3000.0,MELBOURNE,-37.814466,144.96356
5626,MELBOU10998,,MELBOURNE,-37.810917,144.962776
5627,MELBOU10999,,MELBOURNE,-37.809845,144.966508
5628,MELBOU11001,3001.0,MELBOURNE,,
5629,MELBOU11002,3006.0,SOUTHBANK,,
5630,MELBOU11003,,MELBOURNE,,
5631,MELBOU11005,3008.0,DOCKLANDS,,
5632,MELBOU11010,,MELBOURNE,,
5633,MELBOU11011,,MELBOURNE,,
5634,MELBOU11012,3000.0,MELBOURNE ,,
5635,MELBOU11014,,MELBOURNE,,
5636,MELBOU11018,,MELBOURNE,,
5639,MELBOU11025,,MELBOURNE,,
5640,MELBOU5528,3000.0,MELBOURNE,-37.815667,144.957512
5641,MELBOU11028,,SOUTHBANK,,
5642,MELBOU11029,,WEST MELBOURNE,-37.807537,144.946833
5643,MELBOU11031,,MELBOURNE,-37.824674,144.981926
5644,MELBOU11032,,SOUTHBANK,,
5649,MELBOU11488,3181.0,MELBOURNE,,
5650,MELBOU11299,3053.0,CARLTON,-37.795471,144.961432
5654,MELBOU4266,,MELBOURNE,-37.809912,144.95443
5658,MELBOU11016,,MELBOURNE,,
5659,MELBOU11000,,MELBOURNE,-37.809912,144.95443
5665,MELBOU10985,,MELBOURNE,-37.824674,144.981926
5673,MELBOU11250,3008.0,DOCKLANDS,-37.820415,144.937261
5674,MELBOU11189,3207.0,PORT MELBOURNE,-37.8295,144.913757
5699,MELBOU10990,,MELBOURNE,-37.802325,144.97286
5702,MELBOU11007,,KENSINGTON,-37.794534,144.915836
5714,MELTON9051,3023.0,CAROLINE SPRINGS,-37.743999,144.736611
5716,MELTON9079,3338.0,MELTON SOUTH,-37.706727,144.57307
5717,MELTON5641,3338.0,MELTON SOUTH,-37.716,144.586
5718,MELTON9073,3338.0,MELTON SOUTH,-37.708261,144.576442
5719,MELTON9047,3337.0,MELTON,-37.667209,144.546475
5720,MELTON9049,3337.0,MELTON,-37.692236,144.572043
5721,MELTON9052,3023.0,BURNSIDE HEIGHTS,-37.736311,144.754676
5722,MELTON9055,3023.0,CAROLINE SPRINGS,-37.733132,144.737208
5723,MELTON9058,3427.0,DIGGERS REST,-37.621057,144.708629
5724,MELTON9063,3037.0,HILLSIDE,-37.684739,144.738356
5725,MELTON9066,3337.0,MELTON,-37.636414,144.57175
5726,MELTON9072,3337.0,MELTON,-37.685217,144.588602
5727,MELTON9085,3335.0,ROCKBANK,-37.732548,144.659747
5728,MELTON9054,3023.0,CAROLINE SPRINGS,-37.732588,144.73988
5730,MELTON9048,3037.0,HILLSIDE,-37.688411,144.74898
5732,MELTON10915,3338.0,EYNESBURY,-37.76724,144.562905
5733,MELTON9070,3337.0,MELTON,-37.681499,144.567827
5734,MELTON9071,3337.0,MELTON,-37.681499,144.567827
5743,MELTON9065,3337.0,MELTON,-37.671775,144.583759
5750,MELTON9095,3337.0,MELTON,-37.679754,144.548764
5752,MELTON9068,3337.0,MELTON,-37.638326,144.556654
5753,MELTON9050,3337.0,MELTON,-37.685,144.581
5754,MELTON9057,3023.0,CAROLINE SPRINGS,-37.732122,144.741538
5755,MELTON9059,3337.0,MELTON,-37.683773,144.57879
5756,MELTON9060,3337.0,MELTON,-37.701046,144.564534
5757,MELTON9062,3337.0,MELTON,-37.684,144.5945
5758,MELTON9064,3338.0,MELTON SOUTH,-37.700161,144.578936
5760,MELTON9078,3337.0,MELTON,-37.678426,144.570107
5761,MELTON9082,3023.0,RAVENHALL,-37.771128,144.754312
5762,MELTON9084,3023.0,CAROLINE SPRINGS,-37.733,144.7415
5763,MELTON10914,3338.0,EYNESBURY,-37.76724,144.562905
5764,MELTON9069,3337.0,MELTON,-37.698673,144.603592
5765,MELTON9077,3337.0,MELTON,-37.68097,144.595673
5766,MELTON9061,3023.0,RAVENHALL,-37.764999,144.752
5767,MELTON11489,3337.0,MELTON,,
5769,MELTON9081,3337.0,MELTON,-37.669602,144.58118
5770,MELTON11297,3337.0,MELTON,-37.669944,144.581028
5771,MELTON9089,3427.0,DIGGERS REST,-37.629674,144.721541
5772,MELTON9067,3337.0,MELTON,-37.684765,144.592489
5773,MELTON9080,3335.0,ROCKBANK,-37.739144,144.616092
5774,MELTON9096,3023.0,RAVENHALL,-37.766095,144.747198
5787,MELTON11190,3338.0,MELTON SOUTH,-37.714241,144.547177
5788,MELTON9053,3337.0,MELTON WEST,-37.675673,144.552774
5791,MELTON9074,3338.0,MELTON SOUTH,-37.705053,144.564884
5797,MELTON9087,3023.0,CAROLINE SPRINGS,-37.711792,144.736895
5800,MELTON9075,3337.0,MELTON,-37.685548,144.582007
5801,MELTON9088,3337.0,MELTON,-37.686703,144.590397
5804,MELTON9090,3023.0,CAROLINE SPRINGS,-37.73443,144.738651
5805,MELTON9092,3338.0,MELTON SOUTH,-37.7,144.576
5806,MELTON9097,3023.0,BURNSIDE HEIGHTS,-37.73455,144.752101
5808,MELTON9076,3338.0,MELTON SOUTH,-37.707164,144.565688
5819,MELTON9083,3037.0,HILLSIDE,-37.698748,144.746309
5820,MELTON9086,3023.0,CAROLINE SPRINGS,-37.752549,144.736848
5821,MELTON9091,3037.0,HILLSIDE,-37.697596,144.73555
5822,MELTON9093,3337.0,TOORLERN VALE,-37.608001,144.596038
5823,MELTON9094,3337.0,MELTON,-37.682446,144.56389
5827,MILDUR10998,3507.0,WALPEUP,-35.129615,142.015514
5828,MILDUR9128,3500.0,MILDURA,-34.172888,142.133003
5829,MILDUR9098,3490.0,OUYEN,-35.072561,142.320161
5830,MILDUR9099,3496.0,CARDROSS,-34.284712,142.14186
5831,MILDUR9105,3498.0,IRYMPLE,-34.234351,142.165192
5832,MILDUR9111,3496.0,CULLULLERAINE,-34.276956,141.603139
5833,MILDUR9109,3505.0,MERBEIN,-34.164337,142.053071
5834,MILDUR9121,3500.0,MILDURA,-34.19574,142.162387
5835,MILDUR9126,3512.0,MURRAYVILLE,-35.258747,141.183848
5836,MILDUR10999,3494.0,NANGILOC,-34.478388,142.362899
5838,MILDUR9134,3496.0,RED CLIFFS,-34.299474,142.18985
5839,MILDUR9138,3490.0,TORRITA,-35.154949,141.934153
5840,MILDUR9141,3509.0,UNDERBOOL,-35.16829,141.814709
5842,MILDUR9107,3498.0,IRYMPLE,-34.233455,142.164334
5843,MILDUR9100,3505.0,MERBEIN,-34.170969,142.078595
5847,MILDUR9117,3500.0,MILDURA,-34.190606,142.169868
5849,MILDUR9130,3490.0,OUYEN,-35.065365,142.322408
5850,MILDUR9112,3500.0,MILDURA,-34.1905,142.171
5861,MILDUR11000,3501.0,NICHOLS POINT,-34.2104,142.2043
5870,MILDUR9113,3500.0,MILDURA,-34.176798,142.154262
5872,MILDUR11362,3500.0,MILDURA,-34.186607,142.202946
5873,MILDUR9101,3500.0,MILDURA,-34.190101,142.171268
5874,MILDUR9103,3500.0,MILDURA,-34.218803,142.149257
5875,MILDUR9104,3500.0,MILDURA,-34.187,142.1665
5876,MILDUR9122,3500.0,MILDURA,-34.191855,142.157608
5877,MILDUR9115,3505.0,MERBEIN,-34.209937,142.077629
5878,MILDUR9119,3500.0,MILDURA,-34.178755,142.137402
5879,MILDUR9131,3490.0,OUYEN,-35.068267,142.310204
5880,MILDUR9136,3496.0,RED CLIFFS,-34.266904,142.166053
5881,MILDUR9140,3509.0,UNDERBOOL,-35.170206,141.803326
5882,MILDUR9143,3507.0,WALPEUP,-35.138237,142.031539
5883,MILDUR11511,3496.0,RED CLIFFS,,
5886,MILDUR9106,3498.0,IRYMPLE,-34.234867,142.16828
5887,MILDUR9114,3505.0,MERBEIN,-34.165312,142.05552
5888,MILDUR9118,3500.0,MILDURA,-34.178214,142.160544
5889,MILDUR9123,3500.0,MILDURA,-34.178214,142.160544
5890,MILDUR9124,3512.0,MURRAYVILLE,-35.262395,141.185227
5892,MILDUR9129,3490.0,OUYEN,-35.072017,142.319142
5893,MILDUR9135,3496.0,RED CLIFFS,-34.307784,142.191192
5894,MILDUR9139,3509.0,UNDERBOOL,-35.167921,141.812778
5896,MILDUR11276,,MILDURA,-34.1597,142.127269
5897,MILDUR11278,,MILDURA,-34.27903,142.112539
5912,MILDUR5495,,,-34.210357,142.024467
5914,MILDUR11251,3500.0,MILDURA,-34.206085,142.096916
5915,MILDUR11192,3501.0,KOORLONG,-34.311837,142.087562
5923,MILDUR9102,3494.0,COLIGNAN,-34.525492,142.369524
5924,MILDUR9108,3498.0,IRYMPLE,-34.234255,142.16872
5925,MILDUR9116,3505.0,MERBEIN,-34.166233,142.053419
5927,MILDUR9127,3512.0,MURRAYVILLE,-35.264765,141.18144
5928,MILDUR9133,3490.0,OUYEN,-35.072282,142.316733
5929,MILDUR9137,3496.0,RED CLIFFS,-34.304425,142.188741
5930,MILDUR9142,3509.0,UNDERBOOL,-35.171307,141.807231
5934,MILDUR9120,3500.0,MILDURA,-34.177486,142.161038
5938,MILDUR9132,3490.0,OUYEN,-35.067569,142.310194
5944,MITCHE11166,3753.0,BEVERIDGE,-37.474705,144.980167
5945,MITCHE11172,3756.0,WALLAN,-37.416,144.9775
5946,MITCHE11173,3660.0,SEYMOUR,-37.019308,145.135505
5947,MITCHE11181,3764.0,KILMORE,-37.298362,144.95346
5948,MITCHE11190,3660.0,SEYMOUR,-37.028321,145.1484
5949,MITCHE11199,3756.0,WALLAN,-37.4105,144.979
5950,MITCHE11178,3764.0,KILMORE,-37.28759,144.958648
5951,MITCHE11171,3660.0,SEYMOUR,-37.029162,145.149001
5952,MITCHE11174,3756.0,WALLAN,-37.421504,144.980638
5954,MITCHE11175,3658.0,BROADFORD,-37.203397,145.044733
5956,MITCHE11182,3660.0,SEYMOUR,-37.022548,145.128997
5957,MITCHE11183,3758.0,WANDONG,-37.357776,145.031567
5958,MITCHE11194,3659.0,TALLAROOK,-37.097423,145.095681
5959,MITCHE11186,3521.0,PYALONG,-37.113981,144.857023
5960,MITCHE11188,3756.0,WALLAN,-37.41536,144.980723
5961,MITCHE11200,3758.0,WANDONG,-37.358297,145.030944
5962,MITCHE11184,3658.0,BROADFORD,-37.201825,145.0389
5963,MITCHE11169,3658.0,BROADFORD,-37.201799,145.039619
5967,MITCHE11203,3658.0,BROADFORD,-37.199467,145.05683
5975,MITCHE11187,3521.0,PYALONG,-37.114918,144.857082
5977,MITCHE5377,,SEYMOUR,-37.017126,145.13314
5978,MITCHE5299,,CARLSRUSHE,-37.311472,144.51854
5979,MITCHE5300,,CARLSRUSHE,-37.311472,144.51854
5980,MITCHE5305,,STRATH CREEK,-37.236452,145.22054
5981,MITCHE5378,,TALAROOK,-37.094302,145.1009
5982,MITCHE11363,3658.0,BROADFORD,-37.199481,145.04327
5983,MITCHE11176,3756.0,WALLAN,-37.39451,144.994239
5984,MITCHE11364,3764.0,KILMORE,-37.291187,144.961963
5987,MITCHE11365,3660.0,SEYMOUR,-37.014071,145.158004
5993,MITCHE11168,3658.0,BROADFORD,-37.218227,145.046597
5995,MITCHE11180,3764.0,KILMORE,-37.298141,144.960638
5996,MITCHE11185,3521.0,PYALONG,-37.112865,144.855175
5998,MITCHE11167,3658.0,BROADFORD,-37.204536,145.053673
5999,MITCHE11415,3764.0,KILMORE,-37.294975,144.952258
6000,MITCHE11189,3660.0,SEYMOUR,-37.022916,145.131052
6001,MITCHE11191,3660.0,SEYMOUR,-37.025815,145.138832
6002,MITCHE11197,3756.0,WALLAN,-37.420596,144.982018
6003,MITCHE11280,,SEYMOUR,-37.04954,145.178241
6004,MITCHE11284,,BROADFORD,-37.210168,145.082881
6017,MITCHE11202,3764.0,KILMORE,-37.29526,144.952941
6018,MITCHE11204,3660.0,SEYMOUR,-37.029364,145.147239
6019,MITCHE11205,3756.0,WALLAN,-37.414823,144.980978
6022,MITCHE11201,3658.0,BROADFORD,-37.202852,145.043495
6026,MITCHE11192,3660.0,SEYMOUR,-37.024696,145.129988
6027,MITCHE11193,3659.0,TALLAROOK,-37.0925,145.105228
6036,MITCHE11179,3764.0,KILMORE EAST,-37.289339,144.980613
6039,MITCHE11195,3659.0,TALLAROOK,-37.092598,145.104955
6040,MITCHE11196,3522.0,TOOBORAC,-37.038249,144.797822
6041,MITCHE11198,3756.0,WALLAN,-37.414274,144.97998
6044,MOIRAS12182,3644.0,COBRAM,-35.909971,145.655642
6045,MOIRAS12186,3649.0,KATAMATITE,-36.076593,145.689913
6046,MOIRAS12188,3640.0,KATUNGA,-35.997809,145.453723
6047,MOIRAS12194,3638.0,NATHALIA,-36.052764,145.214309
6048,MOIRAS12204,3636.0,NUMURKAH,-36.093395,145.447452
6049,MOIRAS12207,3639.0,PICOLA,-35.996733,145.110091
6050,MOIRAS12213,3641.0,STRATHMERTON,-35.927938,145.477287
6051,MOIRAS12215,3728.0,TUNGAMAH,-36.167989,145.876272
6052,MOIRAS12218,3637.0,WAAIA,-36.050927,145.330148
6053,MOIRAS12222,3635.0,WUNGHNU,-36.158313,145.433133
6054,MOIRAS12225,3730.0,YARRAWONGA,-36.01226,145.995689
