,Suburb,crime_rate_2021,crime_rate_2020,crime_rate_2019,crime_rate_2018,crime_rate_2017,crime_rate_2016,crime_rate_2015,crime_rate_2014,crime_rate_2013,crime_rate_2012
32,ROBINSON,0.04650938808824,0.0489628319658799,0.04969573258232,0.05224930808563,0.05316917973702,0.06300103360435,0.05786361254585,0.05472856499919,0.05411210420564,0.06124585433656
33,ALBION,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
34,GLENGALA,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
35,SUNSHINE,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
36,SUNSHINE NORTH,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
37,SUNSHINE WEST,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
38,ALBANVALE,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
39,KEALBA,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
40,KINGS PARK,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
41,ST ALBANS,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
42,ARDEER,0.06252185377446,0.07380178345907,0.07228679951138,0.06980799448128,0.0639912655739,0.0739360399627799,0.07378771283481,0.06915472519499,0.07785633815741,0.07989203917966
43,DEER PARK EAST,0.06252185377446,0.07380178345907,0.07228679951138,0.06980799448128,0.0639912655739,0.0739360399627799,0.07378771283481,0.06915472519499,0.07785633815741,0.07989203917966
44,BURNSIDE,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
45,BURNSIDE HEIGHTS,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
46,CAIRNLEA,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
47,CAROLINE SPRINGS,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
48,DEER PARK,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
49,DEER PARK NORTH,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
50,RAVENHALL,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
51,FIELDSTONE,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
52,MAMBOURIN,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
53,MANOR LAKES,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
54,MOUNT COTTRELL,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
55,WYNDHAM VALE,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
56,ALTONA EAST,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
57,ALTONA GATE,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
58,ALTONA NORTH,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
59,DERRIMUT,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
60,LAVERTON NORTH,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
61,LAVERTON RAAF,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
62,WILLIAMS LANDING,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
63,WILLIAMS RAAF,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
64,ALTONA MEADOWS,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
65,LAVERTON,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
66,SEABROOK,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
67,HOPPERS CROSSING,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
68,TARNEIT,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
69,TRUGANINA,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
70,CHARTWELL,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
71,COCOROC,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
72,POINT COOK,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
73,QUANDONG,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
74,WERRIBEE,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
75,WERRIBEE SOUTH,0.0418641795418,0.0466688316731,0.0488383522968699,0.04421479674351,0.0450282281983299,0.0544914716662,0.0529523185931799,0.05040394616698,0.0522630131800999,0.06177043616125
76,FLEMINGTON,0.04650938808824,0.0489628319658799,0.04969573258232,0.05224930808563,0.05316917973702,0.06300103360435,0.05786361254585,0.05472856499919,0.05411210420564,0.06124585433656
77,KENSINGTON,0.04650938808824,0.0489628319658799,0.04969573258232,0.05224930808563,0.05316917973702,0.06300103360435,0.05786361254585,0.05472856499919,0.05411210420564,0.06124585433656
78,ASCOT VALE,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
79,HIGHPOINT CITY,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
80,MARIBYRNONG,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
81,TRAVANCORE,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
82,KEILOR EAST,0.04650938808824,0.0489628319658799,0.04969573258232,0.05224930808563,0.05316917973702,0.06300103360435,0.05786361254585,0.05472856499919,0.05411210420564,0.06124585433656
83,AVONDALE HEIGHTS,0.04650938808824,0.0489628319658799,0.04969573258232,0.05224930808563,0.05316917973702,0.06300103360435,0.05786361254585,0.05472856499919,0.05411210420564,0.06124585433656
84,KEILOR,0.05126172194369,0.06697679818233,0.06798689760003,0.06925760728624,0.06991330527137,0.0853067749866,0.07509486517035,0.06912974832443,0.06507169786827,0.06689099452015
85,KEILOR NORTH,0.05126172194369,0.06697679818233,0.06798689760003,0.06925760728624,0.06991330527137,0.0853067749866,0.07509486517035,0.06912974832443,0.06507169786827,0.06689099452015
86,CALDER PARK,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
87,DELAHEY,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
88,HILLSIDE,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
89,PLUMPTON,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
90,SYDENHAM,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
91,TAYLORS HILL,0.04997810400896,0.05853913043478,0.0550334675267999,0.05135976722521,0.0541522561197199,0.06410691557064,0.06208353407701,0.05822487220534,0.0550848825200099,0.05853172087992
92,KEILOR DOWNS,0.06252185377446,0.07380178345907,0.07228679951138,0.06980799448128,0.0639912655739,0.0739360399627799,0.07378771283481,0.06915472519499,0.07785633815741,0.07989203917966
93,KEILOR LODGE,0.06252185377446,0.07380178345907,0.07228679951138,0.06980799448128,0.0639912655739,0.0739360399627799,0.07378771283481,0.06915472519499,0.07785633815741,0.07989203917966
94,TAYLORS LAKES,0.06252185377446,0.07380178345907,0.07228679951138,0.06980799448128,0.0639912655739,0.0739360399627799,0.07378771283481,0.06915472519499,0.07785633815741,0.07989203917966
95,WATERGARDENS,0.06252185377446,0.07380178345907,0.07228679951138,0.06980799448128,0.0639912655739,0.0739360399627799,0.07378771283481,0.06915472519499,0.07785633815741,0.07989203917966
96,MOONEE PONDS,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
97,ABERFELDIE,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
98,ESSENDON,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
99,ESSENDON WEST,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
100,ESSENDON FIELDS,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
101,ESSENDON NORTH,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
102,STRATHMORE,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
103,STRATHMORE HEIGHTS,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
104,AIRPORT WEST,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
105,KEILOR PARK,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
106,NIDDRIE,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
107,NIDDRIE NORTH,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
108,GLADSTONE PARK,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
109,GOWANBRAE,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
110,TULLAMARINE,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
111,PASCOE VALE,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
112,PASCOE VALE SOUTH,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
113,MELBOURNE AIRPORT,0.05126172194369,0.06697679818233,0.06798689760003,0.06925760728624,0.06991330527137,0.0853067749866,0.07509486517035,0.06912974832443,0.06507169786827,0.06689099452015
114,GLENROY,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
115,HADFIELD,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
116,OAK PARK,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
117,BROADMEADOWS,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
118,DALLAS,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
119,JACANA,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
120,COOLAROO,0.05126172194369,0.06697679818233,0.06798689760003,0.06925760728624,0.06991330527137,0.0853067749866,0.07509486517035,0.06912974832443,0.06507169786827,0.06689099452015
121,MEADOW HEIGHTS,0.05126172194369,0.06697679818233,0.06798689760003,0.06925760728624,0.06991330527137,0.0853067749866,0.07509486517035,0.06912974832443,0.06507169786827,0.06689099452015
122,ATTWOOD,0.05126172194369,0.06697679818233,0.06798689760003,0.06925760728624,0.06991330527137,0.0853067749866,0.07509486517035,0.06912974832443,0.06507169786827,0.06689099452015
123,WESTMEADOWS,0.05126172194369,0.06697679818233,0.06798689760003,0.06925760728624,0.06991330527137,0.0853067749866,0.07509486517035,0.06912974832443,0.06507169786827,0.06689099452015
124,ROYAL MELBOURNE HOSPITAL,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
125,HOTHAM HILL,0.04650938808824,0.0489628319658799,0.04969573258232,0.05224930808563,0.05316917973702,0.06300103360435,0.05786361254585,0.05472856499919,0.05411210420564,0.06124585433656
126,NORTH MELBOURNE,0.04650938808824,0.0489628319658799,0.04969573258232,0.05224930808563,0.05316917973702,0.06300103360435,0.05786361254585,0.05472856499919,0.05411210420564,0.06124585433656
127,MELBOURNE UNIVERSITY,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
128,PARKVILLE,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
129,CARLTON,0.0919464539904099,0.11026424242424,0.10907640174948,0.11476457637952,0.11001729274746,0.1215686696665,0.11177340613636,0.11416059063603,0.10960910888259,0.11319338485013
130,CARLTON SOUTH,0.0919464539904099,0.11026424242424,0.10907640174948,0.11476457637952,0.11001729274746,0.1215686696665,0.11177340613636,0.11416059063603,0.10960910888259,0.11319338485013
131,CARLTON NORTH,0.0919464539904099,0.11026424242424,0.10907640174948,0.11476457637952,0.11001729274746,0.1215686696665,0.11177340613636,0.11416059063603,0.10960910888259,0.11319338485013
132,PRINCES HILL,0.0919464539904099,0.11026424242424,0.10907640174948,0.11476457637952,0.11001729274746,0.1215686696665,0.11177340613636,0.11416059063603,0.10960910888259,0.11319338485013
133,BRUNSWICK SOUTH,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
134,BRUNSWICK WEST,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
135,MOONEE VALE,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
136,MORELAND WEST,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
137,BRUNSWICK,0.0919464539904099,0.11026424242424,0.10907640174948,0.11476457637952,0.11001729274746,0.1215686696665,0.11177340613636,0.11416059063603,0.10960910888259,0.11319338485013
138,BRUNSWICK LOWER,0.0919464539904099,0.11026424242424,0.10907640174948,0.11476457637952,0.11001729274746,0.1215686696665,0.11177340613636,0.11416059063603,0.10960910888259,0.11319338485013
139,BRUNSWICK NORTH,0.0919464539904099,0.11026424242424,0.10907640174948,0.11476457637952,0.11001729274746,0.1215686696665,0.11177340613636,0.11416059063603,0.10960910888259,0.11319338485013
140,BRUNSWICK EAST,0.0919464539904099,0.11026424242424,0.10907640174948,0.11476457637952,0.11001729274746,0.1215686696665,0.11177340613636,0.11416059063603,0.10960910888259,0.11319338485013
141,LYGON STREET NORTH,0.0919464539904099,0.11026424242424,0.10907640174948,0.11476457637952,0.11001729274746,0.1215686696665,0.11177340613636,0.11416059063603,0.10960910888259,0.11319338485013
142,SUMNER,0.0919464539904099,0.11026424242424,0.10907640174948,0.11476457637952,0.11001729274746,0.1215686696665,0.11177340613636,0.11416059063603,0.10960910888259,0.11319338485013
143,BATMAN,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
144,COBURG,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
145,COBURG NORTH,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
146,MERLYNSTON,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
147,MORELAND,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
148,GREENVALE,0.05126172194369,0.06697679818233,0.06798689760003,0.06925760728624,0.06991330527137,0.0853067749866,0.07509486517035,0.06912974832443,0.06507169786827,0.06689099452015
149,FAWKNER,0.049926901475,0.05721490554243,0.05835499512946,0.06387391352184,0.05944376010035,0.07034487561958,0.06650979924942,0.06273651880877,0.0576671117156,0.06250995432161
