,Year,Year ending,Police Region,Local Government Area,Incidents Recorded,"Rate per 100,000 population",crime_rate
766,2013,December,4 Western, Moorabool,1502,4939.164748438,0.04939164748438
767,2013,December,4 Western, Mount Alexander,624,3419.740231271,0.03419740231271
768,2013,December,4 Western, Moyne,435,2647.43472704,0.0264743472704
769,2013,December,4 Western, Northern Grampians,683,5749.158249158,0.057491582491580005
770,2013,December,4 Western, Pyrenees,316,4554.626693572,0.045546266935719996
771,2013,December,4 Western, Queenscliffe,73,2431.712191872,0.02431712191872
772,2013,December,4 Western, Southern Grampians,883,5398.960562519,0.05398960562519
773,2013,December,4 Western, Surf Coast,983,3482.357942468,0.03482357942468
774,2013,December,4 Western, Swan Hill,1437,6841.879731467,0.06841879731467
775,2013,December,4 Western, Warrnambool,1910,5714.627651617,0.05714627651617
776,2013,December,4 Western, West Wimmera,121,2934.044616877,0.02934044616877
777,2013,December,4 Western, Yarriambiack,215,3057.451649602,0.030574516496020002
778,2013,December,4 Western,Total,52587,5675.23990831,0.0567523990831
783,2012,December,1 North West Metro, Banyule,5814,4704.492490937,0.047044924909370005
784,2012,December,1 North West Metro, Brimbank,15481,7989.203917966,0.07989203917966
785,2012,December,1 North West Metro, Darebin,9672,6670.988923068,0.06670988923068
786,2012,December,1 North West Metro, Hobsons Bay,5850,6622.216687986,0.06622216687986
787,2012,December,1 North West Metro, Hume,11987,6689.099452015,0.06689099452015
788,2012,December,1 North West Metro, Maribyrnong,7474,9683.981393902,0.09683981393902001
789,2012,December,1 North West Metro, Melbourne,24747,23003.774005838,0.23003774005838
790,2012,December,1 North West Metro, Melton,6926,5853.172087992,0.05853172087992
791,2012,December,1 North West Metro, Moonee Valley,6962,6124.585433656,0.06124585433656
792,2012,December,1 North West Metro, Moreland,9812,6250.995432161,0.06250995432161001
793,2012,December,1 North West Metro, Nillumbik,1454,2310.320171606,0.023103201716059996
794,2012,December,1 North West Metro, Whittlesea,9849,5793.767978681,0.057937679786810005
795,2012,December,1 North West Metro, Wyndham,11065,6177.043616125,0.06177043616125
796,2012,December,1 North West Metro, Yarra,9199,11319.338485013,0.11319338485013
797,2012,December,1 North West Metro,Total,136292,7584.680161475,0.07584680161475
798,2012,December,2 Eastern, Alpine,318,2610.194533366,0.02610194533366
799,2012,December,2 Eastern, Bass Coast,1848,5997.85790789,0.0599785790789
800,2012,December,2 Eastern, Baw Baw,2133,4792.612232059,0.04792612232059
801,2012,December,2 Eastern, Benalla,728,5256.697234457,0.05256697234457
802,2012,December,2 Eastern, Boroondara,5918,3512.520551035,0.035125205510350005
803,2012,December,2 Eastern, East Gippsland,2667,6155.230907706,0.06155230907706
804,2012,December,2 Eastern, Greater Shepparton,4824,7710.750935072,0.07710750935072
805,2012,December,2 Eastern, Indigo,383,2478.322764333,0.024783227643330002
806,2012,December,2 Eastern, Knox,6852,4409.096173893,0.04409096173893
807,2012,December,2 Eastern, Latrobe,7456,10075.131073996,0.10075131073996
808,2012,December,2 Eastern, Manningham,2924,2489.782016349,0.02489782016349
809,2012,December,2 Eastern, Mansfield,254,3136.964307768,0.03136964307768
810,2012,December,2 Eastern, Maroondah,5219,4813.066012505,0.04813066012505
811,2012,December,2 Eastern, Mitchell,1961,5389.73175022,0.053897317502200004
812,2012,December,2 Eastern, Moira,1058,3689.62510898,0.0368962510898
813,2012,December,2 Eastern, Monash,6526,3619.282133191,0.03619282133191
814,2012,December,2 Eastern, Murrindindi,457,3396.254458977,0.03396254458977
815,2012,December,2 Eastern, South Gippsland,935,3348.134355081,0.03348134355081
816,2012,December,2 Eastern, Strathbogie,379,3889.573070608,0.038895730706079996
817,2012,December,2 Eastern, Towong,196,3299.663299663,0.03299663299663
818,2012,December,2 Eastern, Wangaratta,1737,6330.636343757,0.06330636343757
819,2012,December,2 Eastern, Wellington,2862,6742.843680057,0.06742843680057
820,2012,December,2 Eastern, Whitehorse,5583,3496.783810699,0.03496783810699
821,2012,December,2 Eastern, Wodonga,2603,7081.451656782,0.07081451656782001
822,2012,December,2 Eastern, Yarra Ranges,5216,3480.488976672,0.03480488976672
823,2012,December,2 Eastern,Total,71037,4515.558166011,0.04515558166011
824,2012,December,3 Southern Metro, Bayside,3504,3613.451444246,0.03613451444246
825,2012,December,3 Southern Metro, Cardinia,3819,4748.700604312,0.04748700604312
826,2012,December,3 Southern Metro, Casey,11798,4381.964046947,0.04381964046947
827,2012,December,3 Southern Metro, Frankston,10534,7968.591615353,0.07968591615353
828,2012,December,3 Southern Metro, Glen Eira,4619,3320.250726013,0.03320250726013
829,2012,December,3 Southern Metro, Greater Dandenong,11781,8118.332919871,0.08118332919870999
830,2012,December,3 Southern Metro, Kingston,7481,4972.911888856,0.04972911888856
831,2012,December,3 Southern Metro, Mornington Peninsula,7355,4848.384970336,0.048483849703360005
832,2012,December,3 Southern Metro, Port Phillip,8837,8846.465718319,0.08846465718318999
833,2012,December,3 Southern Metro, Stonnington,7291,7189.626269599,0.07189626269599
834,2012,December,3 Southern Metro,Total,77019,5636.236303483,0.05636236303483
835,2012,December,4 Western, Ararat,934,8192.98245614,0.0819298245614
836,2012,December,4 Western, Ballarat,8179,8455.669506244,0.08455669506244
837,2012,December,4 Western, Buloke,236,3668.013677339,0.03668013677339
838,2012,December,4 Western, Campaspe,2233,6028.45495532,0.060284549553200006
839,2012,December,4 Western, Central Goldfields,771,6064.181217555,0.06064181217555
840,2012,December,4 Western, Colac-Otway,1183,5659.745478902,0.05659745478902
841,2012,December,4 Western, Corangamite,543,3296.903460838,0.03296903460838
842,2012,December,4 Western, Gannawarra,423,4029.338921699,0.04029338921699
843,2012,December,4 Western, Glenelg,1093,5513.240857503,0.055132408575030004
844,2012,December,4 Western, Golden Plains,376,1917.975923281,0.019179759232809998
845,2012,December,4 Western, Greater Bendigo,5647,5434.772147635,0.054347721476349996
846,2012,December,4 Western, Greater Geelong,13449,6136.836533547,0.06136836533547
847,2012,December,4 Western, Hepburn,555,3743.676222597,0.03743676222597
848,2012,December,4 Western, Hindmarsh,199,3397.643844972,0.03397643844972
849,2012,December,4 Western, Horsham,1416,7221.542227662,0.07221542227662
850,2012,December,4 Western, Loddon,333,4422.898127241,0.04422898127241
851,2012,December,4 Western, Macedon Ranges,1319,3011.828104307,0.030118281043070003
852,2012,December,4 Western, Mildura,4595,8756.550738447,0.08756550738447
853,2012,December,4 Western, Moorabool,1352,4604.434151824,0.046044341518239995
854,2012,December,4 Western, Mount Alexander,634,3511.881681715,0.03511881681715
855,2012,December,4 Western, Moyne,537,3293.670264966,0.03293670264966
856,2012,December,4 Western, Northern Grampians,654,5463.65914787,0.0546365914787
857,2012,December,4 Western, Pyrenees,248,3615.160349854,0.03615160349854
858,2012,December,4 Western, Queenscliffe,111,3631.010794897,0.03631010794897
859,2012,December,4 Western, Southern Grampians,800,4859.972055161,0.04859972055161
860,2012,December,4 Western, Surf Coast,1175,4268.07119506,0.0426807119506
861,2012,December,4 Western, Swan Hill,1381,6585.284440418,0.06585284440418
862,2012,December,4 Western, Warrnambool,1827,5526.482954717,0.055264829547170005
863,2012,December,4 Western, West Wimmera,133,3156.146179402,0.03156146179402
864,2012,December,4 Western, Yarriambiack,274,3861.874559549,0.03861874559549
865,2012,December,4 Western,Total,52610,5757.920012958,0.057579200129580003
