,SA2,2005_income,2006_income,2007_income,2008_income,2009_income
1669,501031019,32595,34920,36688,38837,38617
1670,501031020,30373,33706,34071,35846,34751
1671,502011021,41646,36865,40109,44569,46316
1672,502011022,39552,42079,42867,46359,48774
1673,502011023,39549,42082,42867,46363,48773
1674,502011024,39548,42081,42868,46363,48774
1675,502011025,39550,42078,42868,46364,48776
1676,502011026,38075,40985,43951,45379,48578
1677,502011027,39585,42406,42960,46812,50172
1678,502011028,39547,42077,42869,46359,48777
1679,502011029,38325,41080,43942,46932,48734
1680,503011030,76624,87265,89178,96405,102971
1681,503011031,70444,78633,77113,85932,90534
1682,503011032,89402,99032,100553,104228,113892
1683,503011033,54418,59668,61819,66001,70025
1684,503011034,77900,83578,83799,115338,99609
1685,503011035,79321,89341,88187,96409,106981
1686,503011036,70440,78638,77125,85937,90517
1687,503021037,53560,52625,51429,61013,60757
1688,503021038,49105,53119,56289,60191,62224
1689,503021039,51948,56963,59577,65445,68043
1690,503021040,47978,52579,56273,60597,62866
1691,503021041,51047,53524,53578,60256,62610
1692,503021042,63004,69758,71188,80180,84088
1693,503021043,53883,58710,61501,65607,69098
1694,504011044,37674,41071,43048,46469,47337
1695,504011045,40419,44330,46881,50186,52156
1696,504011046,42366,46408,47866,52509,53486
1697,504011047,37235,40197,41694,45281,45156
1698,504011048,37159,40108,41579,45177,45002
1699,504021049,38619,40820,42947,47865,49539
1700,504021050,44337,48539,50160,54514,56799
1701,504021051,37638,40608,42874,46326,47510
1702,504021052,39969,44053,45111,50656,52893
1703,504021053,40557,43694,45589,49369,51466
1704,504021054,37598,40561,42836,46264,47441
1705,504031056,35858,38250,40871,44357,45049
1706,504031057,35216,38006,40972,43834,44276
1707,504031058,38979,42809,42546,47691,52070
1708,504031059,41528,44761,47704,52032,53558
1709,504031060,42973,46467,48642,54853,57933
1710,504031061,41488,45103,47461,53632,53342
1711,504031062,38922,42389,44489,48804,49320
1712,504031063,40906,49908,47829,57251,59725
1713,504031064,-,-,-,-,-
1714,504031065,37605,40566,42827,46266,47440
1715,504031066,38364,41435,43714,47659,48593
1716,504031067,37598,40556,42838,46259,47447
1717,504031068,40633,43825,46809,50845,52672
1718,505011070,41278,44596,47409,51734,54323
1719,505011071,41397,45387,48262,52784,55682
1720,505011072,44837,49405,52816,55510,57875
1721,505011073,38045,40982,43145,46261,47875
1722,505011074,39103,42126,44620,48482,50807
1723,505011075,42752,46307,49347,53977,56775
1724,505011076,41394,45388,48272,52783,55683
1725,505011077,39102,42128,44624,48487,50812
1726,505011078,41204,44753,47483,50915,52792
1727,505011079,40856,44117,46867,51100,53629
1728,505011080,39100,42126,44625,48481,50805
1729,505011081,42754,46306,49339,53980,56780
1730,505011082,48689,53211,56329,60696,64699
1731,505011083,41210,44754,47484,50922,52802
1732,505021084,39030,42617,45805,48639,52513
1733,505021085,31085,33784,36197,39842,40637
1734,505021086,40737,45088,47325,49739,51877
1735,505021087,4088,-,-,5906,-
1736,505021088,45449,49518,52010,57160,60374
1737,505021089,46715,50928,53641,58468,61918
1738,505021090,31138,33846,36262,39897,40709
1739,505021091,14599,16351,19629,21095,-
1740,505021092,47019,50318,53034,57451,60543
1741,505021093,39254,42936,45952,49030,52520
1742,505021094,51417,55085,57701,62366,67881
1743,505021095,39781,43165,45813,48983,50194
1744,505021096,46177,49848,52447,57221,60351
1745,505021097,44635,48668,51284,55467,57073
1746,505031098,32622,35014,37482,40427,41283
1747,505031099,37753,40332,43293,47293,49019
1748,505031100,38346,41582,44556,49095,50399
1749,505031101,37438,40459,43389,46713,48303
1750,505031102,32616,35014,37485,40430,41287
1751,505031103,39144,42822,45168,48681,50438
1752,505031104,32621,35014,37488,40425,41287
1753,505031105,37472,40448,43373,46780,48398
1754,505031107,39165,42819,45203,48490,50448
1755,505031108,39151,42825,45179,48618,50602
1756,505031109,35903,38166,40823,45142,47340
1757,506011110,35885,39156,42010,45180,47720
1758,506011112,37311,40563,42831,45565,47020
1759,506011113,35887,39158,42015,45184,47719
1760,506011114,37311,40557,42829,45568,47034
1761,506011115,35890,39152,42011,45183,47727
1762,506011116,37316,40561,42828,45571,47029
1763,506011117,35886,39157,42013,45183,47719
1764,506021118,40614,43601,45079,50393,51875
1765,506021119,40321,43447,45718,51004,51129
1766,506021120,-,-,-,-,-
1767,506021121,35764,39050,40936,44791,46014
1768,506021122,36893,40082,42688,46794,47824
1769,506021123,41386,45050,47201,51551,54315
1770,506031124,32845,35477,38255,40617,41471
1771,506031125,41237,43994,46831,50442,52006
1772,506031127,35053,37735,40674,43346,44207
1773,506031128,37539,40180,42700,46094,47665
1774,506031129,43959,46880,49517,53049,55426
1775,506031130,48944,51834,59872,67038,64200
1776,506031131,41231,43988,46824,50432,51997
1777,506041132,34829,37469,40261,43163,44122
1778,506041133,41226,43981,46814,50423,51987
1779,506041134,36097,38972,41558,44857,45758
1780,506041135,36093,38973,41559,44855,45760
1781,506041136,34879,39182,40663,42669,42881
1782,506041137,36402,38936,41218,44453,45474
1783,506051138,36885,40192,42907,45733,47097
1784,506051139,40167,42835,45988,49666,50736
1785,506051140,42172,46032,48412,52758,53883
1786,506051141,42914,47239,49357,54001,55187
1787,506061142,40242,43973,46818,50795,52500
1788,506061143,41750,45484,47444,51117,52278
1789,506061144,40219,43597,44077,48124,49166
1790,506071145,46422,49663,52312,56598,59216
1791,506071146,46421,49666,52315,56595,59213
1792,506071147,57666,64552,68061,70941,73847
1793,507011148,41014,44571,47062,51596,53579
1794,507011149,41030,44596,47087,51611,53598
1795,507011150,36050,40284,42062,48262,48840
1796,507011152,42425,45933,48315,52513,54737
1797,507011153,37857,40860,43361,47184,48574
1798,507011154,37856,40864,43363,47180,48574
1799,507011155,40893,45379,51545,53043,55231
1800,507011156,41011,44567,47078,51615,53565
1801,507011157,40966,44601,47193,51707,53517
1802,507011158,37974,41033,43485,47420,48741
1803,507011159,39515,42870,45403,49700,51575
1804,507011160,37866,40866,43369,47191,48586
1805,507011161,41014,44575,47057,51599,53579
1806,507011162,42342,45903,48254,52476,54729
1807,507011163,41010,44569,47060,51601,53571
1808,507021164,54198,59314,61236,63793,69269
1809,507021165,50813,53833,53902,60009,62601
1810,507021166,40392,43751,45665,50194,52330
1811,507031168,36318,39065,41956,45730,46692
1812,507031169,36891,39705,42807,46660,47916
1813,507031170,37100,39940,43092,46942,48293
1814,507031171,36769,39586,42624,46467,47673
1815,507031172,37983,41756,42597,51515,49288
1816,507031173,38981,41008,42825,52101,48091
1817,507031174,36331,39026,41944,45769,46655
1818,507041175,59506,65954,67324,69564,75958
1819,507041176,43520,45485,47273,51139,53340
1820,507041177,46277,50386,52347,57582,59333
1821,507041178,54208,59980,61581,65354,69351
1822,507041179,42638,45805,47649,51148,53519
1823,507041180,42629,45791,47646,51139,53517
1824,507041181,48067,53543,55154,61005,63838
1825,507041182,39534,42236,44531,48360,49996
1826,507041183,49075,54897,56420,62087,66017
1827,507041184,43531,45485,47259,51125,53326
1828,507051185,44471,47541,50467,55119,56593
1829,507051186,38097,40819,42944,46798,47629
1830,507051187,41309,43340,46346,50216,51200
1831,507051188,38083,40817,42939,46784,47620
1832,507051189,39691,43838,44197,46844,47458
1833,507051190,38865,41084,43749,47518,48804
1834,507051191,43177,46453,49093,54563,57488
1835,507051192,38864,41087,43752,47523,48798
1836,507051193,38877,41093,43764,47529,48808
1837,508011194,33655,39924,46113,44674,41037
1838,508011195,31321,45154,54900,49815,32412
1839,508021196,37520,40949,40220,41942,43426
1840,508021197,35768,39682,40556,44261,46401
1841,508031198,46236,48703,52310,56213,54568
1842,508031199,50339,54614,57138,61450,60712
1843,508031200,50355,54632,57157,61478,60715
1844,508031202,48755,52207,56458,60358,61034
1845,508031203,40498,43830,47686,51522,48884
1846,508041205,39827,43869,46509,49106,50734
1847,508041206,34847,39549,40206,43446,43702
1848,508041207,36316,40277,40578,42976,39922
1849,508041208,44231,48419,52010,51721,51660
1850,508041209,39256,43490,46043,48443,49825
1851,508051210,38374,41565,42468,46402,48542
1852,508051211,38144,41430,41924,46515,48723
1853,508051212,37766,41219,41075,46693,48972
1854,508051213,38295,41522,42285,46437,48607
1855,508051214,39029,41654,39557,44608,47802
1856,508051215,34086,36585,35699,41555,41895
1857,508051216,32585,38871,30165,40557,43804
1858,508051217,31162,35598,30420,46399,44455
1859,508061218,59924,62885,67248,72975,73645
1860,508061219,53959,57777,62488,69181,68536
1861,508061220,58648,65346,71933,79553,79925
1862,508061221,58445,61712,66685,73699,72167
1863,508061222,58886,67021,70270,76751,78584
1864,508061223,57945,61736,67252,74631,75316
1865,508061224,52568,57856,60944,67498,68502
1866,509011225,33656,36438,37618,39523,40262
1867,509011226,31998,35594,36739,39951,37602
1868,509011227,33661,36444,37621,39517,40262
1869,509011228,27729,30297,30776,34095,34171
1870,509011229,27499,29838,46545,47343,28090
1871,509011230,32251,33634,38396,40041,37629
1872,509011231,32015,31759,35953,38075,32841
1873,509011232,33660,36433,37614,39530,40254
1874,509011233,33652,36443,37621,39520,40265
1875,509011234,27863,29305,32697,36476,32848
1876,509011235,-,-,-,-,-
1877,509021236,36141,39475,40832,44668,46702
1878,509021237,32261,36559,40695,49539,35708
1879,509021238,34163,36533,41779,47173,40180
1880,509021239,33293,34697,35839,38305,40329
1881,509021240,31866,39686,40531,48861,43430
1882,509021241,33095,37192,34346,42084,44021
1883,509021242,32214,41236,38776,51293,50611
1884,509021243,35644,37866,40316,43922,44264
1885,509021244,36160,38956,40701,44527,46787
1886,509021245,33651,35071,37913,42608,36932
1887,509031246,34786,36991,43324,49241,36686
1888,509031247,27702,31288,40871,48810,33858
1889,509031248,42307,45042,49855,53577,54924
1890,509031249,34888,36393,40088,42943,40675
1891,509031250,34966,32600,40099,41752,35059
1892,599999999,47804,52332,51548,55195,56487
1893,601011001,31356,32587,34304,36618,38157
1894,601011002,32573,33908,35621,37746,39298
1895,601011003,37665,39644,41248,42363,43824
1896,601021004,37011,39241,39788,42200,44463
1897,601021005,40593,42805,43108,46127,48385
1898,601021006,37730,39210,40395,42239,44468
1899,601021007,36911,39117,39681,42086,44343
1900,601021008,37720,39185,40343,42232,44491
1901,601021009,37017,39241,39791,42197,44455
1902,601021010,29224,29597,31175,33190,34577
1903,601021011,28091,29634,31528,33701,35929
1904,601021012,37820,39423,40220,44307,45288
1905,601031013,32062,33261,35017,37053,38342
1906,601031014,32498,33891,35804,37860,39197
1907,601031015,32472,33660,35463,37328,38469
1908,601031016,32137,33693,34999,37953,38281
1909,601031017,31664,32788,34359,36753,37935
1910,601031018,31657,32769,34352,36731,37927
1911,601031019,32354,34056,35280,38433,38483
1912,601031020,31305,32738,33812,35601,36683
1913,601031021,32278,33980,35212,38360,38406
1914,601041022,35894,38342,38995,41313,42979
1915,601041023,38102,40320,40748,42693,44919
1916,601041024,35810,37482,38542,40633,43251
1917,601041026,42704,45942,45332,48246,51476
1918,601051027,43284,47212,47321,50328,50740
1919,601051028,40269,42617,42996,46146,47901
1920,601051029,46501,49247,48631,53567,54660
1921,601051030,39388,41380,41953,45045,46987
1922,601051031,50814,53125,52172,59922,59002
1923,601051032,44250,49798,50621,52559,51129
1924,601051033,42464,45664,45535,48834,50098
1925,601061034,31285,33413,34140,36024,38166
1926,601061035,33213,35567,36493,38495,40309
1927,602011036,27740,29165,30777,33298,34121
1928,602011037,33096,35136,36618,38502,40334
1929,602011038,37544,39929,40595,43230,44762
1930,602011039,35230,37274,38462,40444,42634
1931,602011040,27731,29175,30766,33286,34123
1932,602011041,27736,29174,30765,33285,34119
1933,602011042,37555,39951,40610,43250,44780
1934,602011043,37564,39941,40610,43258,44784
1935,602011044,37557,39954,40618,43254,44778
1936,602011045,37561,39957,40615,43257,44780
1937,602011046,37555,39947,40614,43258,44774
1938,602011047,33240,35281,36740,38643,40459
1939,602011048,37528,39922,40589,43228,44739
1940,602011049,37558,39954,40614,43254,44774
1941,602011050,37555,39949,40622,43248,44781
1942,602011051,37523,39911,40585,43208,44731
1943,602011052,35221,37409,38912,41032,42498
1944,602021053,32164,35016,37140,36929,37087
1945,602021054,28331,29824,31987,32984,32187
1946,602021055,33212,33915,35746,37358,39176
1947,602021056,34069,35933,36945,39135,39813
1948,602021057,31403,33462,35467,37703,37110
1949,602031058,33767,35480,37978,39628,40265
1950,602031059,34084,36009,36953,39450,40046
1951,602031060,33442,35206,36484,39288,38471
1952,602031061,28689,31649,32309,34751,35267
1953,602031062,34391,37350,38610,40064,41626
1954,602031063,28365,29269,32288,32684,33075
1955,602031064,26674,28296,29421,31139,32272
1956,603011065,31269,32647,33950,35907,37108
1957,603011066,31315,32752,33844,35629,36751
1958,603011067,28722,29733,30502,32322,35150
1959,603011068,62949,52172,72280,73674,68491
1960,603021069,32028,33037,33681,35653,37832
1961,603021070,27087,29938,30474,32832,33752
1962,603021071,29662,32072,33590,34523,35198
1963,603021072,30090,33195,33435,35092,37029
1964,603031073,26059,26745,28229,28637,29974
1965,603031074,28068,30557,30663,31789,33643
1966,604011075,34526,36854,38850,41034,41705
1967,604011076,32571,34061,36634,38335,38862
1968,604011077,34499,36790,38823,41010,41658
1969,604011078,34483,36775,38826,40997,41644
1970,604011079,32793,34313,36439,39004,39953
1971,604011080,34520,36851,38848,41028,41705
1972,604011081,32305,34669,36352,38199,38831
1973,604011082,32087,33780,35460,36750,38224
1974,604011083,32095,33785,35464,36743,38223
1975,604011084,31805,33905,35849,37453,36968
1976,604021085,33406,35178,35842,37630,39023
1977,604021086,33405,35178,35846,37630,39022
1978,604021087,33618,36206,37592,39975,41375
1979,604021088,33415,35178,35849,37641,39023
1980,604021089,33618,36215,37586,39993,41382
1981,604021090,33416,35168,35842,37627,39028
1982,604021091,28363,29850,31265,32917,34370
1983,604021092,32519,34230,35582,37021,38492
1984,604031093,34221,36290,32957,39577,38950
1985,604031094,33067,34406,37472,37874,37471
1986,604031095,33599,34382,37998,37425,36491
1987,604031096,32070,33931,36371,37975,37507
1988,604031097,38784,40568,43629,46798,46606
1989,699999999,48821,51201,53934,49543,61479
1990,701011001,52135,54055,55669,58450,60966
1991,701011002,45953,45177,43421,47440,48523
1992,701011003,52187,53569,55202,58944,61347
1993,701011004,52113,54078,55743,58404,60976
1994,701011005,52112,54104,55761,58394,60962
1995,701011006,52112,54089,55765,58379,60975
1996,701011007,52107,54074,55770,58396,60947
1997,701011008,52102,54097,55751,58397,60979
1998,701011009,52109,54099,55749,58379,60955
1999,701021010,43387,44900,46941,50373,52526
2000,701021011,42684,44402,46831,49797,52242
2001,701021012,48108,54726,53610,57843,59740
2002,701021013,43387,44884,46934,50384,52528
2003,701021014,-,-,17694,-,-
2004,701021015,-,-,-,-,-
2005,701021016,43374,44902,46955,50375,52522
2006,701021018,43375,44905,46968,50354,52494
2007,701021019,42681,44406,46829,49780,52227
2008,701021020,42674,44402,46830,49773,52240
2009,701021021,43377,44906,46960,50358,52528
2010,701021022,42683,44406,46829,49782,52238
2011,701021023,43394,44873,46950,50378,52504
2012,701021024,43391,44897,46935,50380,52531
2013,701021025,43394,44884,46952,50382,52515
2014,701021026,43371,44896,46951,50362,52527
2015,701021027,43382,44879,46934,50355,52529
2016,701021028,43398,44903,46950,50384,52516
2017,701021029,43395,44904,46967,50358,52537
2018,701021030,42675,44408,46817,49781,52236
2019,701031031,45219,46982,50736,54677,54640
2020,701031032,41199,44437,47097,50564,53353
2021,701031033,-,-,-,-,22266
2022,701031034,45296,47035,50879,54836,54705
2023,701031035,37005,40439,43239,45327,46539
2024,701041036,44625,46489,49353,51571,54155
2025,701041037,40740,43946,46778,49976,51626
2026,701041038,40737,43950,46791,49955,51636
2027,701041039,40761,43954,46785,49973,51620
2028,701041040,40753,43940,46784,49967,51614
2029,701041041,42847,45356,48259,50917,53241
2030,701041042,-,-,-,30104,37156
2031,701041043,44642,46485,49347,51552,54174
2032,701041044,40753,43946,46799,49970,51640
2033,702011045,41125,42791,45059,48382,50153
2034,702011046,41125,42780,45057,48374,50151
2035,702011047,41125,42793,45061,48383,50155
2036,702011048,41133,42781,45069,48387,50158
2037,702011049,41137,42791,45072,48380,50166
2038,702011050,22125,22718,25943,28988,30809
2039,702011051,41137,42768,45064,48386,50143
2040,702011052,22112,22732,25932,28994,30838
2041,702011053,22117,22721,25934,28985,30845
2042,702011054,22109,22732,25941,28958,30830
2043,702021055,29445,32934,36980,39251,38338
2044,702021056,36821,38308,38896,43452,43763
2045,702031057,44747,44524,47200,48014,49633
2046,702031058,29000,36869,45957,46146,42614
2047,702041062,59622,59242,61534,69451,73480
2048,702041063,57732,60080,64352,60673,63955
2049,702041064,57635,60030,64384,60597,63985
2050,702051065,20685,23484,22460,25560,27375
2051,702051066,24486,25478,26235,30951,32681
2052,702051067,40613,42917,43661,47367,47916
2053,702051068,20693,23500,22439,25525,27399
2054,799999999,40912,42827,44007,47039,47792
2055,801011001,49165,51344,51589,54719,56467
2056,801011002,45035,47392,49120,51789,53277
2057,801011003,45029,47391,49121,51791,53286
2058,801011004,43332,45461,46835,49842,51672
2059,801011005,49182,51344,51582,54741,56468
2060,801011006,43338,45467,46839,49852,51669
2061,801011007,45025,47393,49115,51800,53284
2062,801011008,43352,45487,46856,49866,51678
2063,801011009,43345,45463,46846,49860,51665
2064,801011010,43324,45460,46837,49843,51657
2065,801011011,45034,47397,49105,51790,53293
2066,801011013,49179,51338,51573,54727,56491
2067,801011014,43338,45473,46843,49864,51678
2068,801011015,43331,45473,46840,49853,51674
2069,801011016,45035,47394,49112,51792,53284
2070,801011017,43339,45469,46846,49858,51658
2071,801011019,43333,45472,46837,49859,51670
2072,801011020,49175,51336,51587,54737,56493
2073,801011021,45021,47394,49118,51801,53286
2074,801011022,43347,45463,46830,49865,51673
2075,801011023,49177,51336,51575,54726,56489
2076,801011024,49176,51352,51587,54719,56476
2077,801011025,43343,45476,46839,49858,51678
2078,801011026,49166,51337,51574,54726,56493
2079,801021027,46428,49118,50257,53339,55864
2080,801021028,43422,46906,48449,49800,52940
2081,801021029,43198,47312,47702,51553,54621
2082,801031030,44951,50715,48800,50503,52171
2083,801031031,43728,46524,48259,51172,53631
2084,801031032,44751,46562,47420,51005,54040
2085,801031033,44575,51790,48407,49466,50530
2086,801041034,48587,50723,55012,58327,60191
2087,801041035,48631,50735,55011,58353,60218
2088,801041036,46589,48573,51129,53027,51663
2089,801041037,40705,41723,45848,50561,57644
2090,801041038,48583,50707,54983,58336,60189
2091,801041039,48291,50892,52697,56339,57556
2092,801041040,46563,48614,51095,53016,51655
2093,801041041,45223,50266,50826,53589,52548
2094,801041042,8471,-,-,-,-
2095,801041043,50287,55063,52455,56978,59074
2096,801041044,48571,50728,55004,58314,60207
2097,801041045,-,19175,-,-,58606
2098,801041046,48294,50893,52696,56347,57559
2099,801041047,48296,50899,52704,56349,57563
2100,801041048,48291,50888,52708,56341,57558
2101,801051049,53023,50900,48592,51614,52364
2102,801051050,47453,51397,52909,56386,58337
2103,801051051,50413,55163,54302,59160,60199
2104,801051052,50366,55144,54242,59071,60134
2105,801051053,53019,50920,48615,51666,52407
2106,801051054,47435,51384,52916,56383,58324
2107,801051055,47439,51400,52913,56380,58339
2108,801051056,47451,51376,52917,56379,58329
2109,801051057,47446,51396,52907,56384,58322
2110,801051058,47446,51380,52909,56385,58328
2111,801051059,50413,55202,54283,59174,60225
2112,801051060,50404,55166,54281,59168,60208
2113,801051061,47451,51388,52910,56376,58321
2114,801061062,67827,72058,69549,74339,80251
2115,801061063,73877,78246,78868,85601,87488
2116,801061064,73838,78233,78893,85617,87473
2117,801061065,61275,64490,64976,69600,72217
2118,801061067,58179,61076,62929,67443,68616
2119,801061068,-,-,-,-,-
2120,801061069,73827,78235,78894,85596,87496
2121,801061070,67819,72063,69570,74362,80238
2122,801071071,45116,47843,49852,52862,54665
2123,801071072,43488,45652,47603,50825,53071
2124,801071073,43498,45650,47600,50815,53057
2125,801071074,43497,45646,47601,50812,53061
2126,801071075,45126,47842,49852,52862,54673
2127,801071076,47790,50799,52292,55702,58630
2128,801071077,43497,45647,47598,50827,53075
2129,801071078,45122,47846,49853,52863,54675
2130,801071079,47795,50782,52287,55710,58639
2131,801071080,44148,49628,51650,54173,54874
2132,801071081,43490,45645,47595,50825,53064
2133,801071082,46157,48462,50265,53239,55303
2134,801071083,47778,50771,52271,55712,58644
2135,801071084,47789,50794,52298,55713,58635
2136,801071085,-,17729,-,-,-
2137,801071086,45466,47909,49862,52127,54359
2138,801071087,43493,45644,47607,50818,53074
2139,801071088,43496,45650,47606,50814,53066
2140,801071089,43776,49486,50904,54187,55104
2141,801071090,45475,47920,49853,52117,54359
2142,801081091,49432,51837,52403,55448,58177
2143,801081092,49449,51833,52386,55422,58186
2144,801081093,49450,51835,52393,55444,58187
2145,801081094,49456,51832,52388,55440,58169
2146,801081095,49456,51826,52395,55435,58191
2147,801081096,49443,51827,52379,55424,58164
2148,801081097,49458,51818,52406,55421,58170
2149,801081098,49451,51837,52400,55429,58191
2150,801091099,50276,53228,54233,56198,57835
2151,801091100,55862,59631,60918,64829,67978
2152,801091101,52327,54233,54723,58754,60836
2153,801091102,55860,59633,60916,64833,67959
2154,801091103,55871,59618,60920,64830,67964
2155,801091104,52327,54229,54722,58720,60811
2156,801091105,50280,53222,54228,56189,57844
2157,801091106,52336,54222,54734,58730,60846
2158,801091107,50357,53302,54281,56244,57943
2159,801091108,52346,54216,54730,58740,60815
2160,801091109,50257,53246,54245,56202,57855
2161,801091110,52328,54208,54719,58739,60848
2162,899999999,41378,43983,45783,48940,50183
2163,901011001,49108,49168,47178,54947,63758
2164,901021002,36151,35813,35741,40406,44176
2165,901031003,32861,34682,34209,36491,38489
2166,999999999,8046,10724,9223,14909,20696
