,Postcode,Suburb,LGA,SA2_code,SA2_name
1698,3478,GOWAR EAST,Pyrenees,215011391,St Arnaud
1699,3478,GRE GRE,Pyrenees,215011391,St Arnaud
1700,3478,GRE GRE NORTH,Pyrenees,215011391,St Arnaud
1701,3478,GRE GRE SOUTH,Pyrenees,215011391,St Arnaud
1702,3478,KOOREH,Pyrenees,215011391,St Arnaud
1703,3478,MEDLYN,Pyrenees,215011391,St Arnaud
1704,3478,MITCHELLS HILL,Pyrenees,215011391,St Arnaud
1705,3478,MOOLERR,Pyrenees,215011391,St Arnaud
1706,3478,MOONAMBEL,Pyrenees,201031013,Avoca
1707,3478,PERCYDALE,Pyrenees,201031013,Avoca
1708,3478,REDBANK,Pyrenees,201031013,Avoca
1709,3478,SLATY CREEK,Pyrenees,215011391,St Arnaud
1710,3478,ST ARNAUD,Pyrenees,215011391,St Arnaud
1711,3478,ST ARNAUD EAST,Pyrenees,215011391,St Arnaud
1712,3478,ST ARNAUD NORTH,Pyrenees,215011391,St Arnaud
1713,3478,STUART MILL,Pyrenees,215011391,St Arnaud
1714,3478,SUTHERLAND,Pyrenees,215011391,St Arnaud
1715,3478,SWANWATER,Pyrenees,215011391,St Arnaud
1716,3478,TANWOOD,Pyrenees,201031013,Avoca
1717,3478,TOTTINGTON,Pyrenees,215011391,St Arnaud
1718,3478,TRAYNORS LAGOON,Pyrenees,215011391,St Arnaud
1719,3478,TULKARA,Pyrenees,215011392,Stawell
1720,3478,WARRENMANG,Pyrenees,201031013,Avoca
1721,3478,YAWONG HILLS,Pyrenees,215031400,Buloke
1722,3480,AREEGRA,Yarriambiack,215011394,Yarriambiack
1723,3480,BANYENONG,Yarriambiack,215031400,Buloke
1724,3480,BOOLITE,Yarriambiack,215011394,Yarriambiack
1725,3480,CARRON,Yarriambiack,215031400,Buloke
1726,3480,COPE COPE,Yarriambiack,215031400,Buloke
1727,3480,CORACK,Yarriambiack,215031400,Buloke
1728,3480,CORACK EAST,Yarriambiack,215031400,Buloke
1729,3480,DONALD,Yarriambiack,215031400,Buloke
1730,3480,GIL GIL,Yarriambiack,215031400,Buloke
1731,3480,JEFFCOTT,Yarriambiack,215031400,Buloke
1732,3480,JEFFCOTT NORTH,Yarriambiack,215031400,Buloke
1733,3480,LAEN,Yarriambiack,215031400,Buloke
1734,3480,LAEN EAST,Yarriambiack,215031400,Buloke
1735,3480,LAEN NORTH,Yarriambiack,215031400,Buloke
1736,3480,LAKE BULOKE,Yarriambiack,215031400,Buloke
1737,3480,LAWLER,Yarriambiack,215031400,Buloke
1738,3480,LITCHFIELD,Yarriambiack,215031400,Buloke
1739,3480,RICH AVON,Yarriambiack,215031400,Buloke
1740,3480,RICH AVON EAST,Yarriambiack,215011391,St Arnaud
1741,3480,RICH AVON WEST,Yarriambiack,215011391,St Arnaud
1742,3480,SWANWATER WEST,Yarriambiack,215011391,St Arnaud
1743,3482,MASSEY,Yarriambiack,215031400,Buloke
1744,3482,MORTON PLAINS,Yarriambiack,215031400,Buloke
1745,3482,WARMUR,Yarriambiack,215031400,Buloke
1746,3482,WATCHEM,Yarriambiack,215031400,Buloke
1747,3482,WATCHEM WEST,Yarriambiack,215031400,Buloke
1748,3483,BALLAPUR,Buloke,215031400,Buloke
1749,3483,BIRCHIP,Buloke,215031400,Buloke
1750,3483,BIRCHIP WEST,Buloke,215031400,Buloke
1751,3483,CURYO,Buloke,215031400,Buloke
1752,3483,JIL JIL,Buloke,215031400,Buloke
1753,3483,KARYRIE,Buloke,215031400,Buloke
1754,3483,KINNABULLA,Buloke,215031400,Buloke
1755,3483,MARLBED,Buloke,215031400,Buloke
1756,3483,NARRAPORT,Buloke,215031400,Buloke
1757,3483,REEDY DAM,Buloke,215031400,Buloke
1758,3483,WHIRILY,Buloke,215031400,Buloke
1759,3485,BANYAN,Yarriambiack,215031400,Buloke
1760,3485,WATCHUPGA,Yarriambiack,215031400,Buloke
1761,3485,WILLANGIE,Yarriambiack,215031400,Buloke
1762,3485,WOOMELANG,Yarriambiack,215011394,Yarriambiack
1763,3487,LASCELLES,Mildura,215011394,Yarriambiack
1764,3488,SPEED,Mildura,215011394,Yarriambiack
1765,3488,TURRIFF,Mildura,215011394,Yarriambiack
1766,3488,TURRIFF EAST,Mildura,215031400,Buloke
1767,3489,TEMPY,Mildura,215011394,Yarriambiack
1768,3490,BIG DESERT,Yarriambiack,215021398,Mildura Region
1769,3490,BOINKA,Yarriambiack,215021398,Mildura Region
1770,3490,KULWIN,Yarriambiack,215021398,Mildura Region
1771,3490,MITTYACK,Yarriambiack,215021398,Mildura Region
1772,3490,MURRAY-SUNSET,Yarriambiack,215021398,Mildura Region
1773,3490,OUYEN,Yarriambiack,215021398,Mildura Region
1774,3490,TORRITA,Yarriambiack,215021398,Mildura Region
1775,3490,TUTYE,Yarriambiack,215021398,Mildura Region
1776,3491,PATCHEWOLLOCK,Yarriambiack,215021398,Mildura Region
1777,3494,CARWARP,Mildura,215021398,Mildura Region
1778,3494,COLIGNAN,Mildura,215021398,Mildura Region
1779,3494,IRAAK,Mildura,215021398,Mildura Region
1780,3494,NANGILOC,Mildura,215021398,Mildura Region
1781,3496,CARDROSS,Mildura,215021399,Red Cliffs
1782,3496,CULLULLERAINE,Mildura,215021398,Mildura Region
1783,3496,LINDSAY POINT,Mildura,215021398,Mildura Region
1784,3496,MERINGUR,Mildura,215021398,Mildura Region
1785,3496,MERRINEE,Mildura,215021398,Mildura Region
1786,3496,MURRAY LOCK NO 9,Mildura,215021398,Mildura Region
1787,3496,NEDS CORNER,Mildura,215021398,Mildura Region
1788,3496,RED CLIFFS,Mildura,215021399,Red Cliffs
1789,3496,SUNNYCLIFFS,Mildura,215021399,Red Cliffs
1790,3496,WERRIMULL,Mildura,215021398,Mildura Region
1791,3498,IRYMPLE,Mildura,215021395,Irymple
1792,3500,MILDURA,Mildura,215021470,Mildura - South
1793,3500,MILDURA EAST,Mildura,215021470,Mildura - South
1794,3500,MILDURA WEST,Mildura,215021469,Mildura - North
1795,3501,HATTAH,Swan Hill,215021398,Mildura Region
1796,3501,KOORLONG,Swan Hill,215021398,Mildura Region
1797,3501,MILDURA CENTRE PLAZA,Swan Hill,215021470,Mildura - South
1798,3501,MILDURA SOUTH,Swan Hill,215021470,Mildura - South
1799,3501,NICHOLS POINT,Swan Hill,215021395,Irymple
1800,3502,MILDURA,Mildura,215021470,Mildura - South
1801,3505,BIRDWOODTON,Mildura,215021396,Merbein
1802,3505,CABARITA,Mildura,215021396,Merbein
1803,3505,MERBEIN,Mildura,215021396,Merbein
1804,3505,MERBEIN SOUTH,Mildura,215021396,Merbein
1805,3505,MERBEIN WEST,Mildura,215021396,Merbein
1806,3505,WARGAN,Mildura,215021398,Mildura Region
1807,3505,YELTA,Mildura,215021396,Merbein
1808,3506,COWANGIE,Loddon,215021398,Mildura Region
1809,3507,WALPEUP,Yarriambiack,215021398,Mildura Region
1810,3509,LINGA,Mildura,215021398,Mildura Region
1811,3509,UNDERBOOL,Mildura,215021398,Mildura Region
1812,3512,CARINA,Mildura,215021398,Mildura Region
1813,3512,MURRAYVILLE,Mildura,215021398,Mildura Region
1814,3512,PANITYA,Mildura,215021398,Mildura Region
1815,3515,MARONG,Loddon,202021026,Bendigo Region - South
1816,3515,SHELBOURNE,Loddon,202021026,Bendigo Region - South
1817,3515,WILSONS HILL,Loddon,202021026,Bendigo Region - South
1818,3516,BRIDGEWATER,Loddon,202031033,Loddon
1819,3516,BRIDGEWATER NORTH,Loddon,202031033,Loddon
1820,3516,BRIDGEWATER ON LODDON,Loddon,202031033,Loddon
1821,3516,DERBY,Loddon,202031033,Loddon
1822,3516,LEICHARDT,Loddon,202021026,Bendigo Region - South
1823,3516,YARRABERB,Loddon,202031033,Loddon
1824,3517,BEARS LAGOON,Loddon,202031033,Loddon
1825,3517,BRENANAH,Loddon,202031033,Loddon
1826,3517,BULLABUL,Loddon,202031033,Loddon
1827,3517,GLENALBYN,Loddon,202031033,Loddon
1828,3517,INGLEWOOD,Loddon,202031033,Loddon
1829,3517,JARKLIN,Loddon,202031033,Loddon
1830,3517,KINGOWER,Loddon,202031033,Loddon
1831,3517,KURTING,Loddon,202031033,Loddon
1832,3517,POWLETT PLAINS,Loddon,202031033,Loddon
1833,3517,RHEOLA,Loddon,202031033,Loddon
1834,3517,SALISBURY WEST,Loddon,202031033,Loddon
1835,3517,SERPENTINE,Loddon,202031033,Loddon
1836,3518,BERRIMAL,Northern Grampians,202031033,Loddon
1837,3518,BORUNG,Northern Grampians,202031033,Loddon
1838,3518,FENTONS CREEK,Northern Grampians,202031033,Loddon
1839,3518,FERNIHURST,Northern Grampians,202031033,Loddon
1840,3518,FIERY FLAT,Northern Grampians,202031033,Loddon
1841,3518,KURRACA,Northern Grampians,202031033,Loddon
1842,3518,KURRACA WEST,Northern Grampians,202031033,Loddon
1843,3518,MYSIA,Northern Grampians,202031033,Loddon
1844,3518,NINE MILE,Northern Grampians,215031400,Buloke
1845,3518,RICHMOND PLAINS,Northern Grampians,202031033,Loddon
1846,3518,SKINNERS FLAT,Northern Grampians,202031033,Loddon
1847,3518,WEDDERBURN,Northern Grampians,202031033,Loddon
1848,3518,WEDDERBURN JUNCTION,Northern Grampians,202031033,Loddon
1849,3518,WEHLA,Northern Grampians,202031033,Loddon
1850,3518,WOOLSHED FLAT,Northern Grampians,202031033,Loddon
1851,3518,WOOSANG,Northern Grampians,215031400,Buloke
1852,3520,KINYPANIAL,Loddon,202031033,Loddon
1853,3520,KORONG VALE,Loddon,202031033,Loddon
1854,3520,SOUTH KINYPANIAL,Loddon,202031033,Loddon
1855,3521,PYALONG,Mitchell,204011060,Seymour Region
1856,3522,EMU FLAT,Mount Alexander,204011060,Seymour Region
1857,3522,GLENHOPE EAST,Mount Alexander,204011060,Seymour Region
1858,3522,TOOBORAC,Mount Alexander,204011060,Seymour Region
1859,3523,ARGYLE,Strathbogie,202021029,Heathcote
1860,3523,COSTERFIELD,Strathbogie,202021029,Heathcote
1861,3523,DERRINAL,Strathbogie,202021029,Heathcote
1862,3523,HEATHCOTE,Strathbogie,202021029,Heathcote
1863,3523,HEATHCOTE SOUTH,Strathbogie,204011060,Seymour Region
1864,3523,KNOWSLEY,Strathbogie,202021029,Heathcote
1865,3523,LADYS PASS,Strathbogie,202021029,Heathcote
1866,3523,MOORMBOOL WEST,Strathbogie,204011058,Nagambie
1867,3523,MOUNT CAMEL,Strathbogie,202021029,Heathcote
1868,3523,REDCASTLE,Strathbogie,202021029,Heathcote
1869,3525,BARRAKEE,Northern Grampians,215031400,Buloke
1870,3525,BUCKRABANYULE,Northern Grampians,202031033,Loddon
1871,3525,CHARLTON,Northern Grampians,215031400,Buloke
1872,3525,CHIRRIP,Northern Grampians,215031400,Buloke
1873,3525,GRANITE FLAT,Northern Grampians,215031400,Buloke
1874,3525,JEFFCOTT,Northern Grampians,215031400,Buloke
1875,3525,JEFFCOTT NORTH,Northern Grampians,215031400,Buloke
1876,3525,LAKE MARMAL,Northern Grampians,202031033,Loddon
1877,3525,NAREEWILLOCK,Northern Grampians,215031400,Buloke
1878,3525,TEDDYWADDY,Northern Grampians,215031400,Buloke
1879,3525,TEDDYWADDY WEST,Northern Grampians,215031400,Buloke
1880,3525,TERRAPPEE,Northern Grampians,202031033,Loddon
1881,3525,WOOROONOOK,Northern Grampians,215031400,Buloke
1882,3525,WYCHITELLA,Northern Grampians,202031033,Loddon
1883,3525,WYCHITELLA NORTH,Northern Grampians,202031033,Loddon
1884,3525,YEUNGROON,Northern Grampians,215031400,Buloke
1885,3525,YEUNGROON EAST,Northern Grampians,215031400,Buloke
1886,3527,BUNGULUKE,Loddon,215031400,Buloke
1887,3527,DUMOSA,Loddon,215031400,Buloke
1888,3527,GLENLOTH,Loddon,215031400,Buloke
1889,3527,GLENLOTH EAST,Loddon,215031400,Buloke
1890,3527,JERUK,Loddon,215031400,Buloke
1891,3527,NINYEUNOOK,Loddon,215031401,Gannawarra
1892,3527,TEDDYWADDY,Loddon,215031400,Buloke
1893,3527,TEDDYWADDY WEST,Loddon,215031400,Buloke
1894,3527,THALIA,Loddon,215031400,Buloke
1895,3527,TOWANINNY,Loddon,215031400,Buloke
1896,3527,TOWANINNY SOUTH,Loddon,215031400,Buloke
1897,3527,WYCHEPROOF,Loddon,215031400,Buloke
1898,3527,WYCHEPROOF SOUTH,Loddon,215031400,Buloke
1899,3529,KALPIENUNG,Loddon,215031400,Buloke
1900,3529,NULLAWIL,Loddon,215031400,Buloke
1901,3530,CULGOA,Swan Hill,215031400,Buloke
1902,3530,SUTTON,Swan Hill,215031400,Buloke
1903,3530,WANGIE,Swan Hill,215031400,Buloke
1904,3530,WARNE,Swan Hill,215031400,Buloke
1905,3531,BERRIWILLOCK,Yarriambiack,215031400,Buloke
1906,3531,BOIGBEAT,Yarriambiack,215031400,Buloke
1907,3531,SPRINGFIELD,Yarriambiack,215031400,Buloke
1908,3533,BIMBOURIE,Yarriambiack,215031400,Buloke
1909,3533,LAKE TYRRELL,Yarriambiack,215031400,Buloke
1910,3533,MITTYACK,Yarriambiack,215021398,Mildura Region
1911,3533,MYALL,Yarriambiack,215031400,Buloke
1912,3533,NANDALY,Yarriambiack,215031400,Buloke
1913,3533,NINDA,Yarriambiack,215031400,Buloke
1914,3533,NYARRIN,Yarriambiack,215031400,Buloke
1915,3533,PIER MILAN,Yarriambiack,215031400,Buloke
1916,3533,SEA LAKE,Yarriambiack,215031400,Buloke
1917,3533,STRATEN,Yarriambiack,215031400,Buloke
1918,3533,TYENNA,Yarriambiack,215031400,Buloke
1919,3533,TYRRELL,Yarriambiack,215031400,Buloke
1920,3533,TYRRELL DOWNS,Yarriambiack,215031400,Buloke
1921,3537,BARRAPORT,Loddon,202031033,Loddon
1922,3537,BARRAPORT WEST,Loddon,202031033,Loddon
1923,3537,BOORT,Loddon,202031033,Loddon
1924,3537,CANARY ISLAND,Loddon,202031033,Loddon
1925,3537,CATUMNAL,Loddon,202031033,Loddon
1926,3537,GREDGWIN,Loddon,202031033,Loddon
1927,3537,LEAGHUR,Loddon,202031033,Loddon
1928,3537,MINMINDIE,Loddon,202031033,Loddon
1929,3537,YANDO,Loddon,202031033,Loddon
1930,3540,CANNIE,Loddon,215031401,Gannawarra
1931,3540,NINYEUNOOK,Loddon,215031401,Gannawarra
1932,3540,OAKVALE,Loddon,215031401,Gannawarra
1933,3540,QUAMBATOOK,Loddon,215031401,Gannawarra
1934,3542,COKUM,Swan Hill,215031400,Buloke
1935,3542,LALBERT,Swan Hill,215031401,Gannawarra
1936,3542,TITTYBONG,Swan Hill,215031400,Buloke
1937,3542,TITYBONG,Swan Hill,215031400,Buloke
1938,3544,CHINANGIN,Swan Hill,215031405,Swan Hill Region
1939,3544,GOWANFORD,Swan Hill,215031405,Swan Hill Region
1940,3544,MURNUNGIN,Swan Hill,215031405,Swan Hill Region
1941,3544,SPRINGFIELD,Swan Hill,215031400,Buloke
1942,3544,ULTIMA,Swan Hill,215031405,Swan Hill Region
1943,3544,ULTIMA EAST,Swan Hill,215031405,Swan Hill Region
1944,3544,WAITCHIE,Swan Hill,215031405,Swan Hill Region
1945,3546,BOLTON,Swan Hill,215031405,Swan Hill Region
1946,3546,CHINKAPOOK,Swan Hill,215031405,Swan Hill Region
1947,3546,COCAMBA,Swan Hill,215031405,Swan Hill Region
1948,3546,GERAHMIN,Swan Hill,215031405,Swan Hill Region
1949,3546,MANANGATANG,Swan Hill,215031405,Swan Hill Region
1950,3546,TUROAR,Swan Hill,215031405,Swan Hill Region
1951,3546,WINNAMBOOL,Swan Hill,215031405,Swan Hill Region
1952,3549,ANNUELLO,Swan Hill,215031405,Swan Hill Region
1953,3549,BANNERTON,Swan Hill,215031405,Swan Hill Region
1954,3549,HAPPY VALLEY,Swan Hill,215031403,Robinvale
1955,3549,LIPAROO,Swan Hill,215031405,Swan Hill Region
1956,3549,ROBINVALE,Swan Hill,215031403,Robinvale
1957,3549,ROBINVALE IRRIGATION DISTRICT SECTION B,Swan Hill,215031403,Robinvale
1958,3549,ROBINVALE IRRIGATION DISTRICT SECTION C,Swan Hill,215031403,Robinvale
1959,3549,ROBINVALE IRRIGATION DISTRICT SECTION D,Swan Hill,215031403,Robinvale
1960,3549,ROBINVALE IRRIGATION DISTRICT SECTION E,Swan Hill,215031403,Robinvale
1961,3549,TOL TOL,Swan Hill,215031403,Robinvale
1962,3549,WANDOWN,Swan Hill,215031405,Swan Hill Region
1963,3549,WEMEN,Swan Hill,215031405,Swan Hill Region
1964,3550,BENDIGO,Greater Bendigo,202011018,Bendigo
1965,3550,BENDIGO SOUTH,Greater Bendigo,202011021,Flora Hill - Spring Gully
1966,3550,DIAMOND HILL,Greater Bendigo,202021026,Bendigo Region - South
1967,3550,EAST BENDIGO,Greater Bendigo,202011020,East Bendigo - Kennington
1968,3550,FLORA HILL,Greater Bendigo,202011021,Flora Hill - Spring Gully
1969,3550,IRONBARK,Greater Bendigo,202011018,Bendigo
1970,3550,KENNINGTON,Greater Bendigo,202011020,East Bendigo - Kennington
1971,3550,LONG GULLY,Greater Bendigo,202011018,Bendigo
1972,3550,NORTH BENDIGO,Greater Bendigo,202011018,Bendigo
1973,3550,QUARRY HILL,Greater Bendigo,202011021,Flora Hill - Spring Gully
1974,3550,SANDHURST EAST,Greater Bendigo,202011019,California Gully - Eaglehawk
1975,3550,SPRING GULLY,Greater Bendigo,202011021,Flora Hill - Spring Gully
1976,3550,STRATHDALE,Greater Bendigo,202011020,East Bendigo - Kennington
1977,3550,TYSONS REEF,Greater Bendigo,202011018,Bendigo
1978,3550,WEST BENDIGO,Greater Bendigo,202011018,Bendigo
1979,3550,WHITE HILLS,Greater Bendigo,202011025,White Hills - Ascot
1980,3551,ARNOLD,Strathbogie,202031033,Loddon
1981,3551,ARNOLD WEST,Strathbogie,202031033,Loddon
1982,3551,ASCOT,Strathbogie,202011025,White Hills - Ascot
1983,3551,AXE CREEK,Strathbogie,202021026,Bendigo Region - South
1984,3551,AXEDALE,Strathbogie,202021029,Heathcote
1985,3551,BAGSHOT,Strathbogie,202031032,Bendigo Region - North
1986,3551,BAGSHOT NORTH,Strathbogie,202031032,Bendigo Region - North
1987,3551,BENDIGO FORWARD,Strathbogie,202011018,Bendigo
1988,3551,CORNELLA,Strathbogie,216011410,Rushworth
1989,3551,CREEK VIEW,Strathbogie,202011025,White Hills - Ascot
1990,3551,EMU CREEK,Strathbogie,202021026,Bendigo Region - South
1991,3551,EPPALOCK,Strathbogie,202021026,Bendigo Region - South
1992,3551,EPSOM,Strathbogie,202011025,White Hills - Ascot
1993,3551,HUNTLY,Strathbogie,202011025,White Hills - Ascot
1994,3551,HUNTLY NORTH,Strathbogie,202031032,Bendigo Region - North
1995,3551,JUNORTOUN,Strathbogie,202011024,Strathfieldsaye
1996,3551,KIMBOLTON,Strathbogie,202021026,Bendigo Region - South
1997,3551,LAKE EPPALOCK,Strathbogie,202021029,Heathcote
1998,3551,LLANELLY,Strathbogie,202031033,Loddon
1999,3551,LOCKWOOD,Strathbogie,202021026,Bendigo Region - South
2000,3551,LOCKWOOD SOUTH,Strathbogie,202021026,Bendigo Region - South
2001,3551,LONGLEA,Strathbogie,202031032,Bendigo Region - North
2002,3551,MAIDEN GULLY,Strathbogie,202011023,Maiden Gully
2003,3551,MANDURANG,Strathbogie,202021026,Bendigo Region - South
2004,3551,MANDURANG SOUTH,Strathbogie,202021026,Bendigo Region - South
2005,3551,MINTO,Strathbogie,123021443,Minto - St Andrews
2006,3551,MOSQUITO CREEK,Strathbogie,202021026,Bendigo Region - South
2007,3551,MURPHYS CREEK,Strathbogie,202031033,Loddon
2008,3551,MYOLA,Strathbogie,216011410,Rushworth
2009,3551,MYOLA EAST,Strathbogie,216011410,Rushworth
2010,3551,MYRTLE CREEK,Strathbogie,202021026,Bendigo Region - South
2011,3551,NEWBRIDGE,Strathbogie,202031033,Loddon
2012,3551,PAINSWICK,Strathbogie,201031017,Maryborough Region
2013,3551,PILCHERS BRIDGE,Strathbogie,202021026,Bendigo Region - South
2014,3551,SEDGWICK,Strathbogie,202021026,Bendigo Region - South
2015,3551,STRATHFIELDSAYE,Strathbogie,202011024,Strathfieldsaye
2016,3551,TARNAGULLA,Strathbogie,202031033,Loddon
2017,3551,TOOLLEEN,Strathbogie,216011410,Rushworth
2018,3551,WAANYARRA,Strathbogie,202031033,Loddon
2019,3551,WELLSFORD,Strathbogie,202031032,Bendigo Region - North
2020,3551,WOODSTOCK ON LODDON,Strathbogie,202031033,Loddon
2021,3552,BENDIGO,Campaspe,202011018,Bendigo
2022,3554,BENDIGO DC,Moira,202011018,Bendigo
2023,3555,BIG HILL,Greater Bendigo,202011022,Kangaroo Flat - Golden Square
2024,3555,GOLDEN GULLY,Greater Bendigo,202011022,Kangaroo Flat - Golden Square
2025,3555,GOLDEN SQUARE,Greater Bendigo,202011022,Kangaroo Flat - Golden Square
2026,3555,KANGAROO FLAT,Greater Bendigo,202011022,Kangaroo Flat - Golden Square
2027,3555,LANSELL PLAZA,Greater Bendigo,202011022,Kangaroo Flat - Golden Square
2028,3555,SPECIMEN HILL,Greater Bendigo,202011022,Kangaroo Flat - Golden Square
2029,3556,CALIFORNIA GULLY,Loddon,202011019,California Gully - Eaglehawk
2030,3556,CAMPBELLS FOREST,Loddon,202031032,Bendigo Region - North
2031,3556,COMET HILL,Loddon,202031032,Bendigo Region - North
2032,3556,EAGLEHAWK,Loddon,202011019,California Gully - Eaglehawk
2033,3556,EAGLEHAWK NORTH,Loddon,202011019,California Gully - Eaglehawk
2034,3556,JACKASS FLAT,Loddon,202011019,California Gully - Eaglehawk
2035,3556,MYERS FLAT,Loddon,202031032,Bendigo Region - North
2036,3556,SAILORS GULLY,Loddon,202011019,California Gully - Eaglehawk
2037,3556,SEBASTIAN,Loddon,202031032,Bendigo Region - North
2038,3556,WHIPSTICK,Loddon,202011025,White Hills - Ascot
2039,3556,WOODVALE,Loddon,202031032,Bendigo Region - North
2040,3557,BARNADOWN,Greater Bendigo,202031032,Bendigo Region - North
2041,3557,FOSTERVILLE,Greater Bendigo,202031032,Bendigo Region - North
2042,3557,GOORNONG,Greater Bendigo,202031032,Bendigo Region - North
2043,3557,MUSKERRY,Greater Bendigo,216011410,Rushworth
2044,3557,MUSKERRY EAST,Greater Bendigo,216011410,Rushworth
2045,3558,BURNEWANG,Loddon,216011410,Rushworth
2046,3558,COROP WEST,Loddon,216011410,Rushworth
2047,3558,CREEK VIEW,Loddon,202011025,White Hills - Ascot
2048,3558,ELMORE,Loddon,202031032,Bendigo Region - North
2049,3558,HUNTER,Loddon,202031032,Bendigo Region - North
2050,3558,RUNNYMEDE,Loddon,216011410,Rushworth
2051,3559,AVONMORE,Greater Bendigo,202031032,Bendigo Region - North
2052,3559,BURRAMBOOT,Greater Bendigo,216011410,Rushworth
2053,3559,COLBINABBIN,Greater Bendigo,216011410,Rushworth
2054,3559,COROP,Greater Bendigo,216011410,Rushworth
2055,3559,GOBARUP,Greater Bendigo,216011410,Rushworth
2056,3559,LYNDALE,Greater Bendigo,216011410,Rushworth
2057,3559,MAYREEF,Greater Bendigo,202031032,Bendigo Region - North
2058,3559,RUNNYMEDE,Greater Bendigo,216011410,Rushworth
2059,3561,BALLENDELLA,Greater Bendigo,216011409,Rochester
2060,3561,BAMAWM,Greater Bendigo,216011408,Lockington - Gunbower
2061,3561,BAMAWM EXTENSION,Greater Bendigo,216011408,Lockington - Gunbower
2062,3561,BONN,Greater Bendigo,216011409,Rochester
2063,3561,DIGGORA,Greater Bendigo,216011408,Lockington - Gunbower
2064,3561,DIGGORA WEST,Greater Bendigo,216011408,Lockington - Gunbower
2065,3561,FAIRY DELL,Greater Bendigo,216011409,Rochester
2066,3561,NANNEELLA,Greater Bendigo,216011409,Rochester
2067,3561,ROCHESTER,Greater Bendigo,216011409,Rochester
2068,3561,ROCHESTER WEST,Greater Bendigo,216011409,Rochester
2069,3561,THE SETTLEMENT,Greater Bendigo,216011408,Lockington - Gunbower
2070,3561,TIMMERING,Greater Bendigo,216011407,Kyabram
2071,3562,TORRUMBARRY,Campaspe,216011408,Lockington - Gunbower
2072,3563,LOCKINGTON,Campaspe,216011408,Lockington - Gunbower
2073,3564,BAMAWM EXTENSION,Moira,216011408,Lockington - Gunbower
2074,3564,CAMPASPE WEST,Moira,216011406,Echuca
2075,3564,ECHUCA,Moira,216011406,Echuca
2076,3564,ECHUCA EAST,Moira,216011406,Echuca
2077,3564,ECHUCA SOUTH,Moira,216011406,Echuca
2078,3564,ECHUCA VILLAGE,Moira,216011406,Echuca
2079,3564,ECHUCA WEST,Moira,216011408,Lockington - Gunbower
2080,3564,KANYAPELLA,Moira,216011407,Kyabram
2081,3564,MCEVOYS,Moira,216011408,Lockington - Gunbower
2082,3564,PATHO,Moira,216011408,Lockington - Gunbower
2083,3564,PATHO WEST,Moira,216011408,Lockington - Gunbower
2084,3564,ROSLYNMEAD,Moira,216011408,Lockington - Gunbower
2085,3564,SIMMIE,Moira,216011406,Echuca
2086,3564,WHARPARILLA,Moira,216011408,Lockington - Gunbower
2087,3565,KOTTA,Loddon,216011408,Lockington - Gunbower
2088,3566,GUNBOWER,Loddon,216011408,Lockington - Gunbower
2089,3567,HORFIELD,Loddon,215031401,Gannawarra
2090,3567,LEITCHVILLE,Loddon,215031401,Gannawarra
2091,3568,BURKES BRIDGE,Loddon,215031401,Gannawarra
2092,3568,COHUNA,Loddon,215031401,Gannawarra
2093,3568,CULLEN,Loddon,215031401,Gannawarra
2094,3568,DALTONS BRIDGE,Loddon,215031401,Gannawarra
2095,3568,GANNAWARRA,Loddon,215031401,Gannawarra
2096,3568,KEELY,Loddon,215031401,Gannawarra
2097,3568,MACORNA NORTH,Loddon,215031401,Gannawarra
2098,3568,MCMILLANS,Loddon,215031401,Gannawarra
2099,3568,MEAD,Loddon,215031401,Gannawarra
2100,3568,MINCHA WEST,Loddon,215031401,Gannawarra
2101,3568,WEE WEE RUP,Loddon,215031401,Gannawarra
2102,3570,AUCHMORE,Loddon,202031033,Loddon
2103,3570,DRUMMARTIN,Loddon,202031032,Bendigo Region - North
2104,3570,KAMAROOKA,Loddon,202031032,Bendigo Region - North
2105,3570,NEILBOROUGH,Loddon,202031032,Bendigo Region - North
2106,3570,RAYWOOD,Loddon,202031032,Bendigo Region - North
2107,3570,SUMMERFIELD,Loddon,202031032,Bendigo Region - North
2108,3571,DINGEE,Loddon,202031033,Loddon
2109,3571,KAMAROOKA NORTH,Loddon,202031032,Bendigo Region - North
2110,3571,POMPAPIEL,Loddon,202031033,Loddon
2111,3571,TANDARRA,Loddon,202031033,Loddon
2112,3571,YALLOOK,Loddon,202031033,Loddon
2113,3572,MILLOO,Loddon,216011408,Lockington - Gunbower
2114,3572,PIAVELLA,Loddon,216011408,Lockington - Gunbower
2115,3572,PRAIRIE,Loddon,202031033,Loddon
2116,3572,TENNYSON,Loddon,216011408,Lockington - Gunbower
2117,3573,CALIVIL,Loddon,202031033,Loddon
2118,3573,MITIAMO,Loddon,202031033,Loddon
2119,3573,PINE GROVE,Loddon,216011408,Lockington - Gunbower
2120,3573,PINE GROVE EAST,Loddon,216011408,Lockington - Gunbower
2121,3573,TERRICK TERRICK EAST,Loddon,216011408,Lockington - Gunbower
2122,3575,BALD ROCK,Loddon,202031033,Loddon
2123,3575,GLADFIELD,Loddon,202031033,Loddon
2124,3575,JUNGABURRA,Loddon,202031033,Loddon
2125,3575,LODDON VALE,Loddon,202031033,Loddon
2126,3575,MINCHA,Loddon,202031033,Loddon
2127,3575,MOLOGA,Loddon,202031033,Loddon
2128,3575,PYRAMID HILL,Loddon,202031033,Loddon
2129,3575,SYLVATERRE,Loddon,202031033,Loddon
